bacOTUID	Kindom	Phylum	Class	Order	Family	Genus	Species
bacOTU_2336	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2319	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2342	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2346	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Unassigned
bacOTU_2345	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2344	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2339	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2347	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2329	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2330	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2350	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2337	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2348	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2354	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2334	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2359	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2356	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2363	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2364	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2365	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2357	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2335	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_lignicola_SH419897.07FU
bacOTU_2379	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Steccherinum	Steccherinum_litschaueri_SH201158.07FU
bacOTU_2361	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2372	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2378	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Unassigned
bacOTU_2373	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2355	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2374	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2377	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2371	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2358	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2375	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2349	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2352	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_neoniveus_SH200782.07FU
bacOTU_2362	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2380	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2387	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2390	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2366	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
bacOTU_2382	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2391	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2394	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2396	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2381	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Unassigned	Unassigned
bacOTU_2402	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2416	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Unassigned
bacOTU_2401	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2383	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2405	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2404	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2384	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Unassigned	Unassigned	Unassigned
bacOTU_2410	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2386	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Unassigned	Unassigned
bacOTU_2407	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2395	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Unassigned
bacOTU_2414	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2415	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2408	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2397	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2420	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2418	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Unassigned	Unassigned
bacOTU_2419	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2393	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2412	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Unassigned	Unassigned
bacOTU_2409	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2403	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria_vermicularioides_SH181577.07FU
bacOTU_2413	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
bacOTU_2424	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2425	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2428	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanospora	Stephanospora_poropingao_SH528211.07FU
bacOTU_2438	Fungi	Entomophthoromycota	Basidiobolomycetes	Basidiobolales	Unassigned	Unassigned	Unassigned
bacOTU_2429	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2423	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2431	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2421	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Unassigned	Unassigned
bacOTU_2417	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2442	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2443	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2445	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2446	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2441	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2426	Fungi	Glomeromycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2451	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2433	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2454	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2444	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2453	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2455	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2447	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2448	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Poitrasia	Poitrasia_circinans_SH190296.07FU
bacOTU_2439	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2456	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2436	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Unassigned	Unassigned	Unassigned
bacOTU_2459	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2457	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2458	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2461	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2466	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2468	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2470	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2471	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2477	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2460	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2478	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2482	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2479	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2462	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_macrospinosa_SH204052.07FU
bacOTU_2483	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2464	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2467	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2484	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2487	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2485	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2491	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2492	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2493	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2495	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2498	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2502	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2506	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2508	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2514	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2486	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Trichocladium	Trichocladium_pyriforme_SH001978.07FU
bacOTU_2504	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2497	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2510	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2513	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2512	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2520	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2501	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Unassigned
bacOTU_2521	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2519	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2522	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2524	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2523	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2525	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2496	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Unassigned	Unassigned
bacOTU_2534	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2533	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2538	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2540	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2526	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2537	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2544	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2530	Fungi	Ascomycota	Dothideomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2549	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2550	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2531	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unassigned	Unassigned	Unassigned
bacOTU_2535	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_grisea_SH374010.07FU
bacOTU_2518	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	Unassigned	Unassigned	Unassigned
bacOTU_2541	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Unassigned
bacOTU_2552	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2542	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2565	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2560	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2555	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2568	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2570	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2571	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2554	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2578	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2579	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2576	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2559	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2562	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2572	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2580	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2581	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2569	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2547	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Unassigned	Unassigned	Unassigned
bacOTU_2573	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2574	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2567	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2586	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2564	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2588	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2583	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Unassigned
bacOTU_2589	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2585	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2600	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Unassigned	Unassigned	Unassigned
bacOTU_2596	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2594	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2602	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Robergea	Unassigned
bacOTU_2604	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma_baii_SH223365.07FU
bacOTU_2593	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2599	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2595	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2598	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2603	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2587	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_paludigena_SH216365.07FU
bacOTU_2591	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unassigned	Unassigned	Unassigned
bacOTU_2605	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2606	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2611	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2597	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2612	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2601	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2614	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2615	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2608	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2607	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2617	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2613	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2618	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2621	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2624	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2620	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2625	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2626	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2610	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_stromaticum_SH196035.07FU
bacOTU_2616	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2631	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2628	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2634	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella_echinulata_SH004651.07FU
bacOTU_2632	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2640	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2637	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2630	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2633	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2636	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2635	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2646	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2619	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2649	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2653	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2645	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces_bullatus_SH005665.07FU
bacOTU_2652	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2657	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2638	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2639	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Unassigned	Unassigned
bacOTU_2651	Fungi	Rozellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2659	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2661	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2660	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2647	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2669	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2668	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2670	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2674	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2664	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2675	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2656	Fungi	Entorrhizomycota	Entorrhizomycetes	Entorrhizales	Entorrhizaceae	Entorrhiza	Entorrhiza_cypericola_SH530131.07FU
bacOTU_2663	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2685	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2688	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2672	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2686	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2679	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2690	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2702	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massariaceae	Massaria	Massaria_macra_SH181420.07FU
bacOTU_2662	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Unassigned	Unassigned
bacOTU_2671	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2704	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Unassigned
bacOTU_2687	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2693	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2712	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Unassigned	Unassigned
bacOTU_2701	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2694	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2700	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2705	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2682	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma_australe_SH187269.07FU
