bacOTUID	Kindom	Phylum	Class	Order	Family	Genus	Species
bacOTU_2709	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2713	Fungi	Ascomycota	Dothideomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2710	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2698	Fungi	Basidiomycota	Pucciniomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2711	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2683	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Unassigned
bacOTU_2697	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Unassigned
bacOTU_2699	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2708	Fungi	Basidiomycota	Microbotryomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2721	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2720	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2726	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2723	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2732	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
bacOTU_2734	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2728	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2716	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
bacOTU_2741	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2740	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2729	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2739	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2735	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2742	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2717	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Unassigned	Unassigned	Unassigned
bacOTU_2745	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2750	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2748	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2718	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2730	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2751	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2719	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2754	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2738	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unassigned	Unassigned	Unassigned
bacOTU_2744	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2727	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Chaetospermum	Chaetospermum_chaetosporum_SH206084.07FU
bacOTU_2752	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2743	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2733	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2757	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2749	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Unassigned	Unassigned	Unassigned
bacOTU_2761	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2762	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2763	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2774	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2764	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2766	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2778	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2770	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2780	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2759	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Unassigned
bacOTU_2753	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
bacOTU_2786	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2760	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2779	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2792	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2791	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2794	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2777	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2795	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2787	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Unassigned	Unassigned	Unassigned
bacOTU_2767	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Unassigned	Unassigned	Unassigned
bacOTU_2801	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2789	Fungi	Entorrhizomycota	Entorrhizomycetes	Entorrhizales	Entorrhizaceae	Entorrhiza	Entorrhiza_cypericola_SH530131.07FU
bacOTU_2781	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Unassigned
bacOTU_2798	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2805	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2802	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2800	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2804	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2806	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2818	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Unassigned
bacOTU_2799	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	Unassigned	Unassigned	Unassigned
bacOTU_2803	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2797	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Unassigned	Unassigned
bacOTU_2812	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2822	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Annulohypoxylon	Unassigned
bacOTU_2811	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2815	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2814	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2817	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2808	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2826	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2807	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2824	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2827	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2820	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2813	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2816	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2828	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2836	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2837	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2809	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2841	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2846	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2845	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2838	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2847	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2844	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2821	Fungi	Entorrhizomycota	Entorrhizomycetes	Entorrhizales	Entorrhizaceae	Entorrhiza	Entorrhiza_cypericola_SH530131.07FU
bacOTU_2854	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2832	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2857	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2850	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2831	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2860	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2833	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Unassigned	Unassigned
bacOTU_2849	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2839	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Unassigned	Unassigned
bacOTU_2861	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2862	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2856	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2859	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2864	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unassigned	Unassigned	Unassigned
bacOTU_2866	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2855	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2868	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2867	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2869	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2863	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2874	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2886	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Phakopsoraceae	Phakopsora	Phakopsora_argentinensis_SH476474.07FU
bacOTU_2876	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2877	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2884	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2865	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2880	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2888	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2882	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2873	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Unassigned
bacOTU_2891	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2892	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2893	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2894	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2872	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2896	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2895	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2870	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Tetraplosphaeria	Tetraplosphaeria_yakushimensis_SH028443.07FU
bacOTU_2903	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2898	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2904	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2906	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2908	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2905	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2910	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2909	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_zhongdianense_SH525326.07FU
bacOTU_2885	Fungi	Ascomycota	Dothideomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2900	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2901	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Robillarda	Unassigned
bacOTU_2917	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2915	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2918	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2924	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2925	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2902	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Unassigned
bacOTU_2928	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2911	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2927	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2920	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2907	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unassigned
bacOTU_2931	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2933	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2926	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2937	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2939	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2913	Fungi	Entomophthoromycota	Basidiobolomycetes	Basidiobolales	Unassigned	Unassigned	Unassigned
bacOTU_2919	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	Bannoa_hahajimensis_SH219193.07FU
bacOTU_2943	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2944	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2936	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora_occidentalis_SH196329.07FU
bacOTU_2945	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2949	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2930	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_phialophoroides_SH203522.07FU
bacOTU_2958	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2957	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2950	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2954	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2938	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2952	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2942	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_persica_SH184177.07FU
bacOTU_2959	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2955	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2947	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Unassigned
bacOTU_2965	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2970	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2951	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Unassigned	Unassigned	Unassigned
bacOTU_2961	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella_elegans_SH182834.07FU
bacOTU_2966	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2956	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2975	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2964	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2972	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2976	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2983	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2980	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2985	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2960	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
bacOTU_2987	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2971	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2962	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2967	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2988	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2997	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Unassigned
bacOTU_2974	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3000	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Xenoacremonium	Xenoacremonium_falcatum_SH631030.07FU
bacOTU_2984	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Unassigned	Unassigned	Unassigned
bacOTU_2989	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2986	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2990	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_indicus_SH208557.07FU
bacOTU_2992	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3003	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2991	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Hasegawazyma	Hasegawazyma_lactosa_SH191714.07FU
bacOTU_3008	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3015	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Xenoacremonium	Xenoacremonium_falcatum_SH631030.07FU
bacOTU_2978	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3007	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3012	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2996	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unassigned	Unassigned	Unassigned
bacOTU_3005	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3013	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2994	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3002	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_2995	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Unassigned	Unassigned	Unassigned
bacOTU_3010	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3004	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3001	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Unassigned
bacOTU_3018	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3011	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unassigned	Unassigned	Unassigned
bacOTU_3006	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3026	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3014	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	Sarocladium_oryzae_SH210222.07FU
bacOTU_3029	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3016	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
bacOTU_3017	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3030	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3021	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_blumeae_SH013744.07FU
bacOTU_3033	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3020	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Unassigned	Unassigned	Unassigned
bacOTU_3022	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3023	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3035	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3036	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3037	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3028	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3044	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3041	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
bacOTU_3031	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
