Steroidobacter	Bradyrhizobium	Amycolatopsis	Galbitalea	Phycicoccus	Gaiella	Conexibacter	g__Exophiala	Micromonospora	Terrabacter	Dactylosporangium	Saccharibacteria_genera_incertae_sedis	Rudaibacter	Aquabacterium	g__Mortierella	Kibdelosporangium	Kaistia	Chryseolinea	Hyphomicrobium	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Asticcacaulis	Kinneretia	Sporichthya	Ilumatobacter	Nitrospira	Arenimonas	Methylotenera	Niastella	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Chitinimonas	Oscillochloris	Methyloceanibacter	Labilithrix	Variibacter	Thiomonas	Halobacteriovorax	Tumebacillus	Ardenticatena	Gp22	Chelativorans	Luteivirga	Roseiflexus	Sanguibacter	Acidiphilium	Sulfurisoma	Aciditerrimonas	Skermanella	Sneathiella	Terrimonas
Rhizocola	1	0.976190476190476	0.952380952380953	0.952380952380953	0.833333333333333	0.904761904761905	0.928571428571429	0.761904761904762	0.928571428571429	0.904761904761905	0.976190476190476	0.833333333333333	0.928571428571429	0.857142857142857	0.80952380952381	0.814385858101016	0.833333333333333	0.952380952380953	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.857142857142857	0.904761904761905	0.833333333333333	0.952380952380953	0.80952380952381	0.952380952380953	0.833333333333333	0.833333333333333	0.833333333333333	0.976190476190476	0.928571428571429	0.952380952380953	0.814385858101016	0.880952380952381	0.833333333333333	0.928571428571429	1	0.952380952380953	0.80952380952381	0.952380952380953	0.761904761904762	0.857142857142857	0.904761904761905	0.862290908577547	0.922172221673209	0.814385858101016	0.922172221673209	0.838338383339281	0.862290908577547	0.862290908577547	0.862290908577547
g__Apodus	0.946124746911475	0.97007727214974	0.838338383339281	0.898219696434944	0.910195959054077	0.898219696434944	0.946124746911475	0.838338383339281	0.802409595481884	0.946124746911475	0.886243433815812	0.874267171196679	0.802409595481884	0.934148484292342	0.826362120720149	0.86144578313253	0.790433332862751	0.898219696434944	0.922172221673209	0.946124746911475	0.946124746911475	0.874267171196679	0.97007727214974	0.946124746911475	0.97007727214974	0.898219696434944	0.898219696434944	0.946124746911475	1	0.826362120720149	0.850314645958414	0.802409595481884	0.910195959054077	0.97007727214974	0.826362120720149	0.898219696434944	0.754504545005353	0.850314645958414	0.874267171196679	0.97007727214974	0.874267171196679	0.97007727214974	0.897590361445783	0.898219696434944	0.910195959054077	0.934148484292342	0.946124746911475	0.838338383339281	0.826362120720149	0.97007727214974	0.838338383339281	0.934148484292342	0.874267171196679	0.921686746987952	0.807228915662651	0.897590361445783	0.807228915662651	0.873493975903614	0.921686746987952	0.921686746987952	0.921686746987952
Knoellia	0.80952380952381	0.857142857142857	0.714285714285714	0.785714285714286	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.738095238095238	0.952380952380953	0.690476190476191	0.976190476190476	0.738095238095238	0.80952380952381	1	0.706599494528823	0.619047619047619	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.857142857142857	0.571428571428572	0.904761904761905	0.880952380952381	1	0.785714285714286	0.80952380952381	0.690476190476191	0.976190476190476	0.857142857142857	0.904761904761905	0.785714285714286	0.874267171196679	0.976190476190476	0.904761904761905	0.785714285714286	0.80952380952381	0.714285714285714	1	0.880952380952381	0.928571428571429	0.642857142857143	0.928571428571429	0.802409595481884	0.826362120720149	0.874267171196679	0.826362120720149	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Asticcacaulis	0.857142857142857	0.904761904761905	0.690476190476191	0.928571428571429	0.880952380952381	0.80952380952381	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.761904761904762	0.928571428571429	0.880952380952381	0.761904761904762	0.857142857142857	0.814385858101016	0.642857142857143	0.928571428571429	0.952380952380953	0.904761904761905	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.904761904761905	0.80952380952381	0.833333333333333	0.857142857142857	0.850314645958414	0.857142857142857	1	0.761904761904762	0.880952380952381	0.928571428571429	0.857142857142857	0.928571428571429	0.952380952380953	0.880952380952381	0.928571428571429	0.904761904761905	0.761904761904762	0.80952380952381	0.862290908577547	0.833333333333333	0.880952380952381	0.857142857142857	0.857142857142857	0.690476190476191	0.857142857142857	0.928571428571429	0.904761904761905	0.761904761904762	0.785714285714286	0.886243433815812	0.778457070243618	0.862290908577547	0.778457070243618	0.934148484292342	0.886243433815812	0.886243433815812	0.886243433815812
Kinneretia	0.904761904761905	0.880952380952381	0.880952380952381	0.857142857142857	0.666666666666667	0.714285714285714	0.785714285714286	0.595238095238095	0.880952380952381	0.714285714285714	0.952380952380953	0.642857142857143	0.880952380952381	0.761904761904762	0.571428571428572	0.754504545005353	0.904761904761905	0.857142857142857	0.904761904761905	0.714285714285714	0.714285714285714	0.642857142857143	0.80952380952381	0.714285714285714	0.880952380952381	0.761904761904762	0.642857142857143	0.904761904761905	0.802409595481884	0.571428571428572	0.761904761904762	1	0.666666666666667	0.80952380952381	0.571428571428572	0.857142857142857	0.785714285714286	0.880952380952381	0.642857142857143	0.880952380952381	0.738095238095238	0.785714285714286	0.682646969290558	0.642857142857143	0.666666666666667	0.904761904761905	0.904761904761905	0.880952380952381	0.571428571428572	0.80952380952381	0.595238095238095	0.833333333333333	0.666666666666667	0.778457070243618	0.754504545005353	0.682646969290558	0.754504545005353	0.802409595481884	0.778457070243618	0.778457070243618	0.778457070243618
Sporichthya	0.833333333333333	0.904761904761905	0.690476190476191	0.833333333333333	1	0.880952380952381	0.928571428571429	0.976190476190476	0.690476190476191	0.976190476190476	0.738095238095238	0.952380952380953	0.690476190476191	0.880952380952381	0.904761904761905	0.922172221673209	0.714285714285714	0.833333333333333	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.880952380952381	0.666666666666667	1	0.952380952380953	0.904761904761905	0.833333333333333	0.738095238095238	0.857142857142857	0.952380952380953	0.904761904761905	0.80952380952381	0.857142857142857	0.994029797388005	0.928571428571429	1	0.880952380952381	0.833333333333333	0.690476190476191	0.904761904761905	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.97007727214974	0.718575757147955	0.994029797388005	0.718575757147955	0.922172221673209	0.97007727214974	0.97007727214974	0.97007727214974
Ilumatobacter	0.952380952380953	0.976190476190476	0.833333333333333	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.904761904761905	0.857142857142857	0.976190476190476	0.880952380952381	0.928571428571429	0.857142857142857	0.880952380952381	0.880952380952381	0.910195959054077	0.761904761904762	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.928571428571429	0.80952380952381	0.952380952380953	1	0.880952380952381	0.952380952380953	0.833333333333333	0.880952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.934148484292342	0.928571428571429	0.952380952380953	0.928571428571429	0.952380952380953	0.833333333333333	0.880952380952381	1	0.904761904761905	0.857142857142857	0.904761904761905	0.958101009530607	0.850314645958414	0.934148484292342	0.850314645958414	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Nitrospira	0.80952380952381	0.857142857142857	0.714285714285714	0.785714285714286	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.738095238095238	0.952380952380953	0.690476190476191	0.976190476190476	0.738095238095238	0.80952380952381	1	0.706599494528823	0.619047619047619	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.857142857142857	0.571428571428572	0.904761904761905	0.880952380952381	1	0.785714285714286	0.80952380952381	0.690476190476191	0.976190476190476	0.857142857142857	0.904761904761905	0.785714285714286	0.874267171196679	0.976190476190476	0.904761904761905	0.785714285714286	0.80952380952381	0.714285714285714	1	0.880952380952381	0.928571428571429	0.642857142857143	0.928571428571429	0.802409595481884	0.826362120720149	0.874267171196679	0.826362120720149	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Arenimonas	0.952380952380953	0.928571428571429	0.857142857142857	1	0.833333333333333	0.80952380952381	0.857142857142857	0.785714285714286	0.952380952380953	0.880952380952381	0.904761904761905	0.833333333333333	0.952380952380953	0.738095238095238	0.785714285714286	0.850314645958414	0.690476190476191	1	0.952380952380953	0.880952380952381	0.880952380952381	0.833333333333333	0.952380952380953	0.880952380952381	0.928571428571429	0.928571428571429	0.833333333333333	0.952380952380953	0.898219696434944	0.785714285714286	0.928571428571429	0.857142857142857	0.833333333333333	0.952380952380953	0.785714285714286	1	0.880952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.833333333333333	0.928571428571429	0.802409595481884	0.833333333333333	0.833333333333333	0.857142857142857	0.952380952380953	0.857142857142857	0.785714285714286	0.952380952380953	0.785714285714286	0.785714285714286	0.857142857142857	0.874267171196679	0.898219696434944	0.802409595481884	0.898219696434944	0.898219696434944	0.874267171196679	0.874267171196679	0.874267171196679
Methylotenera	0.833333333333333	0.857142857142857	0.714285714285714	0.880952380952381	0.738095238095238	0.785714285714286	0.833333333333333	0.785714285714286	0.928571428571429	0.80952380952381	0.761904761904762	0.857142857142857	0.928571428571429	0.690476190476191	0.80952380952381	0.64671818143316	0.642857142857143	0.880952380952381	0.928571428571429	0.80952380952381	0.80952380952381	0.857142857142857	0.833333333333333	0.80952380952381	0.857142857142857	0.761904761904762	0.761904761904762	0.833333333333333	0.754504545005353	0.80952380952381	0.952380952380953	0.785714285714286	0.738095238095238	0.833333333333333	0.80952380952381	0.880952380952381	1	0.80952380952381	0.857142857142857	0.857142857142857	0.761904761904762	0.714285714285714	0.718575757147955	0.761904761904762	0.738095238095238	0.80952380952381	0.833333333333333	0.714285714285714	0.80952380952381	0.833333333333333	0.785714285714286	0.690476190476191	0.738095238095238	0.742528282386221	0.802409595481884	0.718575757147955	0.802409595481884	0.814385858101016	0.742528282386221	0.742528282386221	0.742528282386221
Niastella	0.833333333333333	0.904761904761905	0.690476190476191	0.833333333333333	0.857142857142857	0.738095238095238	0.857142857142857	0.833333333333333	0.761904761904762	0.833333333333333	0.80952380952381	0.80952380952381	0.761904761904762	0.857142857142857	0.690476190476191	0.886243433815812	0.857142857142857	0.833333333333333	0.928571428571429	0.833333333333333	0.833333333333333	0.80952380952381	0.880952380952381	0.833333333333333	0.904761904761905	0.690476190476191	0.714285714285714	0.833333333333333	0.850314645958414	0.690476190476191	0.880952380952381	0.880952380952381	0.857142857142857	0.880952380952381	0.690476190476191	0.833333333333333	0.80952380952381	1	0.80952380952381	0.904761904761905	0.666666666666667	0.761904761904762	0.886243433815812	0.714285714285714	0.857142857142857	0.952380952380953	0.833333333333333	0.690476190476191	0.690476190476191	0.880952380952381	0.833333333333333	0.880952380952381	0.642857142857143	0.934148484292342	0.610789393575762	0.886243433815812	0.610789393575762	0.958101009530607	0.934148484292342	0.934148484292342	0.934148484292342
Rhodoligotrophos	0.833333333333333	0.904761904761905	0.690476190476191	0.833333333333333	0.952380952380953	0.928571428571429	0.952380952380953	0.976190476190476	0.761904761904762	0.976190476190476	0.714285714285714	1	0.761904761904762	0.857142857142857	0.976190476190476	0.790433332862751	0.666666666666667	0.833333333333333	0.880952380952381	0.976190476190476	0.976190476190476	1	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.833333333333333	0.874267171196679	0.976190476190476	0.928571428571429	0.642857142857143	0.952380952380953	0.928571428571429	0.976190476190476	0.833333333333333	0.857142857142857	0.80952380952381	1	0.904761904761905	0.857142857142857	0.80952380952381	0.934148484292342	0.952380952380953	0.952380952380953	0.857142857142857	0.833333333333333	0.690476190476191	0.976190476190476	0.928571428571429	0.976190476190476	0.738095238095238	0.880952380952381	0.886243433815812	0.778457070243618	0.934148484292342	0.778457070243618	0.862290908577547	0.886243433815812	0.886243433815812	0.886243433815812
Pseudolabrys	0.976190476190476	1	0.880952380952381	0.928571428571429	0.904761904761905	0.928571428571429	0.976190476190476	0.857142857142857	0.880952380952381	0.952380952380953	0.928571428571429	0.904761904761905	0.880952380952381	0.928571428571429	0.857142857142857	0.850314645958414	0.857142857142857	0.928571428571429	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.857142857142857	0.904761904761905	0.880952380952381	0.904761904761905	0.976190476190476	0.857142857142857	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	1	0.904761904761905	0.928571428571429	0.898219696434944	0.904761904761905	0.904761904761905	0.976190476190476	0.976190476190476	0.880952380952381	0.857142857142857	0.976190476190476	0.857142857142857	0.904761904761905	0.880952380952381	0.922172221673209	0.850314645958414	0.898219696434944	0.850314645958414	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Ramlibacter	0.928571428571429	0.904761904761905	0.928571428571429	0.833333333333333	0.80952380952381	0.976190476190476	0.928571428571429	0.761904761904762	0.833333333333333	0.904761904761905	0.880952380952381	0.857142857142857	0.833333333333333	0.833333333333333	0.904761904761905	0.682646969290558	0.761904761904762	0.833333333333333	0.833333333333333	0.904761904761905	0.904761904761905	0.857142857142857	0.880952380952381	0.904761904761905	0.904761904761905	0.952380952380953	0.952380952380953	0.928571428571429	0.874267171196679	0.904761904761905	0.761904761904762	0.738095238095238	0.80952380952381	0.880952380952381	0.904761904761905	0.833333333333333	0.761904761904762	0.666666666666667	0.857142857142857	0.904761904761905	1	0.880952380952381	0.778457070243618	0.952380952380953	0.80952380952381	0.833333333333333	0.928571428571429	0.928571428571429	0.904761904761905	0.880952380952381	0.761904761904762	0.714285714285714	0.976190476190476	0.754504545005353	0.946124746911475	0.778457070243618	0.946124746911475	0.682646969290558	0.754504545005353	0.754504545005353	0.754504545005353
Chitinimonas	0.952380952380953	0.928571428571429	0.880952380952381	0.928571428571429	0.857142857142857	0.857142857142857	0.880952380952381	0.761904761904762	0.833333333333333	0.904761904761905	0.904761904761905	0.80952380952381	0.833333333333333	0.833333333333333	0.785714285714286	0.850314645958414	0.714285714285714	0.928571428571429	0.880952380952381	0.904761904761905	0.904761904761905	0.80952380952381	0.952380952380953	0.904761904761905	0.928571428571429	0.952380952380953	0.880952380952381	0.952380952380953	0.97007727214974	0.785714285714286	0.80952380952381	0.785714285714286	0.857142857142857	0.952380952380953	0.785714285714286	0.928571428571429	0.714285714285714	0.761904761904762	0.80952380952381	0.928571428571429	0.880952380952381	1	0.826362120720149	0.880952380952381	0.857142857142857	0.857142857142857	0.952380952380953	0.880952380952381	0.785714285714286	0.952380952380953	0.761904761904762	0.857142857142857	0.904761904761905	0.874267171196679	0.874267171196679	0.826362120720149	0.874267171196679	0.826362120720149	0.874267171196679	0.874267171196679	0.874267171196679
Oscillochloris	0.814385858101016	0.898219696434944	0.670670706671425	0.802409595481884	0.994029797388005	0.862290908577547	0.922172221673209	0.97007727214974	0.658694444052292	0.958101009530607	0.730552019767088	0.934148484292342	0.658694444052292	0.898219696434944	0.874267171196679	0.927710843373494	0.754504545005353	0.802409595481884	0.850314645958414	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.790433332862751	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.862290908577547	0.682646969290558	0.994029797388005	0.934148484292342	0.874267171196679	0.802409595481884	0.718575757147955	0.886243433815812	0.934148484292342	0.898219696434944	0.778457070243618	0.826362120720149	1	0.898219696434944	0.994029797388005	0.898219696434944	0.814385858101016	0.670670706671425	0.874267171196679	0.934148484292342	0.97007727214974	0.802409595481884	0.814385858101016	0.975903614457831	0.668674698795181	1	0.668674698795181	0.927710843373494	0.975903614457831	0.975903614457831	0.975903614457831
Methyloceanibacter	0.880952380952381	0.904761904761905	0.80952380952381	0.833333333333333	0.928571428571429	0.976190476190476	0.952380952380953	0.904761904761905	0.761904761904762	0.976190476190476	0.785714285714286	0.952380952380953	0.761904761904762	0.857142857142857	0.976190476190476	0.778457070243618	0.690476190476191	0.833333333333333	0.833333333333333	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.976190476190476	0.833333333333333	0.642857142857143	0.928571428571429	0.928571428571429	0.976190476190476	0.833333333333333	0.761904761904762	0.714285714285714	0.952380952380953	0.904761904761905	0.952380952380953	0.880952380952381	0.898219696434944	1	0.928571428571429	0.833333333333333	0.880952380952381	0.80952380952381	0.976190476190476	0.928571428571429	0.904761904761905	0.714285714285714	0.976190476190476	0.850314645958414	0.874267171196679	0.898219696434944	0.874267171196679	0.778457070243618	0.850314645958414	0.850314645958414	0.850314645958414
Labilithrix	0.833333333333333	0.904761904761905	0.690476190476191	0.833333333333333	1	0.880952380952381	0.928571428571429	0.976190476190476	0.690476190476191	0.976190476190476	0.738095238095238	0.952380952380953	0.690476190476191	0.880952380952381	0.904761904761905	0.922172221673209	0.714285714285714	0.833333333333333	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.880952380952381	0.666666666666667	1	0.952380952380953	0.904761904761905	0.833333333333333	0.738095238095238	0.857142857142857	0.952380952380953	0.904761904761905	0.80952380952381	0.857142857142857	0.994029797388005	0.928571428571429	1	0.880952380952381	0.833333333333333	0.690476190476191	0.904761904761905	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.97007727214974	0.718575757147955	0.994029797388005	0.718575757147955	0.922172221673209	0.97007727214974	0.97007727214974	0.97007727214974
Variibacter	0.928571428571429	0.976190476190476	0.833333333333333	0.857142857142857	0.880952380952381	0.880952380952381	0.952380952380953	0.833333333333333	0.80952380952381	0.904761904761905	0.904761904761905	0.857142857142857	0.80952380952381	0.952380952380953	0.785714285714286	0.850314645958414	0.928571428571429	0.857142857142857	0.952380952380953	0.904761904761905	0.904761904761905	0.857142857142857	0.928571428571429	0.904761904761905	0.976190476190476	0.80952380952381	0.833333333333333	0.928571428571429	0.934148484292342	0.785714285714286	0.857142857142857	0.904761904761905	0.880952380952381	0.928571428571429	0.785714285714286	0.857142857142857	0.80952380952381	0.952380952380953	0.857142857142857	0.976190476190476	0.833333333333333	0.857142857142857	0.898219696434944	0.833333333333333	0.880952380952381	1	0.928571428571429	0.833333333333333	0.785714285714286	0.928571428571429	0.833333333333333	0.928571428571429	0.785714285714286	0.922172221673209	0.742528282386221	0.898219696434944	0.742528282386221	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Thiomonas	1	0.976190476190476	0.952380952380953	0.952380952380953	0.833333333333333	0.904761904761905	0.928571428571429	0.761904761904762	0.928571428571429	0.904761904761905	0.976190476190476	0.833333333333333	0.928571428571429	0.857142857142857	0.80952380952381	0.814385858101016	0.833333333333333	0.952380952380953	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.857142857142857	0.904761904761905	0.833333333333333	0.952380952380953	0.80952380952381	0.952380952380953	0.833333333333333	0.833333333333333	0.833333333333333	0.976190476190476	0.928571428571429	0.952380952380953	0.814385858101016	0.880952380952381	0.833333333333333	0.928571428571429	1	0.952380952380953	0.80952380952381	0.952380952380953	0.761904761904762	0.857142857142857	0.904761904761905	0.862290908577547	0.922172221673209	0.814385858101016	0.922172221673209	0.838338383339281	0.862290908577547	0.862290908577547	0.862290908577547
Halobacteriovorax	0.952380952380953	0.880952380952381	1	0.857142857142857	0.690476190476191	0.857142857142857	0.833333333333333	0.595238095238095	0.880952380952381	0.785714285714286	0.976190476190476	0.690476190476191	0.880952380952381	0.761904761904762	0.714285714285714	0.69462323190969	0.833333333333333	0.857142857142857	0.833333333333333	0.785714285714286	0.785714285714286	0.690476190476191	0.833333333333333	0.785714285714286	0.880952380952381	0.928571428571429	0.80952380952381	0.952380952380953	0.838338383339281	0.714285714285714	0.690476190476191	0.880952380952381	0.690476190476191	0.833333333333333	0.714285714285714	0.857142857142857	0.714285714285714	0.690476190476191	0.690476190476191	0.880952380952381	0.928571428571429	0.880952380952381	0.670670706671425	0.80952380952381	0.690476190476191	0.833333333333333	0.952380952380953	1	0.714285714285714	0.833333333333333	0.595238095238095	0.738095238095238	0.880952380952381	0.718575757147955	0.934148484292342	0.670670706671425	0.934148484292342	0.670670706671425	0.718575757147955	0.718575757147955	0.718575757147955
Tumebacillus	0.80952380952381	0.857142857142857	0.714285714285714	0.785714285714286	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.738095238095238	0.952380952380953	0.690476190476191	0.976190476190476	0.738095238095238	0.80952380952381	1	0.706599494528823	0.619047619047619	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.857142857142857	0.571428571428572	0.904761904761905	0.880952380952381	1	0.785714285714286	0.80952380952381	0.690476190476191	0.976190476190476	0.857142857142857	0.904761904761905	0.785714285714286	0.874267171196679	0.976190476190476	0.904761904761905	0.785714285714286	0.80952380952381	0.714285714285714	1	0.880952380952381	0.928571428571429	0.642857142857143	0.928571428571429	0.802409595481884	0.826362120720149	0.874267171196679	0.826362120720149	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Ardenticatena	0.952380952380953	0.976190476190476	0.833333333333333	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.904761904761905	0.857142857142857	0.976190476190476	0.880952380952381	0.928571428571429	0.857142857142857	0.880952380952381	0.880952380952381	0.910195959054077	0.761904761904762	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.928571428571429	0.80952380952381	0.952380952380953	1	0.880952380952381	0.952380952380953	0.833333333333333	0.880952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.934148484292342	0.928571428571429	0.952380952380953	0.928571428571429	0.952380952380953	0.833333333333333	0.880952380952381	1	0.904761904761905	0.857142857142857	0.904761904761905	0.958101009530607	0.850314645958414	0.934148484292342	0.850314645958414	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Gp22	0.761904761904762	0.857142857142857	0.595238095238095	0.785714285714286	0.976190476190476	0.857142857142857	0.904761904761905	1	0.666666666666667	0.952380952380953	0.642857142857143	0.976190476190476	0.666666666666667	0.833333333333333	0.928571428571429	0.850314645958414	0.642857142857143	0.785714285714286	0.833333333333333	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.952380952380953	0.857142857142857	0.761904761904762	0.904761904761905	0.761904761904762	0.838338383339281	0.928571428571429	0.904761904761905	0.595238095238095	0.976190476190476	0.904761904761905	0.928571428571429	0.785714285714286	0.785714285714286	0.833333333333333	0.976190476190476	0.857142857142857	0.761904761904762	0.761904761904762	0.97007727214974	0.904761904761905	0.976190476190476	0.833333333333333	0.761904761904762	0.595238095238095	0.928571428571429	0.904761904761905	1	0.714285714285714	0.80952380952381	0.922172221673209	0.670670706671425	0.97007727214974	0.670670706671425	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Chelativorans	0.857142857142857	0.904761904761905	0.738095238095238	0.785714285714286	0.785714285714286	0.761904761904762	0.857142857142857	0.714285714285714	0.714285714285714	0.80952380952381	0.833333333333333	0.738095238095238	0.714285714285714	0.928571428571429	0.642857142857143	0.778457070243618	0.833333333333333	0.785714285714286	0.880952380952381	0.80952380952381	0.80952380952381	0.738095238095238	0.857142857142857	0.80952380952381	0.904761904761905	0.714285714285714	0.714285714285714	0.857142857142857	0.934148484292342	0.642857142857143	0.761904761904762	0.833333333333333	0.785714285714286	0.857142857142857	0.642857142857143	0.785714285714286	0.690476190476191	0.880952380952381	0.738095238095238	0.904761904761905	0.714285714285714	0.857142857142857	0.802409595481884	0.714285714285714	0.785714285714286	0.928571428571429	0.857142857142857	0.738095238095238	0.642857142857143	0.857142857142857	0.714285714285714	1	0.666666666666667	0.850314645958414	0.622765656194895	0.802409595481884	0.622765656194895	0.826362120720149	0.850314645958414	0.850314645958414	0.850314645958414
Luteivirga	0.904761904761905	0.880952380952381	0.880952380952381	0.857142857142857	0.857142857142857	0.952380952380953	0.904761904761905	0.80952380952381	0.80952380952381	0.928571428571429	0.833333333333333	0.880952380952381	0.80952380952381	0.785714285714286	0.928571428571429	0.742528282386221	0.666666666666667	0.857142857142857	0.80952380952381	0.928571428571429	0.928571428571429	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.904761904761905	0.874267171196679	0.928571428571429	0.785714285714286	0.666666666666667	0.857142857142857	0.904761904761905	0.928571428571429	0.857142857142857	0.738095238095238	0.642857142857143	0.880952380952381	0.880952380952381	0.976190476190476	0.904761904761905	0.814385858101016	0.976190476190476	0.857142857142857	0.785714285714286	0.904761904761905	0.880952380952381	0.928571428571429	0.904761904761905	0.80952380952381	0.666666666666667	1	0.790433332862751	0.946124746911475	0.814385858101016	0.946124746911475	0.718575757147955	0.790433332862751	0.790433332862751	0.790433332862751
Roseiflexus	0.862290908577547	0.922172221673209	0.718575757147955	0.874267171196679	0.97007727214974	0.814385858101016	0.898219696434944	0.922172221673209	0.730552019767088	0.934148484292342	0.802409595481884	0.886243433815812	0.730552019767088	0.874267171196679	0.802409595481884	0.975903614457831	0.778457070243618	0.874267171196679	0.898219696434944	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.778457070243618	0.97007727214974	0.958101009530607	0.802409595481884	0.874267171196679	0.742528282386221	0.934148484292342	0.886243433815812	0.922172221673209	0.754504545005353	0.874267171196679	0.975903614457831	0.850314645958414	0.97007727214974	0.922172221673209	0.862290908577547	0.718575757147955	0.802409595481884	0.958101009530607	0.922172221673209	0.850314645958414	0.790433332862751	1	0.692771084337349	0.975903614457831	0.692771084337349	0.975903614457831	1	1	1
Sanguibacter	0.922172221673209	0.850314645958414	0.934148484292342	0.898219696434944	0.718575757147955	0.874267171196679	0.826362120720149	0.670670706671425	0.922172221673209	0.826362120720149	0.886243433815812	0.778457070243618	0.922172221673209	0.670670706671425	0.826362120720149	0.656626506024096	0.64671818143316	0.898219696434944	0.826362120720149	0.826362120720149	0.826362120720149	0.778457070243618	0.850314645958414	0.826362120720149	0.850314645958414	0.97007727214974	0.874267171196679	0.922172221673209	0.807228915662651	0.826362120720149	0.778457070243618	0.754504545005353	0.718575757147955	0.850314645958414	0.826362120720149	0.898219696434944	0.802409595481884	0.610789393575762	0.778457070243618	0.850314645958414	0.946124746911475	0.874267171196679	0.668674698795181	0.874267171196679	0.718575757147955	0.742528282386221	0.922172221673209	0.934148484292342	0.826362120720149	0.850314645958414	0.670670706671425	0.622765656194895	0.946124746911475	0.692771084337349	1	0.668674698795181	1	0.668674698795181	0.692771084337349	0.692771084337349	0.692771084337349
