Agromyces	Arthrobacter	Solirubrobacter	Bradyrhizobium	Gaiella	Conexibacter	g__Exophiala	Terrabacter	Dactylosporangium	Paenibacillus	Saccharibacteria_genera_incertae_sedis	Aquabacterium	Phenylobacterium	g__Mortierella	Chryseolinea	Hyphomicrobium	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Asticcacaulis	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Arenimonas	Niastella	Catellatospora	Peredibacter	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Ohtaekwangia	Chitinimonas	Oscillochloris	Methyloceanibacter	Streptosporangium	Povalibacter	Labilithrix	Variibacter	Lautropia	Thiomonas	Tumebacillus	Clavibacter	Ardenticatena	Gp22	Chelativorans	Luteivirga	Nakamurella	Roseiflexus	Acidiphilium	Armatimonadetes_gp5	Aciditerrimonas	Skermanella	Sneathiella	Terrimonas
Lautropia	0.904761904761905	0.833333333333333	0.904761904761905	0.761904761904762	0.928571428571429	0.857142857142857	0.761904761904762	0.833333333333333	0.690476190476191	0.904761904761905	0.80952380952381	0.80952380952381	0.952380952380953	0.880952380952381	0.595238095238095	0.642857142857143	0.833333333333333	0.833333333333333	0.80952380952381	0.738095238095238	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	0.738095238095238	0.730552019767088	0.880952380952381	0.595238095238095	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.595238095238095	0.571428571428572	0.857142857142857	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.802409595481884	0.690476190476191	0.778457070243618	0.904761904761905	1	0.857142857142857	0.785714285714286	0.738095238095238	1	0.738095238095238	0.880952380952381	0.666666666666667	0.738095238095238	0.761904761904762	0.571428571428572	0.880952380952381	0.833333333333333	0.682646969290558	0.778457070243618	0.850314645958414	0.562884343099232	0.682646969290558	0.682646969290558	0.682646969290558
Thiomonas	0.880952380952381	0.857142857142857	0.880952380952381	0.976190476190476	0.904761904761905	0.928571428571429	0.761904761904762	0.904761904761905	0.976190476190476	0.761904761904762	0.833333333333333	0.857142857142857	0.857142857142857	0.80952380952381	0.952380952380953	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.857142857142857	0.833333333333333	0.952380952380953	0.80952380952381	0.785714285714286	0.952380952380953	0.833333333333333	0.880952380952381	0.714285714285714	0.833333333333333	0.976190476190476	0.928571428571429	0.718575757147955	0.952380952380953	0.814385858101016	0.880952380952381	0.738095238095238	0.880952380952381	0.833333333333333	0.928571428571429	0.738095238095238	1	0.80952380952381	0.785714285714286	0.952380952380953	0.761904761904762	0.857142857142857	0.904761904761905	0.761904761904762	0.862290908577547	0.814385858101016	0.778457070243618	0.838338383339281	0.862290908577547	0.862290908577547	0.862290908577547
Tumebacillus	0.976190476190476	0.952380952380953	0.976190476190476	0.857142857142857	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.690476190476191	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.857142857142857	0.904761904761905	0.880952380952381	1	0.952380952380953	0.785714285714286	0.690476190476191	0.880952380952381	0.976190476190476	0.976190476190476	0.857142857142857	0.904761904761905	0.850314645958414	0.785714285714286	0.874267171196679	0.976190476190476	0.880952380952381	0.880952380952381	0.904761904761905	0.785714285714286	0.880952380952381	0.80952380952381	1	0.880952380952381	0.880952380952381	0.928571428571429	0.642857142857143	0.928571428571429	0.976190476190476	0.802409595481884	0.874267171196679	0.97007727214974	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Clavibacter	0.80952380952381	0.928571428571429	0.80952380952381	0.833333333333333	0.833333333333333	0.857142857142857	0.833333333333333	0.833333333333333	0.690476190476191	0.619047619047619	0.904761904761905	0.714285714285714	0.714285714285714	0.880952380952381	0.80952380952381	0.880952380952381	0.833333333333333	0.833333333333333	0.904761904761905	0.80952380952381	0.833333333333333	0.833333333333333	0.738095238095238	0.80952380952381	0.785714285714286	0.730552019767088	0.880952380952381	0.928571428571429	0.761904761904762	0.80952380952381	0.880952380952381	0.714285714285714	0.80952380952381	0.761904761904762	0.80952380952381	0.785714285714286	0.904761904761905	0.833333333333333	0.785714285714286	0.64671818143316	0.666666666666667	0.742528282386221	0.80952380952381	0.666666666666667	0.80952380952381	0.761904761904762	0.785714285714286	0.666666666666667	0.785714285714286	0.880952380952381	1	0.80952380952381	0.833333333333333	0.642857142857143	0.761904761904762	0.904761904761905	0.718575757147955	0.742528282386221	0.922172221673209	0.766480807624486	0.718575757147955	0.718575757147955	0.718575757147955
Ardenticatena	0.928571428571429	0.904761904761905	0.928571428571429	0.976190476190476	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.880952380952381	0.833333333333333	0.928571428571429	0.880952380952381	0.785714285714286	0.880952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.928571428571429	0.952380952380953	1	0.880952380952381	0.857142857142857	0.952380952380953	0.880952380952381	0.80952380952381	0.80952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.862290908577547	0.952380952380953	0.934148484292342	0.928571428571429	0.738095238095238	0.80952380952381	0.952380952380953	0.928571428571429	0.738095238095238	0.952380952380953	0.880952380952381	0.80952380952381	1	0.904761904761905	0.857142857142857	0.904761904761905	0.80952380952381	0.958101009530607	0.934148484292342	0.802409595481884	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Gp22	0.904761904761905	0.928571428571429	0.904761904761905	0.857142857142857	0.857142857142857	0.904761904761905	1	0.952380952380953	0.642857142857143	0.833333333333333	0.976190476190476	0.833333333333333	0.690476190476191	0.928571428571429	0.785714285714286	0.833333333333333	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.952380952380953	0.857142857142857	0.761904761904762	0.904761904761905	0.761904761904762	0.838338383339281	0.928571428571429	0.904761904761905	0.976190476190476	0.904761904761905	0.928571428571429	0.880952380952381	0.785714285714286	0.833333333333333	0.690476190476191	0.904761904761905	0.976190476190476	0.857142857142857	0.761904761904762	0.946124746911475	0.761904761904762	0.97007727214974	0.904761904761905	0.761904761904762	0.690476190476191	0.976190476190476	0.833333333333333	0.761904761904762	0.761904761904762	0.928571428571429	0.833333333333333	0.904761904761905	1	0.714285714285714	0.80952380952381	0.857142857142857	0.922172221673209	0.97007727214974	0.838338383339281	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Chelativorans	0.714285714285714	0.785714285714286	0.714285714285714	0.904761904761905	0.761904761904762	0.857142857142857	0.714285714285714	0.80952380952381	0.833333333333333	0.642857142857143	0.738095238095238	0.928571428571429	0.642857142857143	0.642857142857143	0.785714285714286	0.880952380952381	0.80952380952381	0.80952380952381	0.738095238095238	0.857142857142857	0.80952380952381	0.904761904761905	0.714285714285714	0.714285714285714	0.857142857142857	0.934148484292342	0.642857142857143	0.761904761904762	0.785714285714286	0.857142857142857	0.642857142857143	0.595238095238095	0.785714285714286	0.880952380952381	0.595238095238095	0.523809523809524	0.738095238095238	0.904761904761905	0.714285714285714	0.682646969290558	0.857142857142857	0.802409595481884	0.714285714285714	0.571428571428572	0.595238095238095	0.785714285714286	0.928571428571429	0.571428571428572	0.857142857142857	0.642857142857143	0.642857142857143	0.857142857142857	0.714285714285714	1	0.666666666666667	0.523809523809524	0.850314645958414	0.802409595481884	0.550908080480099	0.826362120720149	0.850314645958414	0.850314645958414	0.850314645958414
Luteivirga	0.976190476190476	0.857142857142857	0.976190476190476	0.880952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.928571428571429	0.833333333333333	0.928571428571429	0.880952380952381	0.785714285714286	0.928571428571429	0.928571428571429	0.857142857142857	0.80952380952381	0.928571428571429	0.928571428571429	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.904761904761905	0.874267171196679	0.928571428571429	0.785714285714286	0.857142857142857	0.904761904761905	0.928571428571429	0.952380952380953	0.857142857142857	0.642857142857143	0.952380952380953	0.904761904761905	0.880952380952381	0.880952380952381	0.976190476190476	0.790433332862751	0.904761904761905	0.814385858101016	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.785714285714286	0.880952380952381	0.904761904761905	0.928571428571429	0.761904761904762	0.904761904761905	0.80952380952381	0.666666666666667	1	0.904761904761905	0.790433332862751	0.814385858101016	0.898219696434944	0.718575757147955	0.790433332862751	0.790433332862751	0.790433332862751
Nakamurella	0.928571428571429	0.904761904761905	0.928571428571429	0.785714285714286	0.904761904761905	0.857142857142857	0.857142857142857	0.880952380952381	0.642857142857143	0.833333333333333	0.928571428571429	0.690476190476191	0.833333333333333	0.976190476190476	0.761904761904762	0.761904761904762	0.880952380952381	0.880952380952381	0.928571428571429	0.80952380952381	0.880952380952381	0.785714285714286	0.833333333333333	0.928571428571429	0.761904761904762	0.730552019767088	0.976190476190476	0.833333333333333	0.80952380952381	0.80952380952381	0.976190476190476	0.904761904761905	0.761904761904762	0.595238095238095	0.904761904761905	0.952380952380953	0.928571428571429	0.785714285714286	0.880952380952381	0.742528282386221	0.714285714285714	0.766480807624486	0.928571428571429	0.833333333333333	0.904761904761905	0.80952380952381	0.690476190476191	0.833333333333333	0.761904761904762	0.976190476190476	0.904761904761905	0.80952380952381	0.857142857142857	0.523809523809524	0.904761904761905	1	0.69462323190969	0.766480807624486	0.994029797388005	0.670670706671425	0.69462323190969	0.69462323190969	0.69462323190969
Roseiflexus	0.850314645958414	0.850314645958414	0.850314645958414	0.922172221673209	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.802409595481884	0.778457070243618	0.886243433815812	0.874267171196679	0.670670706671425	0.802409595481884	0.874267171196679	0.898219696434944	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.934148484292342	0.64671818143316	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.850314645958414	0.682646969290558	0.64671818143316	0.97007727214974	0.922172221673209	0.682646969290558	0.862290908577547	0.802409595481884	0.718575757147955	0.958101009530607	0.922172221673209	0.850314645958414	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
Acidiphilium	0.898219696434944	0.898219696434944	0.898219696434944	0.898219696434944	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.730552019767088	0.850314645958414	0.934148484292342	0.898219696434944	0.718575757147955	0.874267171196679	0.802409595481884	0.850314645958414	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.790433332862751	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.862290908577547	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.802409595481884	0.886243433815812	0.670670706671425	0.850314645958414	0.934148484292342	0.898219696434944	0.778457070243618	0.975903614457831	0.826362120720149	1	0.898219696434944	0.778457070243618	0.670670706671425	0.994029797388005	0.898219696434944	0.778457070243618	0.814385858101016	0.874267171196679	0.742528282386221	0.934148484292342	0.97007727214974	0.802409595481884	0.814385858101016	0.766480807624486	0.975903614457831	1	0.753012048192771	0.927710843373494	0.975903614457831	0.975903614457831	0.975903614457831
Armatimonadetes_gp5	0.922172221673209	0.922172221673209	0.922172221673209	0.802409595481884	0.922172221673209	0.874267171196679	0.838338383339281	0.874267171196679	0.670670706671425	0.814385858101016	0.922172221673209	0.718575757147955	0.862290908577547	0.97007727214974	0.754504545005353	0.778457070243618	0.874267171196679	0.874267171196679	0.922172221673209	0.802409595481884	0.874267171196679	0.802409595481884	0.826362120720149	0.922172221673209	0.778457070243618	0.734939759036145	0.97007727214974	0.826362120720149	0.790433332862751	0.802409595481884	0.97007727214974	0.886243433815812	0.754504545005353	0.610789393575762	0.922172221673209	0.934148484292342	0.922172221673209	0.802409595481884	0.898219696434944	0.716867469879518	0.706599494528823	0.753012048192771	0.922172221673209	0.850314645958414	0.922172221673209	0.790433332862751	0.718575757147955	0.850314645958414	0.778457070243618	0.97007727214974	0.922172221673209	0.802409595481884	0.838338383339281	0.550908080480099	0.898219696434944	0.994029797388005	0.680722891566265	0.753012048192771	1	0.656626506024096	0.680722891566265	0.680722891566265	0.680722891566265
Aciditerrimonas	0.778457070243618	0.826362120720149	0.778457070243618	0.898219696434944	0.742528282386221	0.850314645958414	0.898219696434944	0.886243433815812	0.778457070243618	0.658694444052292	0.862290908577547	0.802409595481884	0.574860605718364	0.754504545005353	0.898219696434944	0.922172221673209	0.886243433815812	0.886243433815812	0.862290908577547	0.934148484292342	0.886243433815812	0.898219696434944	0.766480807624486	0.778457070243618	0.838338383339281	0.873493975903614	0.754504545005353	0.934148484292342	0.922172221673209	0.934148484292342	0.754504545005353	0.706599494528823	0.898219696434944	0.958101009530607	0.59881313095663	0.682646969290558	0.862290908577547	0.898219696434944	0.682646969290558	0.855421686746988	0.826362120720149	0.927710843373494	0.778457070243618	0.562884343099232	0.59881313095663	0.922172221673209	0.898219696434944	0.562884343099232	0.838338383339281	0.754504545005353	0.766480807624486	0.934148484292342	0.898219696434944	0.826362120720149	0.718575757147955	0.670670706671425	0.975903614457831	0.927710843373494	0.656626506024096	1	0.975903614457831	0.975903614457831	0.975903614457831
Skermanella	0.850314645958414	0.850314645958414	0.850314645958414	0.922172221673209	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.802409595481884	0.778457070243618	0.886243433815812	0.874267171196679	0.670670706671425	0.802409595481884	0.874267171196679	0.898219696434944	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.934148484292342	0.64671818143316	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.850314645958414	0.682646969290558	0.64671818143316	0.97007727214974	0.922172221673209	0.682646969290558	0.862290908577547	0.802409595481884	0.718575757147955	0.958101009530607	0.922172221673209	0.850314645958414	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
Sneathiella	0.850314645958414	0.850314645958414	0.850314645958414	0.922172221673209	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.802409595481884	0.778457070243618	0.886243433815812	0.874267171196679	0.670670706671425	0.802409595481884	0.874267171196679	0.898219696434944	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.934148484292342	0.64671818143316	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.850314645958414	0.682646969290558	0.64671818143316	0.97007727214974	0.922172221673209	0.682646969290558	0.862290908577547	0.802409595481884	0.718575757147955	0.958101009530607	0.922172221673209	0.850314645958414	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
Terrimonas	0.850314645958414	0.850314645958414	0.850314645958414	0.922172221673209	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.802409595481884	0.778457070243618	0.886243433815812	0.874267171196679	0.670670706671425	0.802409595481884	0.874267171196679	0.898219696434944	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.934148484292342	0.64671818143316	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.850314645958414	0.682646969290558	0.64671818143316	0.97007727214974	0.922172221673209	0.682646969290558	0.862290908577547	0.802409595481884	0.718575757147955	0.958101009530607	0.922172221673209	0.850314645958414	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
