Nocardioides	Massilia	Aeromicrobium	Sorangium	Agromyces	Arthrobacter	Umezawaea	Solirubrobacter	Bosea	Cellulomonas	Bradyrhizobium	Bacillus	Blastococcus	Gaiella	Conexibacter	Terrabacter	Paenibacillus	Saccharibacteria_genera_incertae_sedis	Aquabacterium	Phenylobacterium	g__Mortierella	Ideonella	Marmoricola	Dissulfuribacter	Gemmatimonas	Dongia	Haliangium	Knoellia	Saccharothrix	Sporosarcina	Nitrospira	Cellvibrio	Catellatospora	Peredibacter	Panacagrimonas	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Actinocorallia	Methyloceanibacter	Streptosporangium	Povalibacter	Adhaeribacter	Nitrincola	Lautropia	Tumebacillus	Cohnella	Saccharomonospora	Luteivirga	Nakamurella	Armatimonadetes_gp5
Cellvibrio	0.904761904761905	0.738095238095238	0.952380952380953	0.976190476190476	0.976190476190476	0.857142857142857	0.833333333333333	0.976190476190476	0.619047619047619	0.952380952380953	0.80952380952381	0.952380952380953	0.976190476190476	0.928571428571429	0.880952380952381	0.928571428571429	0.976190476190476	0.904761904761905	0.785714285714286	0.880952380952381	0.952380952380953	0.928571428571429	0.928571428571429	0.904761904761905	0.928571428571429	0.80952380952381	0.976190476190476	0.952380952380953	0.833333333333333	0.976190476190476	0.952380952380953	1	0.857142857142857	0.976190476190476	0.785714285714286	0.904761904761905	0.80952380952381	0.904761904761905	0.714285714285714	0.976190476190476	0.928571428571429	0.857142857142857	0.922172221673209	0.97007727214974	0.928571428571429	0.952380952380953	0.738095238095238	0.761904761904762	0.952380952380953	0.904761904761905	0.886243433815812
Catellatospora	0.904761904761905	0.761904761904762	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.690476190476191	0.952380952380953	0.833333333333333	0.880952380952381	0.833333333333333	0.928571428571429	0.857142857142857	0.833333333333333	0.80952380952381	0.80952380952381	0.714285714285714	0.952380952380953	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.833333333333333	0.904761904761905	0.880952380952381	0.976190476190476	0.833333333333333	0.880952380952381	0.857142857142857	1	0.833333333333333	0.904761904761905	0.80952380952381	0.833333333333333	0.976190476190476	0.714285714285714	0.904761904761905	0.857142857142857	1	0.850314645958414	0.730552019767088	0.857142857142857	0.880952380952381	0.761904761904762	0.714285714285714	0.952380952380953	0.904761904761905	0.922172221673209
Peredibacter	0.880952380952381	0.690476190476191	0.904761904761905	0.928571428571429	0.952380952380953	0.880952380952381	0.761904761904762	0.952380952380953	0.595238095238095	0.904761904761905	0.761904761904762	0.904761904761905	1	0.904761904761905	0.857142857142857	0.904761904761905	0.928571428571429	0.928571428571429	0.738095238095238	0.833333333333333	0.976190476190476	0.904761904761905	0.904761904761905	0.928571428571429	0.904761904761905	0.761904761904762	0.952380952380953	0.976190476190476	0.857142857142857	0.952380952380953	0.976190476190476	0.976190476190476	0.833333333333333	1	0.714285714285714	0.928571428571429	0.761904761904762	0.857142857142857	0.642857142857143	0.952380952380953	0.904761904761905	0.833333333333333	0.97007727214974	0.946124746911475	0.904761904761905	0.976190476190476	0.690476190476191	0.714285714285714	0.904761904761905	0.952380952380953	0.934148484292342
Panacagrimonas	0.928571428571429	0.928571428571429	0.857142857142857	0.833333333333333	0.80952380952381	0.738095238095238	0.904761904761905	0.80952380952381	0.880952380952381	0.857142857142857	0.785714285714286	0.880952380952381	0.714285714285714	0.880952380952381	0.80952380952381	0.738095238095238	0.761904761904762	0.666666666666667	0.761904761904762	0.976190476190476	0.738095238095238	0.738095238095238	0.738095238095238	0.666666666666667	0.738095238095238	0.785714285714286	0.80952380952381	0.738095238095238	0.833333333333333	0.833333333333333	0.738095238095238	0.785714285714286	0.904761904761905	0.714285714285714	1	0.666666666666667	0.785714285714286	0.928571428571429	0.904761904761905	0.80952380952381	0.904761904761905	0.904761904761905	0.718575757147955	0.718575757147955	0.904761904761905	0.738095238095238	0.928571428571429	0.904761904761905	0.857142857142857	0.714285714285714	0.754504545005353
Rhodoligotrophos	0.857142857142857	0.690476190476191	0.880952380952381	0.833333333333333	0.952380952380953	0.976190476190476	0.80952380952381	0.952380952380953	0.595238095238095	0.880952380952381	0.904761904761905	0.761904761904762	0.928571428571429	0.928571428571429	0.952380952380953	0.976190476190476	0.857142857142857	1	0.857142857142857	0.785714285714286	0.976190476190476	0.976190476190476	0.976190476190476	1	0.976190476190476	0.904761904761905	0.952380952380953	0.976190476190476	0.833333333333333	0.833333333333333	0.976190476190476	0.904761904761905	0.80952380952381	0.928571428571429	0.666666666666667	1	0.904761904761905	0.857142857142857	0.642857142857143	0.952380952380953	0.80952380952381	0.80952380952381	0.850314645958414	0.850314645958414	0.80952380952381	0.976190476190476	0.690476190476191	0.642857142857143	0.880952380952381	0.928571428571429	0.922172221673209
Pseudolabrys	0.857142857142857	0.785714285714286	0.880952380952381	0.785714285714286	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.690476190476191	0.880952380952381	1	0.714285714285714	0.761904761904762	0.928571428571429	0.976190476190476	0.952380952380953	0.785714285714286	0.904761904761905	0.928571428571429	0.833333333333333	0.857142857142857	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	1	0.904761904761905	0.857142857142857	0.785714285714286	0.738095238095238	0.857142857142857	0.80952380952381	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	1	0.904761904761905	0.761904761904762	0.904761904761905	0.761904761904762	0.833333333333333	0.658694444052292	0.730552019767088	0.761904761904762	0.857142857142857	0.785714285714286	0.690476190476191	0.880952380952381	0.785714285714286	0.802409595481884
Ramlibacter	0.952380952380953	0.833333333333333	0.976190476190476	0.928571428571429	0.952380952380953	0.880952380952381	0.976190476190476	0.952380952380953	0.738095238095238	0.976190476190476	0.904761904761905	0.904761904761905	0.857142857142857	0.976190476190476	0.928571428571429	0.904761904761905	0.880952380952381	0.857142857142857	0.833333333333333	0.976190476190476	0.904761904761905	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.928571428571429	0.880952380952381	0.904761904761905	0.904761904761905	0.976190476190476	0.857142857142857	0.928571428571429	0.857142857142857	0.904761904761905	1	0.80952380952381	0.952380952380953	0.904761904761905	0.976190476190476	0.826362120720149	0.802409595481884	0.904761904761905	0.904761904761905	0.833333333333333	0.785714285714286	0.976190476190476	0.880952380952381	0.898219696434944
Actinocorallia	0.904761904761905	0.976190476190476	0.714285714285714	0.690476190476191	0.738095238095238	0.738095238095238	0.761904761904762	0.738095238095238	0.928571428571429	0.714285714285714	0.761904761904762	0.761904761904762	0.642857142857143	0.833333333333333	0.80952380952381	0.714285714285714	0.738095238095238	0.642857142857143	0.880952380952381	0.880952380952381	0.666666666666667	0.714285714285714	0.714285714285714	0.642857142857143	0.714285714285714	0.761904761904762	0.738095238095238	0.666666666666667	0.642857142857143	0.785714285714286	0.666666666666667	0.714285714285714	0.714285714285714	0.642857142857143	0.904761904761905	0.642857142857143	0.761904761904762	0.80952380952381	1	0.738095238095238	0.880952380952381	0.714285714285714	0.586836868337497	0.706599494528823	0.880952380952381	0.666666666666667	0.976190476190476	0.952380952380953	0.714285714285714	0.571428571428572	0.622765656194895
Methyloceanibacter	0.928571428571429	0.761904761904762	0.976190476190476	0.952380952380953	1	0.928571428571429	0.904761904761905	1	0.642857142857143	0.976190476190476	0.904761904761905	0.904761904761905	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	0.952380952380953	0.952380952380953	0.857142857142857	0.904761904761905	0.976190476190476	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	0.904761904761905	1	0.976190476190476	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.904761904761905	0.952380952380953	0.80952380952381	0.952380952380953	0.904761904761905	0.952380952380953	0.738095238095238	1	0.904761904761905	0.904761904761905	0.886243433815812	0.910195959054077	0.904761904761905	0.976190476190476	0.761904761904762	0.738095238095238	0.976190476190476	0.928571428571429	0.922172221673209
Streptosporangium	0.976190476190476	0.904761904761905	0.880952380952381	0.904761904761905	0.904761904761905	0.833333333333333	0.80952380952381	0.904761904761905	0.833333333333333	0.880952380952381	0.761904761904762	0.952380952380953	0.904761904761905	0.928571428571429	0.857142857142857	0.833333333333333	0.904761904761905	0.80952380952381	0.80952380952381	0.952380952380953	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.761904761904762	0.904761904761905	0.880952380952381	0.833333333333333	0.976190476190476	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.880952380952381	0.904761904761905	1	0.857142857142857	0.886243433815812	0.910195959054077	1	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.833333333333333	0.850314645958414
Povalibacter	0.904761904761905	0.761904761904762	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.690476190476191	0.952380952380953	0.833333333333333	0.880952380952381	0.833333333333333	0.928571428571429	0.857142857142857	0.833333333333333	0.80952380952381	0.80952380952381	0.714285714285714	0.952380952380953	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.833333333333333	0.904761904761905	0.880952380952381	0.976190476190476	0.833333333333333	0.880952380952381	0.857142857142857	1	0.833333333333333	0.904761904761905	0.80952380952381	0.833333333333333	0.976190476190476	0.714285714285714	0.904761904761905	0.857142857142857	1	0.850314645958414	0.730552019767088	0.857142857142857	0.880952380952381	0.761904761904762	0.714285714285714	0.952380952380953	0.904761904761905	0.922172221673209
Adhaeribacter	0.850314645958414	0.658694444052292	0.862290908577547	0.898219696434944	0.886243433815812	0.814385858101016	0.718575757147955	0.886243433815812	0.59881313095663	0.862290908577547	0.658694444052292	0.898219696434944	0.97007727214974	0.850314645958414	0.766480807624486	0.802409595481884	0.850314645958414	0.850314645958414	0.610789393575762	0.826362120720149	0.934148484292342	0.802409595481884	0.802409595481884	0.850314645958414	0.802409595481884	0.658694444052292	0.886243433815812	0.934148484292342	0.898219696434944	0.922172221673209	0.934148484292342	0.922172221673209	0.850314645958414	0.97007727214974	0.718575757147955	0.850314645958414	0.658694444052292	0.826362120720149	0.586836868337497	0.886243433815812	0.886243433815812	0.850314645958414	1	0.879518072289157	0.886243433815812	0.934148484292342	0.658694444052292	0.69462323190969	0.862290908577547	0.958101009530607	0.94578313253012
Nitrincola	0.850314645958414	0.730552019767088	0.862290908577547	0.922172221673209	0.910195959054077	0.790433332862751	0.718575757147955	0.910195959054077	0.622765656194895	0.862290908577547	0.730552019767088	0.922172221673209	0.946124746911475	0.850314645958414	0.814385858101016	0.874267171196679	0.946124746911475	0.850314645958414	0.754504545005353	0.802409595481884	0.886243433815812	0.874267171196679	0.874267171196679	0.850314645958414	0.874267171196679	0.730552019767088	0.910195959054077	0.886243433815812	0.706599494528823	0.97007727214974	0.886243433815812	0.97007727214974	0.730552019767088	0.946124746911475	0.718575757147955	0.850314645958414	0.730552019767088	0.802409595481884	0.706599494528823	0.910195959054077	0.910195959054077	0.730552019767088	0.879518072289157	1	0.910195959054077	0.886243433815812	0.730552019767088	0.790433332862751	0.862290908577547	0.814385858101016	0.789156626506024
Lautropia	0.976190476190476	0.904761904761905	0.880952380952381	0.904761904761905	0.904761904761905	0.833333333333333	0.80952380952381	0.904761904761905	0.833333333333333	0.880952380952381	0.761904761904762	0.952380952380953	0.904761904761905	0.928571428571429	0.857142857142857	0.833333333333333	0.904761904761905	0.80952380952381	0.80952380952381	0.952380952380953	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.761904761904762	0.904761904761905	0.880952380952381	0.833333333333333	0.976190476190476	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.880952380952381	0.904761904761905	1	0.857142857142857	0.886243433815812	0.910195959054077	1	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.833333333333333	0.850314645958414
Tumebacillus	0.904761904761905	0.714285714285714	0.928571428571429	0.904761904761905	0.976190476190476	0.952380952380953	0.833333333333333	0.976190476190476	0.619047619047619	0.928571428571429	0.857142857142857	0.857142857142857	0.976190476190476	0.952380952380953	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	0.857142857142857	0.976190476190476	1	0.904761904761905	0.904761904761905	1	0.952380952380953	0.880952380952381	0.976190476190476	0.738095238095238	0.976190476190476	0.857142857142857	0.904761904761905	0.666666666666667	0.976190476190476	0.880952380952381	0.880952380952381	0.934148484292342	0.886243433815812	0.880952380952381	1	0.714285714285714	0.690476190476191	0.928571428571429	0.976190476190476	0.97007727214974
Cohnella	0.928571428571429	1	0.738095238095238	0.714285714285714	0.761904761904762	0.785714285714286	0.785714285714286	0.761904761904762	0.976190476190476	0.738095238095238	0.785714285714286	0.785714285714286	0.690476190476191	0.857142857142857	0.833333333333333	0.738095238095238	0.714285714285714	0.690476190476191	0.857142857142857	0.904761904761905	0.714285714285714	0.738095238095238	0.738095238095238	0.690476190476191	0.738095238095238	0.785714285714286	0.761904761904762	0.714285714285714	0.714285714285714	0.80952380952381	0.714285714285714	0.738095238095238	0.761904761904762	0.690476190476191	0.928571428571429	0.690476190476191	0.785714285714286	0.833333333333333	0.976190476190476	0.761904761904762	0.904761904761905	0.761904761904762	0.658694444052292	0.730552019767088	0.904761904761905	0.714285714285714	1	0.976190476190476	0.738095238095238	0.642857142857143	0.69462323190969
Saccharomonospora	0.904761904761905	0.976190476190476	0.714285714285714	0.738095238095238	0.738095238095238	0.714285714285714	0.714285714285714	0.738095238095238	0.952380952380953	0.714285714285714	0.690476190476191	0.833333333333333	0.714285714285714	0.80952380952381	0.761904761904762	0.690476190476191	0.738095238095238	0.642857142857143	0.785714285714286	0.880952380952381	0.690476190476191	0.690476190476191	0.690476190476191	0.642857142857143	0.690476190476191	0.690476190476191	0.738095238095238	0.690476190476191	0.666666666666667	0.857142857142857	0.690476190476191	0.761904761904762	0.714285714285714	0.714285714285714	0.904761904761905	0.642857142857143	0.690476190476191	0.785714285714286	0.952380952380953	0.738095238095238	0.928571428571429	0.714285714285714	0.69462323190969	0.790433332862751	0.928571428571429	0.690476190476191	0.976190476190476	1	0.714285714285714	0.619047619047619	0.658694444052292
Luteivirga	0.904761904761905	0.738095238095238	1	0.976190476190476	0.976190476190476	0.857142857142857	0.952380952380953	0.976190476190476	0.619047619047619	1	0.880952380952381	0.928571428571429	0.904761904761905	0.952380952380953	0.904761904761905	0.928571428571429	0.928571428571429	0.880952380952381	0.785714285714286	0.928571428571429	0.928571428571429	0.928571428571429	0.928571428571429	0.880952380952381	0.928571428571429	0.880952380952381	0.976190476190476	0.928571428571429	0.904761904761905	0.904761904761905	0.928571428571429	0.952380952380953	0.952380952380953	0.904761904761905	0.857142857142857	0.880952380952381	0.880952380952381	0.976190476190476	0.714285714285714	0.976190476190476	0.880952380952381	0.952380952380953	0.862290908577547	0.862290908577547	0.880952380952381	0.928571428571429	0.738095238095238	0.714285714285714	1	0.904761904761905	0.898219696434944
Nakamurella	0.857142857142857	0.642857142857143	0.904761904761905	0.880952380952381	0.928571428571429	0.904761904761905	0.80952380952381	0.928571428571429	0.571428571428572	0.904761904761905	0.785714285714286	0.833333333333333	0.952380952380953	0.904761904761905	0.857142857142857	0.880952380952381	0.833333333333333	0.928571428571429	0.690476190476191	0.833333333333333	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.880952380952381	0.785714285714286	0.928571428571429	0.976190476190476	0.952380952380953	0.857142857142857	0.976190476190476	0.904761904761905	0.904761904761905	0.952380952380953	0.714285714285714	0.928571428571429	0.785714285714286	0.880952380952381	0.571428571428572	0.928571428571429	0.833333333333333	0.904761904761905	0.958101009530607	0.814385858101016	0.833333333333333	0.976190476190476	0.642857142857143	0.619047619047619	0.904761904761905	1	0.994029797388005
Armatimonadetes_gp5	0.886243433815812	0.69462323190969	0.898219696434944	0.862290908577547	0.922172221673209	0.922172221673209	0.826362120720149	0.922172221673209	0.634741918814027	0.898219696434944	0.802409595481884	0.826362120720149	0.934148484292342	0.922172221673209	0.874267171196679	0.874267171196679	0.814385858101016	0.922172221673209	0.718575757147955	0.862290908577547	0.97007727214974	0.874267171196679	0.874267171196679	0.922172221673209	0.874267171196679	0.802409595481884	0.922172221673209	0.97007727214974	0.97007727214974	0.850314645958414	0.97007727214974	0.886243433815812	0.922172221673209	0.934148484292342	0.754504545005353	0.922172221673209	0.802409595481884	0.898219696434944	0.622765656194895	0.922172221673209	0.850314645958414	0.922172221673209	0.94578313253012	0.789156626506024	0.850314645958414	0.97007727214974	0.69462323190969	0.658694444052292	0.898219696434944	0.994029797388005	1
