Nocardioides	Aeromicrobium	Agromyces	Arthrobacter	Solirubrobacter	Cellulomonas	Gaiella	Conexibacter	g__Exophiala	Terrabacter	Paenibacillus	Saccharibacteria_genera_incertae_sedis	Aquabacterium	Phenylobacterium	g__Mortierella	Hyphomicrobium	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Saccharothrix	Sporosarcina	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Catellatospora	Peredibacter	Panacagrimonas	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Chitinimonas	Oscillochloris	Nannocystis	Methyloceanibacter	Streptosporangium	Amaricoccus	Povalibacter	Labilithrix	Variibacter	Adhaeribacter	Nitrincola	Lautropia	Thiomonas	Halobacteriovorax	Tumebacillus	Cohnella	Ardenticatena	Gp22	Rubrobacter	Luteivirga	Nakamurella	Sanguibacter	Acidiphilium	Sulfurisoma	Armatimonadetes_gp5
Paenibacillus	0.880952380952381	0.928571428571429	0.952380952380953	0.80952380952381	0.952380952380953	0.928571428571429	0.904761904761905	0.857142857142857	0.833333333333333	0.904761904761905	1	0.857142857142857	0.80952380952381	0.857142857142857	0.904761904761905	0.666666666666667	0.904761904761905	0.904761904761905	0.857142857142857	0.833333333333333	0.904761904761905	0.785714285714286	0.857142857142857	0.952380952380953	0.761904761904762	0.838338383339281	0.904761904761905	0.761904761904762	0.952380952380953	0.880952380952381	0.833333333333333	0.904761904761905	0.976190476190476	0.80952380952381	0.928571428571429	0.761904761904762	0.857142857142857	0.785714285714286	0.880952380952381	0.833333333333333	0.850314645958414	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.80952380952381	0.880952380952381	0.714285714285714	0.850314645958414	0.946124746911475	0.904761904761905	0.761904761904762	0.714285714285714	0.904761904761905	0.714285714285714	0.833333333333333	0.833333333333333	0.857142857142857	0.928571428571429	0.833333333333333	0.766480807624486	0.850314645958414	0.766480807624486	0.814385858101016
Saccharibacteria_genera_incertae_sedis	0.857142857142857	0.880952380952381	0.952380952380953	0.976190476190476	0.952380952380953	0.880952380952381	0.928571428571429	0.952380952380953	0.976190476190476	0.976190476190476	0.857142857142857	1	0.857142857142857	0.785714285714286	0.976190476190476	0.880952380952381	0.976190476190476	0.976190476190476	1	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.833333333333333	0.874267171196679	0.976190476190476	0.833333333333333	0.833333333333333	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.80952380952381	0.928571428571429	0.666666666666667	1	0.904761904761905	0.857142857142857	0.80952380952381	0.934148484292342	0.880952380952381	0.952380952380953	0.80952380952381	0.880952380952381	0.80952380952381	0.952380952380953	0.857142857142857	0.850314645958414	0.850314645958414	0.80952380952381	0.833333333333333	0.690476190476191	0.976190476190476	0.690476190476191	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.778457070243618	0.934148484292342	0.778457070243618	0.922172221673209
Aquabacterium	0.880952380952381	0.785714285714286	0.857142857142857	0.904761904761905	0.857142857142857	0.785714285714286	0.904761904761905	0.952380952380953	0.833333333333333	0.904761904761905	0.80952380952381	0.857142857142857	1	0.80952380952381	0.80952380952381	0.857142857142857	0.904761904761905	0.904761904761905	0.857142857142857	0.880952380952381	0.904761904761905	0.928571428571429	0.761904761904762	0.857142857142857	0.857142857142857	0.934148484292342	0.80952380952381	0.666666666666667	0.761904761904762	0.880952380952381	0.880952380952381	0.80952380952381	0.785714285714286	0.714285714285714	0.738095238095238	0.761904761904762	0.857142857142857	0.928571428571429	0.833333333333333	0.833333333333333	0.898219696434944	0.761904761904762	0.857142857142857	0.80952380952381	0.761904761904762	0.714285714285714	0.880952380952381	0.952380952380953	0.610789393575762	0.754504545005353	0.80952380952381	0.857142857142857	0.761904761904762	0.80952380952381	0.857142857142857	0.880952380952381	0.833333333333333	0.619047619047619	0.785714285714286	0.690476190476191	0.670670706671425	0.898219696434944	0.670670706671425	0.718575757147955
Phenylobacterium	0.976190476190476	0.928571428571429	0.904761904761905	0.833333333333333	0.904761904761905	0.928571428571429	0.952380952380953	0.880952380952381	0.690476190476191	0.833333333333333	0.857142857142857	0.785714285714286	0.80952380952381	1	0.857142857142857	0.738095238095238	0.833333333333333	0.833333333333333	0.785714285714286	0.785714285714286	0.833333333333333	0.833333333333333	0.880952380952381	0.904761904761905	0.857142857142857	0.790433332862751	0.857142857142857	0.904761904761905	0.904761904761905	0.738095238095238	0.785714285714286	0.857142857142857	0.880952380952381	0.952380952380953	0.833333333333333	0.976190476190476	0.785714285714286	0.833333333333333	0.976190476190476	0.785714285714286	0.718575757147955	0.785714285714286	0.904761904761905	0.952380952380953	0.785714285714286	0.952380952380953	0.738095238095238	0.785714285714286	0.826362120720149	0.802409595481884	0.952380952380953	0.857142857142857	0.904761904761905	0.857142857142857	0.904761904761905	0.785714285714286	0.690476190476191	0.80952380952381	0.928571428571429	0.833333333333333	0.886243433815812	0.718575757147955	0.886243433815812	0.862290908577547
g__Mortierella	0.904761904761905	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.738095238095238	0.976190476190476	0.857142857142857	0.904761904761905	0.785714285714286	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.785714285714286	0.934148484292342	0.886243433815812	0.880952380952381	0.80952380952381	0.714285714285714	1	0.714285714285714	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.826362120720149	0.874267171196679	0.826362120720149	0.97007727214974
Hyphomicrobium	0.761904761904762	0.80952380952381	0.833333333333333	0.904761904761905	0.833333333333333	0.80952380952381	0.857142857142857	0.928571428571429	0.833333333333333	0.904761904761905	0.666666666666667	0.880952380952381	0.857142857142857	0.738095238095238	0.80952380952381	1	0.904761904761905	0.904761904761905	0.880952380952381	0.952380952380953	0.904761904761905	0.976190476190476	0.857142857142857	0.833333333333333	0.952380952380953	0.922172221673209	0.80952380952381	0.761904761904762	0.619047619047619	0.857142857142857	0.952380952380953	0.80952380952381	0.714285714285714	0.785714285714286	0.690476190476191	0.690476190476191	0.880952380952381	0.976190476190476	0.833333333333333	0.880952380952381	0.850314645958414	0.666666666666667	0.833333333333333	0.642857142857143	0.666666666666667	0.785714285714286	0.857142857142857	0.952380952380953	0.59881313095663	0.622765656194895	0.642857142857143	0.952380952380953	0.833333333333333	0.80952380952381	0.690476190476191	0.952380952380953	0.833333333333333	0.642857142857143	0.80952380952381	0.761904761904762	0.826362120720149	0.850314645958414	0.826362120720149	0.778457070243618
Ideonella	0.880952380952381	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.976190476190476	0.952380952380953	1	0.904761904761905	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	1	1	0.976190476190476	0.976190476190476	1	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.946124746911475	0.952380952380953	0.80952380952381	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.738095238095238	0.976190476190476	0.952380952380953	0.904761904761905	0.904761904761905	0.958101009530607	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.833333333333333	0.976190476190476	0.904761904761905	0.802409595481884	0.874267171196679	0.833333333333333	0.904761904761905	0.785714285714286	0.952380952380953	0.738095238095238	0.976190476190476	0.952380952380953	0.833333333333333	0.928571428571429	0.880952380952381	0.826362120720149	0.958101009530607	0.826362120720149	0.874267171196679
Marmoricola	0.880952380952381	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.976190476190476	0.952380952380953	1	0.904761904761905	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	1	1	0.976190476190476	0.976190476190476	1	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.946124746911475	0.952380952380953	0.80952380952381	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.738095238095238	0.976190476190476	0.952380952380953	0.904761904761905	0.904761904761905	0.958101009530607	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.833333333333333	0.976190476190476	0.904761904761905	0.802409595481884	0.874267171196679	0.833333333333333	0.904761904761905	0.785714285714286	0.952380952380953	0.738095238095238	0.976190476190476	0.952380952380953	0.833333333333333	0.928571428571429	0.880952380952381	0.826362120720149	0.958101009530607	0.826362120720149	0.874267171196679
Dissulfuribacter	0.857142857142857	0.880952380952381	0.952380952380953	0.976190476190476	0.952380952380953	0.880952380952381	0.928571428571429	0.952380952380953	0.976190476190476	0.976190476190476	0.857142857142857	1	0.857142857142857	0.785714285714286	0.976190476190476	0.880952380952381	0.976190476190476	0.976190476190476	1	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.833333333333333	0.874267171196679	0.976190476190476	0.833333333333333	0.833333333333333	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.80952380952381	0.928571428571429	0.666666666666667	1	0.904761904761905	0.857142857142857	0.80952380952381	0.934148484292342	0.880952380952381	0.952380952380953	0.80952380952381	0.880952380952381	0.80952380952381	0.952380952380953	0.857142857142857	0.850314645958414	0.850314645958414	0.80952380952381	0.833333333333333	0.690476190476191	0.976190476190476	0.690476190476191	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.778457070243618	0.934148484292342	0.778457070243618	0.922172221673209
Geobacter	0.80952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.833333333333333	0.928571428571429	0.880952380952381	0.785714285714286	0.880952380952381	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.761904761904762	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.80952380952381	0.714285714285714	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.934148484292342	0.833333333333333	0.928571428571429	0.738095238095238	0.833333333333333	0.80952380952381	0.952380952380953	0.928571428571429	0.69462323190969	0.790433332862751	0.738095238095238	0.952380952380953	0.833333333333333	0.880952380952381	0.690476190476191	1	0.904761904761905	0.738095238095238	0.904761904761905	0.80952380952381	0.850314645958414	0.934148484292342	0.850314645958414	0.802409595481884
Gemmatimonas	0.880952380952381	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.976190476190476	0.952380952380953	1	0.904761904761905	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	1	1	0.976190476190476	0.976190476190476	1	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.946124746911475	0.952380952380953	0.80952380952381	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.738095238095238	0.976190476190476	0.952380952380953	0.904761904761905	0.904761904761905	0.958101009530607	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.833333333333333	0.976190476190476	0.904761904761905	0.802409595481884	0.874267171196679	0.833333333333333	0.904761904761905	0.785714285714286	0.952380952380953	0.738095238095238	0.976190476190476	0.952380952380953	0.833333333333333	0.928571428571429	0.880952380952381	0.826362120720149	0.958101009530607	0.826362120720149	0.874267171196679
Dongia	0.857142857142857	0.880952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.880952380952381	0.928571428571429	0.976190476190476	0.857142857142857	0.952380952380953	0.785714285714286	0.904761904761905	0.928571428571429	0.833333333333333	0.857142857142857	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.857142857142857	0.785714285714286	0.738095238095238	0.904761904761905	0.976190476190476	0.857142857142857	0.80952380952381	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	1	0.904761904761905	0.928571428571429	0.898219696434944	0.761904761904762	0.904761904761905	0.761904761904762	0.761904761904762	0.833333333333333	0.904761904761905	0.976190476190476	0.658694444052292	0.730552019767088	0.761904761904762	0.976190476190476	0.880952380952381	0.857142857142857	0.785714285714286	0.976190476190476	0.857142857142857	0.690476190476191	0.880952380952381	0.785714285714286	0.850314645958414	0.898219696434944	0.850314645958414	0.802409595481884
Aquihabitans	0.833333333333333	0.976190476190476	0.928571428571429	0.80952380952381	0.928571428571429	0.976190476190476	0.904761904761905	0.880952380952381	0.761904761904762	0.904761904761905	0.857142857142857	0.833333333333333	0.761904761904762	0.880952380952381	0.857142857142857	0.857142857142857	0.904761904761905	0.904761904761905	0.833333333333333	0.928571428571429	0.904761904761905	0.904761904761905	1	0.928571428571429	0.952380952380953	0.898219696434944	0.857142857142857	0.857142857142857	0.80952380952381	0.833333333333333	0.928571428571429	0.857142857142857	0.880952380952381	0.928571428571429	0.80952380952381	0.833333333333333	0.833333333333333	0.904761904761905	0.952380952380953	0.952380952380953	0.790433332862751	0.80952380952381	0.928571428571429	0.785714285714286	0.80952380952381	0.928571428571429	0.833333333333333	0.80952380952381	0.754504545005353	0.778457070243618	0.785714285714286	0.952380952380953	0.928571428571429	0.857142857142857	0.690476190476191	0.928571428571429	0.761904761904762	0.785714285714286	0.976190476190476	0.833333333333333	0.97007727214974	0.790433332862751	0.97007727214974	0.826362120720149
Haliangium	0.928571428571429	0.976190476190476	1	0.928571428571429	1	0.976190476190476	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.952380952380953	0.857142857142857	0.904761904761905	0.976190476190476	0.833333333333333	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.976190476190476	0.880952380952381	0.928571428571429	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.904761904761905	0.952380952380953	0.80952380952381	0.952380952380953	0.904761904761905	0.952380952380953	0.880952380952381	0.898219696434944	0.928571428571429	1	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.833333333333333	0.886243433815812	0.910195959054077	0.904761904761905	0.880952380952381	0.80952380952381	0.976190476190476	0.761904761904762	0.928571428571429	0.904761904761905	0.904761904761905	0.976190476190476	0.928571428571429	0.874267171196679	0.898219696434944	0.874267171196679	0.922172221673209
Rhizocola	0.833333333333333	0.904761904761905	0.880952380952381	0.857142857142857	0.880952380952381	0.904761904761905	0.904761904761905	0.928571428571429	0.761904761904762	0.904761904761905	0.761904761904762	0.833333333333333	0.857142857142857	0.857142857142857	0.80952380952381	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.80952380952381	0.714285714285714	0.833333333333333	0.952380952380953	0.80952380952381	0.785714285714286	0.880952380952381	0.714285714285714	0.833333333333333	0.833333333333333	0.976190476190476	0.928571428571429	0.952380952380953	0.814385858101016	0.714285714285714	0.880952380952381	0.738095238095238	0.714285714285714	0.880952380952381	0.833333333333333	0.928571428571429	0.634741918814027	0.682646969290558	0.738095238095238	1	0.952380952380953	0.80952380952381	0.761904761904762	0.952380952380953	0.761904761904762	0.666666666666667	0.904761904761905	0.761904761904762	0.922172221673209	0.814385858101016	0.922172221673209	0.778457070243618
