Nocardioides	Aeromicrobium	Agromyces	Arthrobacter	Solirubrobacter	Cellulomonas	Gaiella	Conexibacter	g__Exophiala	Terrabacter	Paenibacillus	Saccharibacteria_genera_incertae_sedis	Aquabacterium	Phenylobacterium	g__Mortierella	Hyphomicrobium	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Saccharothrix	Sporosarcina	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Catellatospora	Peredibacter	Panacagrimonas	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Chitinimonas	Oscillochloris	Nannocystis	Methyloceanibacter	Streptosporangium	Amaricoccus	Povalibacter	Labilithrix	Variibacter	Adhaeribacter	Nitrincola	Lautropia	Thiomonas	Halobacteriovorax	Tumebacillus	Cohnella	Ardenticatena	Gp22	Rubrobacter	Luteivirga	Nakamurella	Sanguibacter	Acidiphilium	Sulfurisoma	Armatimonadetes_gp5
Thiomonas	0.833333333333333	0.904761904761905	0.880952380952381	0.857142857142857	0.880952380952381	0.904761904761905	0.904761904761905	0.928571428571429	0.761904761904762	0.904761904761905	0.761904761904762	0.833333333333333	0.857142857142857	0.857142857142857	0.80952380952381	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.80952380952381	0.714285714285714	0.833333333333333	0.952380952380953	0.80952380952381	0.785714285714286	0.880952380952381	0.714285714285714	0.833333333333333	0.833333333333333	0.976190476190476	0.928571428571429	0.952380952380953	0.814385858101016	0.714285714285714	0.880952380952381	0.738095238095238	0.714285714285714	0.880952380952381	0.833333333333333	0.928571428571429	0.634741918814027	0.682646969290558	0.738095238095238	1	0.952380952380953	0.80952380952381	0.761904761904762	0.952380952380953	0.761904761904762	0.666666666666667	0.904761904761905	0.761904761904762	0.922172221673209	0.814385858101016	0.922172221673209	0.778457070243618
Halobacteriovorax	0.833333333333333	0.880952380952381	0.80952380952381	0.738095238095238	0.80952380952381	0.880952380952381	0.857142857142857	0.833333333333333	0.595238095238095	0.785714285714286	0.714285714285714	0.690476190476191	0.761904761904762	0.904761904761905	0.714285714285714	0.833333333333333	0.785714285714286	0.785714285714286	0.690476190476191	0.833333333333333	0.785714285714286	0.880952380952381	0.928571428571429	0.80952380952381	0.952380952380953	0.838338383339281	0.714285714285714	0.80952380952381	0.714285714285714	0.690476190476191	0.833333333333333	0.714285714285714	0.738095238095238	0.904761904761905	0.642857142857143	0.928571428571429	0.690476190476191	0.880952380952381	0.928571428571429	0.880952380952381	0.670670706671425	0.642857142857143	0.80952380952381	0.761904761904762	0.642857142857143	0.904761904761905	0.690476190476191	0.833333333333333	0.610789393575762	0.634741918814027	0.761904761904762	0.952380952380953	1	0.714285714285714	0.80952380952381	0.833333333333333	0.595238095238095	0.619047619047619	0.880952380952381	0.690476190476191	0.934148484292342	0.670670706671425	0.934148484292342	0.718575757147955
Tumebacillus	0.904761904761905	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.738095238095238	0.976190476190476	0.857142857142857	0.904761904761905	0.785714285714286	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.785714285714286	0.934148484292342	0.886243433815812	0.880952380952381	0.80952380952381	0.714285714285714	1	0.714285714285714	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.826362120720149	0.874267171196679	0.826362120720149	0.97007727214974
Cohnella	0.928571428571429	0.738095238095238	0.761904761904762	0.785714285714286	0.761904761904762	0.738095238095238	0.857142857142857	0.833333333333333	0.642857142857143	0.738095238095238	0.714285714285714	0.690476190476191	0.857142857142857	0.904761904761905	0.714285714285714	0.690476190476191	0.738095238095238	0.738095238095238	0.690476190476191	0.690476190476191	0.738095238095238	0.785714285714286	0.690476190476191	0.761904761904762	0.761904761904762	0.718575757147955	0.714285714285714	0.714285714285714	0.80952380952381	0.690476190476191	0.690476190476191	0.714285714285714	0.738095238095238	0.761904761904762	0.690476190476191	0.928571428571429	0.690476190476191	0.785714285714286	0.833333333333333	0.642857142857143	0.718575757147955	0.690476190476191	0.761904761904762	0.904761904761905	0.690476190476191	0.761904761904762	0.690476190476191	0.833333333333333	0.658694444052292	0.730552019767088	0.904761904761905	0.761904761904762	0.80952380952381	0.714285714285714	1	0.690476190476191	0.642857142857143	0.619047619047619	0.738095238095238	0.642857142857143	0.670670706671425	0.718575757147955	0.670670706671425	0.69462323190969
Ardenticatena	0.80952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.833333333333333	0.928571428571429	0.880952380952381	0.785714285714286	0.880952380952381	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.761904761904762	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.80952380952381	0.714285714285714	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.934148484292342	0.833333333333333	0.928571428571429	0.738095238095238	0.833333333333333	0.80952380952381	0.952380952380953	0.928571428571429	0.69462323190969	0.790433332862751	0.738095238095238	0.952380952380953	0.833333333333333	0.880952380952381	0.690476190476191	1	0.904761904761905	0.738095238095238	0.904761904761905	0.80952380952381	0.850314645958414	0.934148484292342	0.850314645958414	0.802409595481884
Gp22	0.785714285714286	0.80952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.80952380952381	0.857142857142857	0.904761904761905	1	0.952380952380953	0.833333333333333	0.976190476190476	0.833333333333333	0.690476190476191	0.928571428571429	0.833333333333333	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.952380952380953	0.857142857142857	0.761904761904762	0.904761904761905	0.761904761904762	0.838338383339281	0.928571428571429	0.714285714285714	0.80952380952381	0.976190476190476	0.904761904761905	0.928571428571429	0.880952380952381	0.690476190476191	0.904761904761905	0.571428571428572	0.976190476190476	0.857142857142857	0.761904761904762	0.761904761904762	0.97007727214974	0.904761904761905	0.904761904761905	0.761904761904762	0.904761904761905	0.690476190476191	0.976190476190476	0.833333333333333	0.802409595481884	0.874267171196679	0.761904761904762	0.761904761904762	0.595238095238095	0.928571428571429	0.642857142857143	0.904761904761905	1	0.833333333333333	0.80952380952381	0.857142857142857	0.670670706671425	0.97007727214974	0.670670706671425	0.838338383339281
Rubrobacter	0.833333333333333	0.880952380952381	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	0.857142857142857	0.785714285714286	0.833333333333333	0.833333333333333	0.857142857142857	0.880952380952381	0.619047619047619	0.80952380952381	0.952380952380953	0.642857142857143	0.833333333333333	0.833333333333333	0.880952380952381	0.738095238095238	0.833333333333333	0.690476190476191	0.785714285714286	0.904761904761905	0.666666666666667	0.64671818143316	0.952380952380953	0.904761904761905	0.904761904761905	0.785714285714286	0.738095238095238	0.952380952380953	0.928571428571429	0.857142857142857	0.976190476190476	0.690476190476191	0.880952380952381	0.690476190476191	0.833333333333333	0.642857142857143	0.742528282386221	0.880952380952381	0.904761904761905	0.857142857142857	0.880952380952381	0.857142857142857	0.785714285714286	0.595238095238095	0.994029797388005	0.874267171196679	0.857142857142857	0.666666666666667	0.619047619047619	0.952380952380953	0.619047619047619	0.738095238095238	0.833333333333333	1	0.880952380952381	0.976190476190476	0.790433332862751	0.742528282386221	0.790433332862751	0.958101009530607
Luteivirga	0.904761904761905	1	0.976190476190476	0.857142857142857	0.976190476190476	1	0.952380952380953	0.904761904761905	0.80952380952381	0.928571428571429	0.928571428571429	0.880952380952381	0.785714285714286	0.928571428571429	0.928571428571429	0.80952380952381	0.928571428571429	0.928571428571429	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.904761904761905	0.874267171196679	0.928571428571429	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.928571428571429	0.952380952380953	0.952380952380953	0.904761904761905	0.857142857142857	0.880952380952381	0.880952380952381	0.976190476190476	0.904761904761905	0.814385858101016	0.880952380952381	0.976190476190476	0.880952380952381	0.880952380952381	0.952380952380953	0.857142857142857	0.785714285714286	0.862290908577547	0.862290908577547	0.880952380952381	0.904761904761905	0.880952380952381	0.928571428571429	0.738095238095238	0.904761904761905	0.80952380952381	0.880952380952381	1	0.904761904761905	0.946124746911475	0.814385858101016	0.946124746911475	0.898219696434944
Nakamurella	0.857142857142857	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.904761904761905	0.904761904761905	0.857142857142857	0.857142857142857	0.880952380952381	0.833333333333333	0.928571428571429	0.690476190476191	0.833333333333333	0.976190476190476	0.761904761904762	0.880952380952381	0.880952380952381	0.928571428571429	0.80952380952381	0.880952380952381	0.785714285714286	0.833333333333333	0.928571428571429	0.761904761904762	0.730552019767088	0.976190476190476	0.952380952380953	0.857142857142857	0.80952380952381	0.80952380952381	0.976190476190476	0.904761904761905	0.904761904761905	0.952380952380953	0.714285714285714	0.928571428571429	0.785714285714286	0.880952380952381	0.714285714285714	0.766480807624486	0.833333333333333	0.928571428571429	0.833333333333333	0.833333333333333	0.904761904761905	0.80952380952381	0.690476190476191	0.958101009530607	0.814385858101016	0.833333333333333	0.761904761904762	0.690476190476191	0.976190476190476	0.642857142857143	0.80952380952381	0.857142857142857	0.976190476190476	0.904761904761905	1	0.850314645958414	0.766480807624486	0.850314645958414	0.994029797388005
Sanguibacter	0.814385858101016	0.946124746911475	0.874267171196679	0.778457070243618	0.874267171196679	0.946124746911475	0.874267171196679	0.826362120720149	0.670670706671425	0.826362120720149	0.766480807624486	0.778457070243618	0.670670706671425	0.886243433815812	0.826362120720149	0.826362120720149	0.826362120720149	0.826362120720149	0.778457070243618	0.850314645958414	0.826362120720149	0.850314645958414	0.97007727214974	0.874267171196679	0.922172221673209	0.807228915662651	0.826362120720149	0.922172221673209	0.754504545005353	0.718575757147955	0.850314645958414	0.826362120720149	0.814385858101016	0.97007727214974	0.766480807624486	0.850314645958414	0.778457070243618	0.850314645958414	0.946124746911475	0.874267171196679	0.668674698795181	0.706599494528823	0.874267171196679	0.754504545005353	0.706599494528823	0.97007727214974	0.718575757147955	0.742528282386221	0.765060240963855	0.680722891566265	0.754504545005353	0.922172221673209	0.934148484292342	0.826362120720149	0.670670706671425	0.850314645958414	0.670670706671425	0.790433332862751	0.946124746911475	0.850314645958414	1	0.668674698795181	1	0.855421686746988
Acidiphilium	0.802409595481884	0.814385858101016	0.898219696434944	0.898219696434944	0.898219696434944	0.814385858101016	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.850314645958414	0.934148484292342	0.898219696434944	0.718575757147955	0.874267171196679	0.850314645958414	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.790433332862751	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.64671818143316	0.814385858101016	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.670670706671425	0.850314645958414	0.634741918814027	0.934148484292342	0.898219696434944	0.778457070243618	0.826362120720149	1	0.910195959054077	0.898219696434944	0.778457070243618	0.910195959054077	0.670670706671425	0.994029797388005	0.898219696434944	0.716867469879518	0.885542168674699	0.778457070243618	0.814385858101016	0.670670706671425	0.874267171196679	0.718575757147955	0.934148484292342	0.97007727214974	0.742528282386221	0.814385858101016	0.766480807624486	0.668674698795181	1	0.668674698795181	0.753012048192771
Sulfurisoma	0.814385858101016	0.946124746911475	0.874267171196679	0.778457070243618	0.874267171196679	0.946124746911475	0.874267171196679	0.826362120720149	0.670670706671425	0.826362120720149	0.766480807624486	0.778457070243618	0.670670706671425	0.886243433815812	0.826362120720149	0.826362120720149	0.826362120720149	0.826362120720149	0.778457070243618	0.850314645958414	0.826362120720149	0.850314645958414	0.97007727214974	0.874267171196679	0.922172221673209	0.807228915662651	0.826362120720149	0.922172221673209	0.754504545005353	0.718575757147955	0.850314645958414	0.826362120720149	0.814385858101016	0.97007727214974	0.766480807624486	0.850314645958414	0.778457070243618	0.850314645958414	0.946124746911475	0.874267171196679	0.668674698795181	0.706599494528823	0.874267171196679	0.754504545005353	0.706599494528823	0.97007727214974	0.718575757147955	0.742528282386221	0.765060240963855	0.680722891566265	0.754504545005353	0.922172221673209	0.934148484292342	0.826362120720149	0.670670706671425	0.850314645958414	0.670670706671425	0.790433332862751	0.946124746911475	0.850314645958414	1	0.668674698795181	1	0.855421686746988
Armatimonadetes_gp5	0.886243433815812	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209	0.898219696434944	0.922172221673209	0.874267171196679	0.838338383339281	0.874267171196679	0.814385858101016	0.922172221673209	0.718575757147955	0.862290908577547	0.97007727214974	0.778457070243618	0.874267171196679	0.874267171196679	0.922172221673209	0.802409595481884	0.874267171196679	0.802409595481884	0.826362120720149	0.922172221673209	0.778457070243618	0.734939759036145	0.97007727214974	0.97007727214974	0.850314645958414	0.790433332862751	0.802409595481884	0.97007727214974	0.886243433815812	0.922172221673209	0.934148484292342	0.754504545005353	0.922172221673209	0.802409595481884	0.898219696434944	0.706599494528823	0.753012048192771	0.802409595481884	0.922172221673209	0.850314645958414	0.802409595481884	0.922172221673209	0.790433332862751	0.718575757147955	0.94578313253012	0.789156626506024	0.850314645958414	0.778457070243618	0.718575757147955	0.97007727214974	0.69462323190969	0.802409595481884	0.838338383339281	0.958101009530607	0.898219696434944	0.994029797388005	0.855421686746988	0.753012048192771	0.855421686746988	1
