Aeromicrobium	Sorangium	Agromyces	Umezawaea	Solirubrobacter	Cellulomonas	Bacillus	Blastococcus	Pseudonocardia	Gaiella	Terrabacter	Paenibacillus	Phenylobacterium	g__Mortierella	Ideonella	Marmoricola	Gemmatimonas	Aquihabitans	Haliangium	Knoellia	Rhizomicrobium	Saccharothrix	Sporosarcina	Nitrospira	Cellvibrio	Catellatospora	Peredibacter	Ramlibacter	Nannocystis	Methyloceanibacter	Streptosporangium	Amaricoccus	Povalibacter	Adhaeribacter	Nitrincola	Lautropia	Tumebacillus	Rubrobacter	Luteivirga	Nakamurella	Sanguibacter	Tahibacter	Sandaracinus	Sulfurisoma	Polyangium	Armatimonadetes_gp5
Lautropia	0.880952380952381	0.904761904761905	0.904761904761905	0.80952380952381	0.904761904761905	0.880952380952381	0.952380952380953	0.904761904761905	0.690476190476191	0.928571428571429	0.833333333333333	0.904761904761905	0.952380952380953	0.880952380952381	0.833333333333333	0.833333333333333	0.833333333333333	0.785714285714286	0.904761904761905	0.880952380952381	0.619047619047619	0.833333333333333	0.976190476190476	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	1	0.880952380952381	0.857142857142857	0.886243433815812	0.910195959054077	1	0.880952380952381	0.857142857142857	0.880952380952381	0.833333333333333	0.754504545005353	0.682646969290558	0.814385858101016	0.754504545005353	0.738095238095238	0.850314645958414
Tumebacillus	0.928571428571429	0.904761904761905	0.976190476190476	0.833333333333333	0.976190476190476	0.928571428571429	0.857142857142857	0.976190476190476	0.690476190476191	0.952380952380953	0.952380952380953	0.904761904761905	0.857142857142857	1	0.952380952380953	0.952380952380953	0.952380952380953	0.857142857142857	0.976190476190476	1	0.642857142857143	0.904761904761905	0.904761904761905	1	0.952380952380953	0.880952380952381	0.976190476190476	0.904761904761905	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.934148484292342	0.886243433815812	0.880952380952381	1	0.952380952380953	0.928571428571429	0.976190476190476	0.826362120720149	0.754504545005353	0.766480807624486	0.826362120720149	0.738095238095238	0.97007727214974
Rubrobacter	0.880952380952381	0.904761904761905	0.904761904761905	0.738095238095238	0.904761904761905	0.880952380952381	0.880952380952381	0.976190476190476	0.761904761904762	0.857142857142857	0.833333333333333	0.857142857142857	0.80952380952381	0.952380952380953	0.833333333333333	0.833333333333333	0.833333333333333	0.785714285714286	0.904761904761905	0.952380952380953	0.714285714285714	0.904761904761905	0.904761904761905	0.952380952380953	0.928571428571429	0.857142857142857	0.976190476190476	0.833333333333333	0.880952380952381	0.904761904761905	0.857142857142857	0.880952380952381	0.857142857142857	0.994029797388005	0.874267171196679	0.857142857142857	0.952380952380953	1	0.880952380952381	0.976190476190476	0.790433332862751	0.742528282386221	0.850314645958414	0.790433332862751	0.738095238095238	0.958101009530607
Luteivirga	1	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	1	0.928571428571429	0.904761904761905	0.761904761904762	0.952380952380953	0.928571428571429	0.928571428571429	0.928571428571429	0.928571428571429	0.928571428571429	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.928571428571429	0.833333333333333	0.904761904761905	0.904761904761905	0.928571428571429	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.880952380952381	0.976190476190476	0.880952380952381	0.880952380952381	0.952380952380953	0.862290908577547	0.862290908577547	0.880952380952381	0.928571428571429	0.880952380952381	1	0.904761904761905	0.946124746911475	0.898219696434944	0.886243433815812	0.946124746911475	0.904761904761905	0.898219696434944
Nakamurella	0.904761904761905	0.880952380952381	0.928571428571429	0.80952380952381	0.928571428571429	0.904761904761905	0.833333333333333	0.952380952380953	0.666666666666667	0.904761904761905	0.880952380952381	0.833333333333333	0.833333333333333	0.976190476190476	0.880952380952381	0.880952380952381	0.880952380952381	0.833333333333333	0.928571428571429	0.976190476190476	0.690476190476191	0.952380952380953	0.857142857142857	0.976190476190476	0.904761904761905	0.904761904761905	0.952380952380953	0.880952380952381	0.833333333333333	0.928571428571429	0.833333333333333	0.833333333333333	0.904761904761905	0.958101009530607	0.814385858101016	0.833333333333333	0.976190476190476	0.976190476190476	0.904761904761905	1	0.850314645958414	0.802409595481884	0.790433332862751	0.850314645958414	0.714285714285714	0.994029797388005
Sanguibacter	0.946124746911475	0.886243433815812	0.874267171196679	0.97007727214974	0.874267171196679	0.946124746911475	0.826362120720149	0.766480807624486	0.658694444052292	0.874267171196679	0.826362120720149	0.766480807624486	0.886243433815812	0.826362120720149	0.826362120720149	0.826362120720149	0.826362120720149	0.97007727214974	0.874267171196679	0.826362120720149	0.874267171196679	0.922172221673209	0.754504545005353	0.826362120720149	0.814385858101016	0.97007727214974	0.766480807624486	0.946124746911475	0.706599494528823	0.874267171196679	0.754504545005353	0.706599494528823	0.97007727214974	0.765060240963855	0.680722891566265	0.754504545005353	0.826362120720149	0.790433332862751	0.946124746911475	0.850314645958414	1	0.975903614457831	0.849397590361446	1	0.874267171196679	0.855421686746988
Tahibacter	0.898219696434944	0.838338383339281	0.802409595481884	0.922172221673209	0.802409595481884	0.898219696434944	0.778457070243618	0.69462323190969	0.586836868337497	0.802409595481884	0.730552019767088	0.718575757147955	0.838338383339281	0.754504545005353	0.730552019767088	0.730552019767088	0.730552019767088	0.922172221673209	0.802409595481884	0.754504545005353	0.898219696434944	0.898219696434944	0.682646969290558	0.754504545005353	0.742528282386221	0.946124746911475	0.69462323190969	0.898219696434944	0.610789393575762	0.802409595481884	0.682646969290558	0.610789393575762	0.946124746911475	0.716867469879518	0.58433734939759	0.682646969290558	0.754504545005353	0.742528282386221	0.898219696434944	0.802409595481884	0.975903614457831	1	0.825301204819277	0.975903614457831	0.826362120720149	0.807228915662651
Sandaracinus	0.886243433815812	0.946124746911475	0.814385858101016	0.790433332862751	0.814385858101016	0.886243433815812	0.946124746911475	0.826362120720149	0.898219696434944	0.754504545005353	0.706599494528823	0.826362120720149	0.826362120720149	0.766480807624486	0.706599494528823	0.706599494528823	0.706599494528823	0.850314645958414	0.814385858101016	0.766480807624486	0.934148484292342	0.802409595481884	0.874267171196679	0.766480807624486	0.874267171196679	0.850314645958414	0.826362120720149	0.826362120720149	0.826362120720149	0.814385858101016	0.814385858101016	0.826362120720149	0.850314645958414	0.855421686746988	0.831325301204819	0.814385858101016	0.766480807624486	0.850314645958414	0.886243433815812	0.790433332862751	0.849397590361446	0.825301204819277	1	0.849397590361446	0.934148484292342	0.765060240963855
Sulfurisoma	0.946124746911475	0.886243433815812	0.874267171196679	0.97007727214974	0.874267171196679	0.946124746911475	0.826362120720149	0.766480807624486	0.658694444052292	0.874267171196679	0.826362120720149	0.766480807624486	0.886243433815812	0.826362120720149	0.826362120720149	0.826362120720149	0.826362120720149	0.97007727214974	0.874267171196679	0.826362120720149	0.874267171196679	0.922172221673209	0.754504545005353	0.826362120720149	0.814385858101016	0.97007727214974	0.766480807624486	0.946124746911475	0.706599494528823	0.874267171196679	0.754504545005353	0.706599494528823	0.97007727214974	0.765060240963855	0.680722891566265	0.754504545005353	0.826362120720149	0.790433332862751	0.946124746911475	0.850314645958414	1	0.975903614457831	0.849397590361446	1	0.874267171196679	0.855421686746988
Polyangium	0.904761904761905	0.928571428571429	0.833333333333333	0.857142857142857	0.833333333333333	0.904761904761905	0.880952380952381	0.761904761904762	0.904761904761905	0.761904761904762	0.785714285714286	0.833333333333333	0.785714285714286	0.738095238095238	0.785714285714286	0.785714285714286	0.785714285714286	0.928571428571429	0.833333333333333	0.738095238095238	0.928571428571429	0.714285714285714	0.80952380952381	0.738095238095238	0.857142857142857	0.80952380952381	0.761904761904762	0.833333333333333	0.833333333333333	0.833333333333333	0.738095238095238	0.833333333333333	0.80952380952381	0.718575757147955	0.814385858101016	0.738095238095238	0.738095238095238	0.738095238095238	0.904761904761905	0.714285714285714	0.874267171196679	0.826362120720149	0.934148484292342	0.874267171196679	1	0.682646969290558
Armatimonadetes_gp5	0.898219696434944	0.862290908577547	0.922172221673209	0.826362120720149	0.922172221673209	0.898219696434944	0.826362120720149	0.934148484292342	0.610789393575762	0.922172221673209	0.874267171196679	0.814385858101016	0.862290908577547	0.97007727214974	0.874267171196679	0.874267171196679	0.874267171196679	0.826362120720149	0.922172221673209	0.97007727214974	0.658694444052292	0.97007727214974	0.850314645958414	0.97007727214974	0.886243433815812	0.922172221673209	0.934148484292342	0.898219696434944	0.802409595481884	0.922172221673209	0.850314645958414	0.802409595481884	0.922172221673209	0.94578313253012	0.789156626506024	0.850314645958414	0.97007727214974	0.958101009530607	0.898219696434944	0.994029797388005	0.855421686746988	0.807228915662651	0.765060240963855	0.855421686746988	0.682646969290558	1
