bacOTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
bacOTU_828	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned
bacOTU_823	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta	Thermogutta_hypogea
bacOTU_842	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans_daechungensis
bacOTU_839	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Jatrophihabitans	Jatrophihabitans_endophyticus
bacOTU_816	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
bacOTU_838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium_aerolatum
bacOTU_829	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfuromonadaceae	Desulfomonile	Desulfomonile_limimaris
bacOTU_835	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	Atopobium_fossor
bacOTU_841	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Aciditerrimonas_ferrireducens
bacOTU_821	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Amaricoccus_kaplicensis
bacOTU_845	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Gp22	Nannocystis_exedens
bacOTU_826	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga_hutchinsonii
bacOTU_858	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa	Desulfuromusa_succinoxidans
bacOTU_831	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera_rubrifaciens
bacOTU_850	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Roseimicrobium_gellanilyticum
bacOTU_854	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium_spinosum
bacOTU_834	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus_castenholzii
bacOTU_840	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Candidatus_Solibacter	Paludibaculum_fermentans
bacOTU_837	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
bacOTU_833	Bacteria	Firmicutes	Clostridia	Selenomonadales	Veillonellaceae	Atopobium	Atopobium_vaginae
bacOTU_844	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Jiangellaceae	Jiangella	Jiangella_alkaliphila
bacOTU_843	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Terrimicrobium_sacchariphilum
bacOTU_846	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_camelthorni
bacOTU_853	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_benzoevorans
bacOTU_859	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_pickeringii
bacOTU_865	Bacteria	Acidobacteria	Acidobacteria_Gp10	Desulfuromonadales	Desulfuromonadaceae	Gp10	Desulfuromonas_acetexigens
bacOTU_872	Bacteria	Proteobacteria	Actinobacteria	Actinomycetales	Lactobacillaceae	Lactobacillus	Methanimicrococcus_blatticola
bacOTU_852	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
bacOTU_857	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Shimazuella	Shimazuella_kribbensis
bacOTU_876	Bacteria	Parcubacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Parcubacteria_genera_incertae_sedis	Actinomadura_catellatispora
bacOTU_847	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Ardenticatena_maritima
bacOTU_856	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	Paenisporosarcina_macmurdoensis
bacOTU_851	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus
bacOTU_868	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Aureimonas_altamirensis
bacOTU_879	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia	Kinneretia_asaccharophila
bacOTU_849	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingosinicella_vermicomposti
bacOTU_860	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans_daechungensis
bacOTU_869	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Aureimonas_phyllosphaerae
bacOTU_864	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Terrimonas_arctica
bacOTU_871	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Craurococcus	Craurococcus_roseus
bacOTU_867	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned
bacOTU_870	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Prosthecomicrobium	Prosthecomicrobium_pneumaticum
bacOTU_861	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Phaselicystis	Phaselicystis_flava
bacOTU_863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylopila	Hansschlegelia_zhihuaiae
bacOTU_885	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis
bacOTU_883	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium	Pelagibacterium_luteolum
bacOTU_881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_variabile
bacOTU_892	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_vignae
bacOTU_878	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus_terrae
bacOTU_875	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Gp7	Desulfosoma_caldarium
bacOTU_882	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
bacOTU_913	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_jensenii
bacOTU_896	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga	Rhodocytophaga_aerolata
bacOTU_895	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Geminicoccus	Geminicoccus_roseus
bacOTU_866	Bacteria	Cyanobacteria	Cyanobacteria	Thiotrichales	Family_III	GpIII	Prochlorothrix_hollandica
bacOTU_897	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_aromaticivorans
bacOTU_890	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
bacOTU_911	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus_subsp._aureus
bacOTU_894	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Craurococcus	Craurococcus_roseus
bacOTU_893	Bacteria	Proteobacteria	Deltaproteobacteria	Cytophagales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
bacOTU_904	Bacteria	Candidatus_Saccharibacteria	Alphaproteobacteria	Rhizobiales	Sphingobacteriaceae	Saccharibacteria_genera_incertae_sedis	Parapedobacter_indicus
bacOTU_898	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_carbonis
bacOTU_889	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Thermoanaerobacterium_thermosulfurigenes
bacOTU_905	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leucobacter	Leucobacter_tardus
bacOTU_899	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
bacOTU_906	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	Ohtaekwangia_koreensis
bacOTU_901	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinophytocola	Actinophytocola_burenkhanensis
bacOTU_880	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinosynnema	Actinosynnema_mirum
bacOTU_887	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned
bacOTU_886	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Dissulfuribacter_thermophilus
bacOTU_903	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_gregans
bacOTU_908	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis_synnemataformans
bacOTU_916	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_faecalis
bacOTU_923	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XVII	Sulfobacillus	Sulfobacillus_thermosulfidooxidans
bacOTU_918	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosospira_multiformis
bacOTU_900	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Jatrophihabitans	Jatrophihabitans_endophyticus
bacOTU_912	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Kineosporia	Kineosporia_rhamnosa
bacOTU_925	Bacteria	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus_acidocaldarius
bacOTU_930	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_roseum
bacOTU_917	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Limnohabitans_australis
bacOTU_921	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	Aquimonas_voraii
bacOTU_927	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Gordonia	Gordonia_terrae
bacOTU_928	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned
bacOTU_929	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Owenweeksia	Owenweeksia_hongkongensis
bacOTU_909	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Leptospirillum_ferriphilum
bacOTU_907	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agrococcus	Agrococcus_versicolor
bacOTU_920	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_subterraneum
bacOTU_937	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_anodireducens
bacOTU_902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Psychroglaciecola_arctica
bacOTU_939	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces_pediculatus
bacOTU_915	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus_castenholzii
bacOTU_934	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter	Cystobacter_badius
bacOTU_931	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella_variabilis
bacOTU_914	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Nonomuraea	Nonomuraea_maritima
bacOTU_933	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter_soli
bacOTU_942	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis
bacOTU_922	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium_cellulosum
bacOTU_949	Bacteria	Proteobacteria	Gammaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_luticola
bacOTU_940	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	Kaistia_geumhonensis
bacOTU_941	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Aneurinibacillus_soli
bacOTU_926	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa	Desulfuromusa_ferrireducens
bacOTU_953	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_marcusii
bacOTU_943	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
bacOTU_961	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Bdellovibrio	Bdellovibrio_exovorus
bacOTU_947	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus
bacOTU_954	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Luteolibacter_algae
bacOTU_935	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_subterranea
bacOTU_946	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Roseiflexus_castenholzii
bacOTU_956	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned
bacOTU_948	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Sulfuriferula	Sulfuriferula_multivorans
bacOTU_962	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_anhuiense
bacOTU_951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_hawassense
bacOTU_952	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_montaniterrae
bacOTU_936	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unassigned	Unassigned	Gp5	Unassigned
bacOTU_938	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned
bacOTU_958	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_caballeronis
bacOTU_945	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
bacOTU_971	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax_stolpii
bacOTU_955	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Ardenticatena_maritima
bacOTU_957	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus
bacOTU_963	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_pfennigii
bacOTU_979	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Streptomyces	Slackia_isoflavoniconvertens
bacOTU_968	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_aerophila
bacOTU_974	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_brunensis
bacOTU_981	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter_chungangensis
bacOTU_975	Bacteria	Chloroflexi	Actinobacteria	Actinomycetales	Herpetosiphonaceae	Herpetosiphon	Nitrolancea_hollandica
bacOTU_980	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned
bacOTU_964	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_anodireducens
bacOTU_997	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Fusobacteriaceae	Syntrophobacter	Syntrophobacter_wolinii
bacOTU_976	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Herpetosiphon	Roseiflexus_castenholzii
bacOTU_966	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	Kaistia_adipata
bacOTU_969	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas_aestuarii
bacOTU_994	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_rigui
bacOTU_977	Bacteria	Proteobacteria	Clostridia	Clostridiales	Clostridiaceae_1	Saccharibacteria_genera_incertae_sedis	Ilyobacter_tartaricus
bacOTU_989	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes_piscinae
bacOTU_1005	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned
bacOTU_1000	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_oxyphila
bacOTU_972	Bacteria	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter_radiotolerans
bacOTU_1001	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter_henchirensis
bacOTU_990	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans
bacOTU_970	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Segniliparaceae	Segniliparus	Segniliparus_rugosus
bacOTU_973	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Tsukamurellaceae	Tsukamurella	Tsukamurella_pseudospumae
bacOTU_998	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera_radiovictrix
bacOTU_1003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Reyranella	Reyranella_graminifolii
bacOTU_984	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Methyloversatilis	Methyloversatilis_thermotolerans
bacOTU_988	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Falsirhodobacter	Falsirhodobacter_deserti
bacOTU_1007	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_alkalitolerans
bacOTU_978	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Aciditerrimonas	Aciditerrimonas_ferrireducens
bacOTU_1011	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera	Singulisphaera_rosea
bacOTU_982	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Thermasporomyces	Thermasporomyces_composti
bacOTU_1020	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides	Halobacteroides_halobius
bacOTU_993	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
bacOTU_1009	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned
bacOTU_987	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_ginsengisoli
bacOTU_1006	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	Actinopolymorpha_alba
bacOTU_1012	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Melioribacter	Melioribacter_roseus
bacOTU_991	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Rhodopseudomonas_palustris
bacOTU_1024	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella_stercoris
bacOTU_1002	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Phaselicystis	Phaselicystis_flava
bacOTU_1021	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Chryseolinea	Chryseolinea_serpens
bacOTU_999	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
bacOTU_1008	Bacteria	Proteobacteria	Betaproteobacteria	Sulfuricellales	Sulfuricellaceae	Sulfuricella	Sulfuricella_denitrificans
bacOTU_1010	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	Methylosinus_trichosporium
bacOTU_1015	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	Methylotenera_versatilis
bacOTU_1025	Bacteria	Verrucomicrobia	Spartobacteria	Verrucomicrobiales	Verrucomicrobiaceae	Spartobacteria_genera_incertae_sedis	Luteolibacter_cuticulihirudinis
bacOTU_1018	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Spartobacteria_genera_incertae_sedis	Unassigned
bacOTU_1004	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Methylobacteriaceae	Rhizomicrobium	Rhizomicrobium_electricum
bacOTU_1014	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans_daechungensis
bacOTU_1026	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_foliorum
bacOTU_1016	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas_aerophila
bacOTU_1032	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas_lacus
bacOTU_1013	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia	Kinneretia_asaccharophila
bacOTU_1036	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_ochraceum
bacOTU_1038	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Luteolibacter_luojiensis
bacOTU_1035	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	Thiobacillus_aquaesulis
bacOTU_1037	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Aciditerrimonas_ferrireducens
bacOTU_1031	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Sphaerobacteraceae	Thermomicrobium	Nitrolancea_hollandica
bacOTU_1043	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Thermoanaerobacterium_thermosulfurigenes
bacOTU_1040	Bacteria	Actinobacteria	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
bacOTU_1049	Bacteria	Acidobacteria	Acidobacteria_Gp11	Xanthomonadales	Xanthomonadaceae	Gp11	Dokdonella_ginsengisoli
bacOTU_1017	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Luedemannella	Luedemannella_flava
bacOTU_1045	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_roseum
bacOTU_1028	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Meganema	Sulfurimonas_autotrophica
bacOTU_1056	Bacteria	Chloroflexi	Actinobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_foliorum
bacOTU_1027	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	Brevibacillus_formosus
bacOTU_1029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Vasilyevaea	Vasilyevaea_enhydra
bacOTU_1054	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_thiophila
bacOTU_1042	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned
bacOTU_1022	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis
bacOTU_1061	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans
bacOTU_1048	Bacteria	Proteobacteria	Deltaproteobacteria	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
bacOTU_1039	Bacteria	Candidatus_Saccharibacteria	Bacilli	Clostridiales	Ruminococcaceae	Saccharibacteria_genera_incertae_sedis	Kribbella_flavida
bacOTU_1058	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
