Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	Chondromyces	Rudaibacter	Steroidobacter	Stenotrophomonas	Pantoea	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	Curtobacterium	Dactylosporangium	Actinosynnema	Reyranella	Haliangium	g__Podospora	g__Cladosporium	g__Nigrospora	g__Mortierella	g__Edenia	g__Metacordyceps	g__Mycosphaerella	g__Didymella	g__Bipolaris
Massilia	0.345454545454545	0.684848484848485	0.575757575757576	0.284848484848485	0.224242424242424	0.284848484848485	0.745454545454545	0.187878787878788	0.212121212121212	-0.224242424242424	1	0.76969696969697	0.466666666666667	0.696969696969697	0.866666666666667	0.321212121212121	-0.00606060606060606	0.781818181818182	0.163636363636364	0.660606060606061	0.43030303030303	0.890909090909091	0.393939393939394	0.757575757575757	0.648484848484848	0.393939393939394	0.0181818181818182	0.0909090909090909	0.236363636363636	0.503030303030303	0.260606060606061	0.624242424242424	0.648484848484848	0.696969696969697	0.527272727272727	0.442424242424242	0.381818181818182	0.103030303030303	-0.0181818181818182	-0.187878787878788	0.854545454545454	0.43030303030303	0.563636363636364	0.0303030303030303	0.490909090909091	0.515151515151515	-0.272727272727273	0.818181818181818	0.660606060606061	0.733333333333333	-0.0424242424242424	0.632221765427267	0.939393939393939	0.951515151515151	0.745454545454545
Umezawaea	0.163636363636364	0.624242424242424	0.6	0.163636363636364	0.503030303030303	-0.0545454545454545	0.527272727272727	0.272727272727273	0.490909090909091	-0.248484848484848	0.76969696969697	1	0.381818181818182	0.781818181818182	0.563636363636364	0.478787878787879	0.0424242424242424	0.76969696969697	-0.0787878787878788	0.781818181818182	0.406060606060606	0.515151515151515	0.515151515151515	0.878787878787879	0.696969696969697	0.539393939393939	-0.0666666666666667	-0.0909090909090909	0.0181818181818182	0.393939393939394	0.272727272727273	0.624242424242424	0.854545454545454	0.539393939393939	0.612121212121212	0.127272727272727	0.696969696969697	0.418181818181818	-0.224242424242424	-0.224242424242424	0.806060606060606	0.248484848484848	0.660606060606061	0.212121212121212	0.757575757575757	0.563636363636364	-0.139393939393939	0.490909090909091	0.296969696969697	0.757575757575757	-0.103030303030303	0.765960985036881	0.660606060606061	0.684848484848485	0.6
Devosia	0.115151515151515	0.0424242424242424	0.6	-0.345454545454545	0.672727272727273	0.0787878787878788	0.527272727272727	0.139393939393939	0.393939393939394	-0.0181818181818182	0.466666666666667	0.381818181818182	1	0.721212121212121	0.248484848484848	0.684848484848485	0.418181818181818	0.76969696969697	0.575757575757576	0.781818181818182	0.224242424242424	0.515151515151515	0.842424242424242	0.709090909090909	0.151515151515151	0.672727272727273	0.0424242424242424	-0.248484848484848	0.127272727272727	-0.187878787878788	0.684848484848485	0.866666666666667	0.636363636363636	0.393939393939394	0.527272727272727	-0.0181818181818182	0.345454545454545	0.43030303030303	-0.0666666666666667	0.0181818181818182	0.660606060606061	0.284848484848485	0.757575757575757	-0.2	0.575757575757576	0.357575757575757	-0.224242424242424	0.248484848484848	0.636363636363636	0.733333333333333	-0.224242424242424	0.674775153484872	0.527272727272727	0.490909090909091	0.381818181818182
Galbitalea	0.0303030303030303	0.393939393939394	0.757575757575757	-0.187878787878788	0.733333333333333	-0.139393939393939	0.466666666666667	0.0666666666666667	0.575757575757576	-0.357575757575757	0.696969696969697	0.781818181818182	0.721212121212121	1	0.442424242424242	0.745454545454545	0.151515151515151	0.842424242424242	0.139393939393939	0.915151515151515	0.187878787878788	0.43030303030303	0.83030303030303	0.903030303030303	0.648484848484848	0.793939393939394	-0.0666666666666667	-0.260606060606061	0.0424242424242424	0.0666666666666667	0.636363636363636	0.878787878787879	0.963636363636364	0.43030303030303	0.745454545454545	0.0545454545454545	0.684848484848485	0.563636363636364	-0.236363636363636	-0.163636363636364	0.76969696969697	0.224242424242424	0.745454545454545	0.151515151515151	0.83030303030303	0.636363636363636	-0.139393939393939	0.515151515151515	0.563636363636364	0.915151515151515	-0.284848484848485	0.954411703577701	0.672727272727273	0.660606060606061	0.466666666666667
Sphingomonas	0.260606060606061	0.503030303030303	0.442424242424242	0.490909090909091	0.00606060606060606	0.296969696969697	0.672727272727273	0.418181818181818	0.309090909090909	0.0545454545454545	0.866666666666667	0.563636363636364	0.248484848484848	0.442424242424242	1	0.0424242424242424	-0.139393939393939	0.466666666666667	0.0545454545454545	0.454545454545455	0.442424242424242	0.842424242424242	0.236363636363636	0.466666666666667	0.684848484848485	0.284848484848485	0.296969696969697	0.248484848484848	0.466666666666667	0.709090909090909	0.0909090909090909	0.454545454545455	0.442424242424242	0.624242424242424	0.515151515151515	0.806060606060606	0.43030303030303	0.2	0.187878787878788	-0.0787878787878788	0.624242424242424	0.612121212121212	0.418181818181818	0.284848484848485	0.321212121212121	0.490909090909091	-0.0545454545454545	0.903030303030303	0.575757575757576	0.418181818181818	0.115151515151515	0.425533880576045	0.733333333333333	0.76969696969697	0.696969696969697
Mesorhizobium	0.248484848484848	0.321212121212121	0.539393939393939	-0.224242424242424	0.927272727272727	0.103030303030303	0.478787878787879	0.0787878787878788	0.333333333333333	-0.212121212121212	0.321212121212121	0.478787878787879	0.684848484848485	0.745454545454545	0.0424242424242424	1	0.575757575757576	0.696969696969697	0.466666666666667	0.76969696969697	-0.224242424242424	0.139393939393939	0.745454545454545	0.672727272727273	0.236363636363636	0.624242424242424	-0.321212121212121	-0.175757575757576	-0.236363636363636	-0.272727272727273	0.612121212121212	0.781818181818182	0.709090909090909	0.103030303030303	0.636363636363636	-0.212121212121212	0.490909090909091	0.442424242424242	-0.00606060606060606	-0.0666666666666667	0.636363636363636	-0.163636363636364	0.648484848484848	0.0424242424242424	0.696969696969697	0.296969696969697	0.0181818181818182	0.0424242424242424	0.248484848484848	0.660606060606061	-0.224242424242424	0.765960985036881	0.284848484848485	0.272727272727273	0.151515151515151
Herbaspirillum	0.757575757575757	0.345454545454545	-0.187878787878788	0.224242424242424	0.539393939393939	0.6	0.478787878787879	-0.0424242424242424	-0.115151515151515	0.418181818181818	-0.00606060606060606	0.0424242424242424	0.418181818181818	0.151515151515151	-0.139393939393939	0.575757575757576	1	0.418181818181818	0.842424242424242	0.151515151515151	-0.151515151515151	0.0545454545454545	0.224242424242424	0.0787878787878788	-0.187878787878788	-0.0666666666666667	0.00606060606060606	0.442424242424242	0.224242424242424	-0.139393939393939	0.151515151515151	0.236363636363636	0.0666666666666667	0.381818181818182	-0.0181818181818182	-0.127272727272727	-0.0787878787878788	0.0181818181818182	0.636363636363636	0.151515151515151	0.139393939393939	0.151515151515151	0.0303030303030303	-0.0303030303030303	-0.0303030303030303	-0.357575757575757	0.393939393939394	-0.0666666666666667	0.309090909090909	0.0545454545454545	0.103030303030303	0.0607905543680065	0.0424242424242424	-0.0424242424242424	-0.284848484848485
Caulobacter	0.406060606060606	0.575757575757576	0.490909090909091	-0.0424242424242424	0.624242424242424	0.2	0.76969696969697	-0.0181818181818182	0.212121212121212	-0.248484848484848	0.781818181818182	0.76969696969697	0.76969696969697	0.842424242424242	0.466666666666667	0.696969696969697	0.418181818181818	1	0.418181818181818	0.83030303030303	0.2	0.648484848484848	0.636363636363636	0.866666666666667	0.418181818181818	0.478787878787879	-0.2	-0.103030303030303	0.0787878787878788	0.0787878787878788	0.43030303030303	0.818181818181818	0.76969696969697	0.684848484848485	0.490909090909091	-0.0303030303030303	0.381818181818182	0.212121212121212	-0.0787878787878788	-0.296969696969697	0.866666666666667	0.296969696969697	0.660606060606061	-0.163636363636364	0.587878787878788	0.284848484848485	-0.296969696969697	0.466666666666667	0.648484848484848	0.818181818181818	-0.296969696969697	0.747723818726479	0.76969696969697	0.733333333333333	0.418181818181818
Phyllobacterium	0.696969696969697	0.236363636363636	-0.00606060606060606	0.139393939393939	0.418181818181818	0.672727272727273	0.551515151515151	0.0909090909090909	-0.151515151515151	0.36969696969697	0.163636363636364	-0.0787878787878788	0.575757575757576	0.139393939393939	0.0545454545454545	0.466666666666667	0.842424242424242	0.418181818181818	1	0.151515151515151	0.00606060606060606	0.357575757575757	0.309090909090909	0.0909090909090909	-0.309090909090909	-0.0303030303030303	0.0909090909090909	0.406060606060606	0.248484848484848	-0.175757575757576	0.175757575757576	0.284848484848485	0.00606060606060606	0.393939393939394	0.0666666666666667	0.0666666666666667	-0.224242424242424	-0.103030303030303	0.648484848484848	0.236363636363636	0.236363636363636	0.175757575757576	0.115151515151515	-0.260606060606061	-0.0909090909090909	-0.224242424242424	0.2	0.103030303030303	0.490909090909091	0.127272727272727	0.115151515151515	0.0182371663104019	0.248484848484848	0.163636363636364	0.00606060606060606
Kribbella	-0.0303030303030303	0.260606060606061	0.793939393939394	-0.248484848484848	0.76969696969697	-0.151515151515151	0.575757575757576	0.296969696969697	0.612121212121212	-0.296969696969697	0.660606060606061	0.781818181818182	0.781818181818182	0.915151515151515	0.454545454545455	0.76969696969697	0.151515151515151	0.83030303030303	0.151515151515151	1	0.163636363636364	0.490909090909091	0.866666666666667	0.939393939393939	0.539393939393939	0.83030303030303	-0.151515151515151	-0.393939393939394	-0.0909090909090909	0.0181818181818182	0.612121212121212	0.963636363636364	0.939393939393939	0.321212121212121	0.83030303030303	0.0545454545454545	0.757575757575757	0.624242424242424	-0.309090909090909	-0.224242424242424	0.878787878787879	0.151515151515151	0.927272727272727	0.0666666666666667	0.903030303030303	0.612121212121212	-0.272727272727273	0.357575757575757	0.393939393939394	0.866666666666667	-0.321212121212121	0.948332648140901	0.563636363636364	0.587878787878788	0.551515151515151
Arthrobacter	0.0666666666666667	0.212121212121212	0.406060606060606	0.36969696969697	-0.139393939393939	0.151515151515151	0.0424242424242424	0.406060606060606	0.393939393939394	0.418181818181818	0.43030303030303	0.406060606060606	0.224242424242424	0.187878787878788	0.442424242424242	-0.224242424242424	-0.151515151515151	0.2	0.00606060606060606	0.163636363636364	1	0.539393939393939	0.163636363636364	0.357575757575757	0.36969696969697	0.296969696969697	0.696969696969697	0.309090909090909	0.527272727272727	0.624242424242424	0.248484848484848	0.0787878787878788	0.224242424242424	0.478787878787879	0.0909090909090909	0.418181818181818	0.212121212121212	0.236363636363636	0.0666666666666667	0.527272727272727	0.248484848484848	0.587878787878788	0.296969696969697	0.248484848484848	0.248484848484848	0.551515151515151	0.151515151515151	0.442424242424242	0.381818181818182	0.381818181818182	0.563636363636364	0.151976385920016	0.539393939393939	0.551515151515151	0.684848484848485
Shinella	0.406060606060606	0.503030303030303	0.454545454545455	0.321212121212121	0.0424242424242424	0.466666666666667	0.76969696969697	0.309090909090909	0.0787878787878788	0.0424242424242424	0.890909090909091	0.515151515151515	0.515151515151515	0.43030303030303	0.842424242424242	0.139393939393939	0.0545454545454545	0.648484848484848	0.357575757575757	0.490909090909091	0.539393939393939	1	0.284848484848485	0.575757575757576	0.381818181818182	0.248484848484848	0.163636363636364	0.187878787878788	0.345454545454545	0.490909090909091	0.2	0.515151515151515	0.36969696969697	0.684848484848485	0.357575757575757	0.527272727272727	0.151515151515151	-0.0303030303030303	0.127272727272727	-0.0303030303030303	0.757575757575757	0.515151515151515	0.515151515151515	-0.127272727272727	0.272727272727273	0.36969696969697	-0.296969696969697	0.721212121212121	0.672727272727273	0.551515151515151	0.103030303030303	0.37690143708164	0.866666666666667	0.878787878787879	0.76969696969697
Aeromicrobium	-0.163636363636364	-0.0424242424242424	0.781818181818182	-0.406060606060606	0.854545454545454	-0.260606060606061	0.333333333333333	0.36969696969697	0.745454545454545	-0.151515151515151	0.393939393939394	0.515151515151515	0.842424242424242	0.83030303030303	0.236363636363636	0.745454545454545	0.224242424242424	0.636363636363636	0.309090909090909	0.866666666666667	0.163636363636364	0.284848484848485	1	0.745454545454545	0.309090909090909	0.854545454545454	0.0545454545454545	-0.381818181818182	-0.0303030303030303	-0.212121212121212	0.636363636363636	0.866666666666667	0.842424242424242	0.175757575757576	0.83030303030303	0.0424242424242424	0.696969696969697	0.745454545454545	-0.163636363636364	0.00606060606060606	0.612121212121212	0.115151515151515	0.818181818181818	0.0666666666666667	0.806060606060606	0.6	-0.0666666666666667	0.236363636363636	0.381818181818182	0.733333333333333	-0.284848484848485	0.820672483968087	0.357575757575757	0.345454545454545	0.418181818181818
Kineosporia	0.0424242424242424	0.43030303030303	0.806060606060606	-0.151515151515151	0.636363636363636	-0.0787878787878788	0.527272727272727	0.212121212121212	0.503030303030303	-0.333333333333333	0.757575757575757	0.878787878787879	0.709090909090909	0.903030303030303	0.466666666666667	0.672727272727273	0.0787878787878788	0.866666666666667	0.0909090909090909	0.939393939393939	0.357575757575757	0.575757575757576	0.745454545454545	1	0.575757575757576	0.76969696969697	-0.139393939393939	-0.309090909090909	-0.0909090909090909	0.139393939393939	0.6	0.854545454545454	0.915151515151515	0.406060606060606	0.696969696969697	-0.00606060606060606	0.648484848484848	0.466666666666667	-0.36969696969697	-0.151515151515151	0.915151515151515	0.151515151515151	0.878787878787879	0.0181818181818182	0.878787878787879	0.660606060606061	-0.321212121212121	0.393939393939394	0.418181818181818	0.951515151515151	-0.187878787878788	0.911858315520097	0.721212121212121	0.745454545454545	0.672727272727273
Chondromyces	0.0303030303030303	0.515151515151515	0.539393939393939	0.381818181818182	0.187878787878788	-0.00606060606060606	0.272727272727273	0.151515151515151	0.551515151515151	-0.0303030303030303	0.648484848484848	0.696969696969697	0.151515151515151	0.648484848484848	0.684848484848485	0.236363636363636	-0.187878787878788	0.418181818181818	-0.309090909090909	0.539393939393939	0.36969696969697	0.381818181818182	0.309090909090909	0.575757575757576	1	0.575757575757576	0.309090909090909	0.139393939393939	0.406060606060606	0.709090909090909	0.442424242424242	0.478787878787879	0.672727272727273	0.418181818181818	0.515151515151515	0.515151515151515	0.709090909090909	0.527272727272727	-0.0666666666666667	0.0545454545454545	0.478787878787879	0.515151515151515	0.43030303030303	0.696969696969697	0.612121212121212	0.696969696969697	0.2	0.733333333333333	0.43030303030303	0.587878787878788	0.187878787878788	0.693012319795274	0.575757575757576	0.624242424242424	0.478787878787879
Rudaibacter	-0.333333333333333	-0.0181818181818182	0.915151515151515	-0.296969696969697	0.648484848484848	-0.296969696969697	0.127272727272727	0.357575757575757	0.806060606060606	-0.127272727272727	0.393939393939394	0.539393939393939	0.672727272727273	0.793939393939394	0.284848484848485	0.624242424242424	-0.0666666666666667	0.478787878787879	-0.0303030303030303	0.83030303030303	0.296969696969697	0.248484848484848	0.854545454545454	0.76969696969697	0.575757575757576	1	0.163636363636364	-0.36969696969697	-0.00606060606060606	0.0545454545454545	0.842424242424242	0.806060606060606	0.83030303030303	0.00606060606060606	0.793939393939394	0.127272727272727	0.793939393939394	0.818181818181818	-0.345454545454545	0.2	0.587878787878788	0.127272727272727	0.866666666666667	0.345454545454545	0.927272727272727	0.854545454545454	-0.0181818181818182	0.260606060606061	0.284848484848485	0.806060606060606	-0.0181818181818182	0.893621149209695	0.381818181818182	0.43030303030303	0.563636363636364
Steroidobacter	0.0545454545454545	-0.0666666666666667	0.103030303030303	0.490909090909091	-0.187878787878788	0.2	-0.163636363636364	0.381818181818182	0.454545454545455	0.781818181818182	0.0181818181818182	-0.0666666666666667	0.0424242424242424	-0.0666666666666667	0.296969696969697	-0.321212121212121	0.00606060606060606	-0.2	0.0909090909090909	-0.151515151515151	0.696969696969697	0.163636363636364	0.0545454545454545	-0.139393939393939	0.309090909090909	0.163636363636364	1	0.563636363636364	0.842424242424242	0.6	0.2	-0.115151515151515	-0.0545454545454545	0.309090909090909	-0.00606060606060606	0.660606060606061	0.175757575757576	0.393939393939394	0.490909090909091	0.733333333333333	-0.248484848484848	0.733333333333333	-0.0545454545454545	0.612121212121212	-0.0424242424242424	0.345454545454545	0.660606060606061	0.418181818181818	0.36969696969697	-0.0545454545454545	0.684848484848485	-0.0911858315520097	0.115151515151515	0.103030303030303	0.224242424242424
Stenotrophomonas	0.757575757575757	0.539393939393939	-0.309090909090909	0.903030303030303	-0.236363636363636	0.806060606060606	0.175757575757576	0.0909090909090909	-0.2	0.709090909090909	0.0909090909090909	-0.0909090909090909	-0.248484848484848	-0.260606060606061	0.248484848484848	-0.175757575757576	0.442424242424242	-0.103030303030303	0.406060606060606	-0.393939393939394	0.309090909090909	0.187878787878788	-0.381818181818182	-0.309090909090909	0.139393939393939	-0.36969696969697	0.563636363636364	1	0.672727272727273	0.624242424242424	-0.139393939393939	-0.357575757575757	-0.321212121212121	0.43030303030303	-0.296969696969697	0.515151515151515	-0.236363636363636	-0.212121212121212	0.878787878787879	0.563636363636364	-0.2	0.466666666666667	-0.418181818181818	0.442424242424242	-0.381818181818182	-0.139393939393939	0.733333333333333	0.36969696969697	0.296969696969697	-0.248484848484848	0.757575757575757	-0.334348049024035	0.163636363636364	0.127272727272727	-0.0181818181818182
