Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	g__Podospora	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	g__Cladosporium	Chondromyces	Rudaibacter	g__Mycosphaerella	Steroidobacter	g__Nigrospora	Stenotrophomonas	Pantoea	g__Mortierella	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	g__Edenia	Curtobacterium	g__Metacordyceps	Dactylosporangium	g__Bipolaris	Haliangium	g__Didymella	Actinosynnema	Reyranella	Peredibacter	Polyangium
Chondromyces	0.0288827975067328	0.000343612197763281	0.000204472406148833	0.0216659233675324	0.00054214422483387	0.0158005962505716	0.00163680331598672	5.4840529985137e-05	0.000813862111732211	0.676065175997854	0.751419652325848	7.3209748095298e-06	1.46754618740424e-06	0.0048620611019646	0.000112034506393977	5.4840529985137e-05	0.00163680331598672	0.0984011766696351	0.00054214422483387	0.200422686711942	1.46754618740424e-06	0.00754700778106786	0.000343612197763281	0.00922195272221601	0.000343612197763281	0.00754700778106786	1.0635035875251e-62	0.00231865228439081	0.0146767652280985	0.0123941024872159	0.088075480565631	0.629332547501594	0.609294756836666	0.0239288638050739	0.0175417875145346	0.126034102091693	0.00231865228439081	0.00149785529177092	0.00696480933272788	0.000218229553423261	0.222566176383523	0.00231865228439081	0.0277145453423666	0.236545911011024	0.136619943872778	0.00149785529177092	0.950743472548098	0.236545911011024	0.0123941024872159	0.000940440154764705	0.00479685659314402	0.00852549299153956	0.0206028235613592	0.28042971527951	0.00231865228439081	0.00324916903966054	0.00430453346027947
Rudaibacter	0.0330412225454377	0.00294022702327952	5.4840529985137e-05	0.0897240283170912	7.3209748095298e-06	0.0330412225454377	0.00922195272221601	0.000813862111732211	0.00294022702327952	0.700931884910058	0.960240418128624	0.000813862111732211	2.27985492064171e-05	0.0048620611019646	1.46754618740424e-06	0.00163680331598672	0.000813862111732211	0.073877706888658	0.00054214422483387	0.138333698394492	2.27985492064171e-05	0.0250966758822518	0.00381492008255072	0.00222003122591684	2.27985492064171e-05	0.0815528147726023	0.000112034506393977	1.0635035875251e-62	0.0652399829506255	0.0277145453423666	0.251181298175152	0.783438459030451	0.969131160614963	0.0102764117493146	0.0652399829506255	0.0361640352154969	0.00324916903966054	0.000537689887687722	0.0277145453423666	0.000940440154764705	0.453537722917589	0.000940440154764705	0.0206028235613592	0.36249602467333	0.0970171046027975	0.00231865228439081	0.969131160614963	0.550345022915979	0.00363409046784478	0.00324916903966054	0.0206028235613592	0.00852549299153956	0.0525890110607777	0.26585729269886	0.000940440154764705	0.00149785529177092	0.00149785529177092
g__Mycosphaerella	0.117308065550202	0.00294022702327952	0.00922195272221601	0.073877706888658	0.0425401276844894	0.0479117261299755	0.00754700778106786	0.00922195272221601	0.0216659233675324	0.533400561272595	0.445838341542751	0.00117353818015547	0.00609992331369691	0.0048620611019646	0.0158005962505716	0.0048620611019646	0.0158005962505716	0.214492332532808	0.00222003122591684	0.173938597165066	0.00754700778106786	0.000204472406148833	0.000343612197763281	0.0185731550894602	0.0111434467996942	0.00294022702327952	0.00294022702327952	0.0250966758822518	1.0635035875251e-62	0.0206028235613592	0.00553869990510938	0.629332547501594	0.312099710594098	0.0206028235613592	0.0800526049602328	0.158666395402357	0.0239288638050739	0.0412383748220047	0.00324916903966054	0.0277145453423666	0.222566176383523	0.088075480565631	0.209252225035496	0.28042971527951	0.136619943872778	0.0277145453423666	0.879114097417844	0.115924125437746	0.100770733503578	0.0239288638050739	0.00553869990510938	0.0239288638050739	0.000537689887687722	0.687588819068256	0.0725760500612489	0.0652399829506255	0.0652399829506255
Steroidobacter	0.00754700778106786	2.27985492064171e-05	0.0185731550894602	0.00609992331369691	0.00381492008255072	0.00609992331369691	0.000204472406148833	0.00163680331598672	0.00922195272221601	0.986742911194989	0.149655673420837	0.000343612197763281	0.00163680331598672	0.00163680331598672	0.00222003122591684	0.000204472406148833	0.00294022702327952	0.00754700778106786	0.000204472406148833	0.0897240283170912	0.00609992331369691	0.00163680331598672	0.00054214422483387	0.00754700778106786	0.01333014631544	0.01333014631544	0.00222003122591684	0.00754700778106786	0.0048620611019646	1.0635035875251e-62	0.0175417875145346	0.345260123813093	0.312099710594098	0.0412383748220047	0.0175417875145346	0.170744280129452	0.0175417875145346	0.0175417875145346	0.00852549299153956	0.0239288638050739	0.398001972445138	0.0525890110607777	0.0466066320161955	0.0800526049602328	0.0318824398791883	0.0318824398791883	0.706957539557463	0.0525890110607777	0.130399104457712	0.0412383748220047	0.0157030160582187	0.0652399829506255	0.0123941024872159	0.416445039747764	0.0239288638050739	0.0123941024872159	0.0277145453423666
g__Nigrospora	0.0984011766696351	0.00754700778106786	0.149655673420837	0.0479117261299755	0.127552869703234	0.0425401276844894	0.0111434467996942	0.0537177672171674	0.066688	0.907363817812816	0.186904810349332	0.00922195272221601	0.0599721424772553	0.0111434467996942	0.073877706888658	0.0158005962505716	0.0479117261299755	0.117308065550202	0.0111434467996942	0.117308065550202	0.073877706888658	0.00294022702327952	0.00294022702327952	0.0425401276844894	0.161522928017456	0.00294022702327952	0.0375883775714094	0.149655673420837	0.00054214422483387	0.00381492008255072	1.0635035875251e-62	0.26585729269886	0.106338076512909	0.115924125437746	0.126034102091693	0.416445039747764	0.088075480565631	0.136619943872778	0.0102764117493146	0.147388319581596	0.147388319581596	0.28042971527951	0.251181298175152	0.126034102091693	0.115924125437746	0.147388319581596	0.802768197431411	0.00852549299153956	0.353142688935554	0.136619943872778	0.0253518006812005	0.183261255969966	0.0102764117493146	0.589922162114236	0.236545911011024	0.158666395402357	0.26585729269886
Stenotrophomonas	0.0425401276844894	0.186904810349332	0.854813088248743	0.0185731550894602	0.627188344776484	0.0537177672171674	0.127552869703234	0.384841230261283	0.933772958094147	0.01333014631544	0.073877706888658	0.293050075292822	0.579584	0.676065175997854	0.676065175997854	0.200422686711942	0.533400561272595	0.214492332532808	0.627188344776484	0.46708905438634	0.77699846344389	0.751419652325848	0.293050075292822	0.986742911194989	0.960240418128624	0.346593507087334	0.5108853175152	0.700931884910058	0.5108853175152	0.229112840982819	0.161522928017456	1.0635035875251e-62	0.088075480565631	0.841745423589662	0.183261255969966	0.987809039672843	0.706957539557463	0.841745423589662	0.312099710594098	0.841745423589662	0.0361640352154969	0.950743472548098	0.879114097417844	0.058591389079912	0.088075480565631	0.783438459030451	0.0652399829506255	0.106338076512909	0.852853357103729	0.86034215698819	0.776050282576353	0.745775004179884	0.550345022915979	0.0970171046027975	0.72562516692275	0.648577605544963	0.783438459030451
Pantoea	0.55630577510293	0.346593507087334	0.907363817812816	0.0897240283170912	0.960240418128624	0.488776304519243	0.36546831043867	0.603217610029209	0.445838341542751	0.138333698394492	0.0330412225454377	0.425038154892145	0.726057014762789	0.676065175997854	0.933772958094147	0.384841230261283	0.933772958094147	0.676065175997854	0.627188344776484	0.854813088248743	0.802771731207162	0.259997766834888	0.445838341542751	0.854813088248743	0.986742911194989	0.0599721424772553	0.488776304519243	0.960240418128624	0.200422686711942	0.200422686711942	0.0479117261299755	0.0375883775714094	1.0635035875251e-62	0.896844531854545	0.183261255969966	0.950743472548098	0.915229047183658	0.896844531854545	0.47230668546973	0.86034215698819	0.136619943872778	0.969131160614963	0.783438459030451	0.47230668546973	0.28042971527951	0.969131160614963	0.170744280129452	0.0123941024872159	1	0.915229047183658	0.550345022915979	0.589922162114236	0.345260123813093	0.296278007588038	0.987809039672843	0.933202167575064	0.987809039672843
g__Mortierella	0.229112840982819	0.0216659233675324	0.000204472406148833	0.384841230261283	0.00294022702327952	0.173938597165066	0.0537177672171674	0.0216659233675324	0.00294022702327952	0.36546831043867	0.828717394697461	0.0111434467996942	0.00381492008255072	0.00054214422483387	0.000813862111732211	0.0288827975067328	0.00381492008255072	0.127552869703234	0.000204472406148833	0.0897240283170912	0.00163680331598672	0.00163680331598672	0.00922195272221601	2.27985492064171e-05	0.000343612197763281	0.066688	0.00609992331369691	0.00163680331598672	0.0048620611019646	0.01333014631544	0.0537177672171674	0.77699846344389	0.854813088248743	1.0635035875251e-62	0.28042971527951	0.0175417875145346	0.0123941024872159	0.00553869990510938	0.0525890110607777	0.0102764117493146	0.783438459030451	0.0123941024872159	0.0318824398791883	0.609294756836666	0.236545911011024	0.0146767652280985	0.706957539557463	0.47230668546973	0.00607899541057237	0.0123941024872159	0.0123941024872159	0.0277145453423666	0.0239288638050739	0.745775004179884	0.0239288638050739	0.0206028235613592	0.0206028235613592
Ideonella	0.0158005962505716	0.00163680331598672	0.0479117261299755	5.4840529985137e-05	0.0479117261299755	0.0216659233675324	0.00294022702327952	0.00163680331598672	0.0330412225454377	0.533400561272595	0.259997766834888	0.00294022702327952	0.00609992331369691	0.149655673420837	0.0330412225454377	0.000813862111732211	0.0897240283170912	0.149655673420837	0.0479117261299755	0.603217610029209	0.0250966758822518	0.0288827975067328	0.0158005962505716	0.214492332532808	0.0425401276844894	0.00754700778106786	0.00381492008255072	0.0250966758822518	0.0330412225454377	0.00381492008255072	0.0599721424772553	0.0984011766696351	0.0984011766696351	0.173938597165066	1.0635035875251e-62	0.510958181051274	0.115924125437746	0.088075480565631	0.0361640352154969	0.0652399829506255	0.158666395402357	0.115924125437746	0.236545911011024	0.158666395402357	0.0466066320161955	0.106338076512909	0.26585729269886	0.106338076512909	0.243079625943142	0.115924125437746	0.0525890110607777	0.0277145453423666	0.0412383748220047	0.158666395402357	0.0800526049602328	0.088075480565631	0.088075480565631
Rhodanobacter	0.293050075292822	0.127552869703234	0.00922195272221601	0.676065175997854	0.0185731550894602	0.244282294086627	0.200422686711942	0.161522928017456	0.0984011766696351	0.5108853175152	0.603217610029209	0.107593187782415	0.0537177672171674	0.01333014631544	0.0216659233675324	0.161522928017456	0.0185731550894602	0.173938597165066	0.0158005962505716	0.186904810349332	0.0330412225454377	0.127552869703234	0.0897240283170912	0.00922195272221601	0.00609992331369691	0.55630577510293	0.0599721424772553	0.0111434467996942	0.0815528147726023	0.0897240283170912	0.293050075292822	0.986742911194989	0.933772958094147	0.00381492008255072	0.384841230261283	1.0635035875251e-62	0.0800526049602328	0.0725760500612489	0.222566176383523	0.0800526049602328	0.802768197431411	0.0725760500612489	0.106338076512909	0.764548403426359	0.158666395402357	0.0725760500612489	0.987809039672843	0.841745423589662	0.0334947849514287	0.088075480565631	0.28042971527951	0.106338076512909	0.183261255969966	0.550345022915979	0.058591389079912	0.0652399829506255	0.0361640352154969
Bradyrhizobium	0.01333014631544	0.00054214422483387	0.000813862111732211	0.073877706888658	2.27985492064171e-05	0.0048620611019646	0.00117353818015547	0.000343612197763281	0.00609992331369691	0.55630577510293	0.751419652325848	5.4840529985137e-05	2.27985492064171e-05	0.000112034506393977	7.3209748095298e-06	0.000343612197763281	1.46754618740424e-06	0.0216659233675324	2.27985492064171e-05	0.0185731550894602	7.3209748095298e-06	0.01333014631544	5.4840529985137e-05	0.00117353818015547	0.00054214422483387	0.0479117261299755	0.000112034506393977	0.000204472406148833	0.00609992331369691	0.00381492008255072	0.0375883775714094	0.603217610029209	0.881036181161853	0.00222003122591684	0.0537177672171674	0.0330412225454377	1.0635035875251e-62	0.000940440154764705	0.00553869990510938	0.000537689887687722	0.36249602467333	0.00324916903966054	0.0206028235613592	0.126034102091693	0.195572315225109	3.53407950301478e-05	0.86034215698819	0.345260123813093	0.0175417875145346	0.000218229553423261	0.00918867853204506	0.0525890110607777	0.0361640352154969	0.510958181051274	0.000537689887687722	0.000218229553423261	0.00149785529177092
Phycicoccus	0.0479117261299755	0.00222003122591684	0.000112034506393977	0.0984011766696351	7.3209748095298e-06	0.0375883775714094	0.00754700778106786	0.000813862111732211	0.000204472406148833	0.651477342796243	0.960240418128624	0.000343612197763281	2.27985492064171e-05	0.000813862111732211	9.3074599889559e-08	0.00117353818015547	0.000343612197763281	0.0537177672171674	5.4840529985137e-05	0.0815528147726023	1.46754618740424e-06	0.00922195272221601	0.00163680331598672	0.000204472406148833	0.000204472406148833	0.0288827975067328	5.4840529985137e-05	7.3209748095298e-06	0.01333014631544	0.00381492008255072	0.066688	0.77699846344389	0.854813088248743	0.00054214422483387	0.0375883775714094	0.0288827975067328	2.27985492064171e-05	1.0635035875251e-62	0.0206028235613592	0.000218229553423261	0.453537722917589	0.000218229553423261	0.00553869990510938	0.312099710594098	0.183261255969966	0.00149785529177092	0.764548403426359	0.345260123813093	0.00266236869083673	0.000940440154764705	0.00553869990510938	0.0206028235613592	0.0466066320161955	0.345260123813093	0.00149785529177092	0.000940440154764705	0.00430453346027947
Chryseobacterium	0.00609992331369691	2.27985492064171e-05	0.0158005962505716	0.0111434467996942	0.00754700778106786	0.00117353818015547	5.4840529985137e-05	0.00054214422483387	0.0375883775714094	0.828717394697461	0.445838341542751	7.3209748095298e-06	0.000813862111732211	0.00294022702327952	0.00294022702327952	5.4840529985137e-05	0.00163680331598672	0.0537177672171674	0.000813862111732211	0.0537177672171674	0.00294022702327952	0.00381492008255072	9.3074599889559e-08	0.0216659233675324	0.0111434467996942	0.00922195272221601	0.000813862111732211	0.00754700778106786	0.000204472406148833	0.00117353818015547	0.00163680331598672	0.200422686711942	0.346593507087334	0.0185731550894602	0.0111434467996942	0.127552869703234	0.00054214422483387	0.0048620611019646	1.0635035875251e-62	0.0146767652280985	0.126034102091693	0.058591389079912	0.170744280129452	0.058591389079912	0.058591389079912	0.00852549299153956	0.764548403426359	0.126034102091693	0.130399104457712	0.0123941024872159	0.00760170763427457	0.0361640352154969	0.00324916903966054	0.47230668546973	0.0206028235613592	0.0146767652280985	0.0239288638050739
Agromyces	0.0425401276844894	0.00163680331598672	2.27985492064171e-05	0.073877706888658	5.4840529985137e-05	0.0250966758822518	0.0048620611019646	0.000204472406148833	0.00054214422483387	0.533400561272595	0.907363817812816	0.000112034506393977	1.46754618740424e-06	0.00163680331598672	7.3209748095298e-06	0.00054214422483387	0.000343612197763281	0.073877706888658	0.000204472406148833	0.107593187782415	1.0635035875251e-62	0.0111434467996942	0.000813862111732211	0.00222003122591684	5.4840529985137e-05	0.0250966758822518	1.46754618740424e-06	2.27985492064171e-05	0.00754700778106786	0.00609992331369691	0.073877706888658	0.77699846344389	0.802771731207162	0.00163680331598672	0.0250966758822518	0.0330412225454377	7.3209748095298e-06	1.46754618740424e-06	0.00294022702327952	1.0635035875251e-62	0.380103544304675	0.000218229553423261	0.0123941024872159	0.28042971527951	0.236545911011024	0.000218229553423261	0.86034215698819	0.380103544304675	0.00430453346027947	3.53407950301478e-05	0.00607899541057237	0.0175417875145346	0.0412383748220047	0.398001972445138	0.000537689887687722	0.000940440154764705	0.00149785529177092
Microbacterium	0.173938597165066	0.149655673420837	0.5108853175152	0.0599721424772553	0.425038154892145	0.107593187782415	0.138333698394492	0.214492332532808	0.384841230261283	0.214492332532808	0.676065175997854	0.0984011766696351	0.259997766834888	0.445838341542751	0.36546831043867	0.107593187782415	0.36546831043867	0.700931884910058	0.384841230261283	0.676065175997854	0.259997766834888	0.46708905438634	0.117308065550202	0.627188344776484	0.55630577510293	0.066688	0.127552869703234	0.328226511471368	0.127552869703234	0.276255333385436	0.073877706888658	0.0111434467996942	0.066688	0.700931884910058	0.0815528147726023	0.726057014762789	0.244282294086627	0.328226511471368	0.0599721424772553	0.259997766834888	1.0635035875251e-62	0.491274571645978	0.648577605544963	0.26585729269886	0.195572315225109	0.380103544304675	0.453537722917589	0.126034102091693	0.569532593475707	0.345260123813093	0.336769321400857	0.28042971527951	0.296278007588038	0.0466066320161955	0.47230668546973	0.453537722917589	0.569532593475707
Solirubrobacter	0.0897240283170912	0.0111434467996942	5.4840529985137e-05	0.149655673420837	5.4840529985137e-05	0.073877706888658	0.0250966758822518	0.00222003122591684	0.000204472406148833	0.627188344776484	0.907363817812816	0.00222003122591684	0.000112034506393977	0.0048620611019646	2.27985492064171e-05	0.0048620611019646	0.00163680331598672	0.0984011766696351	0.00117353818015547	0.149655673420837	1.46754618740424e-06	0.0330412225454377	0.00922195272221601	0.00163680331598672	0.000204472406148833	0.0537177672171674	0.000112034506393977	2.27985492064171e-05	0.0375883775714094	0.0185731550894602	0.173938597165066	0.933772958094147	0.960240418128624	0.00222003122591684	0.0537177672171674	0.0288827975067328	0.000204472406148833	1.46754618740424e-06	0.0216659233675324	1.46754618740424e-06	0.36546831043867	1.0635035875251e-62	0.00430453346027947	0.434681707411769	0.312099710594098	0.00231865228439081	0.745775004179884	0.491274571645978	0.000940440154764705	0.000940440154764705	0.0157030160582187	0.0277145453423666	0.115924125437746	0.312099710594098	0.00149785529177092	0.00231865228439081	0.00430453346027947
Mycobacterium	0.149655673420837	0.0375883775714094	0.00922195272221601	0.229112840982819	0.00117353818015547	0.138333698394492	0.066688	0.0330412225454377	0.000343612197763281	0.907363817812816	0.726057014762789	0.0216659233675324	0.00922195272221601	0.00381492008255072	0.00163680331598672	0.0288827975067328	0.00609992331369691	0.0375883775714094	0.00294022702327952	0.117308065550202	0.00222003122591684	0.066688	0.0425401276844894	0.000813862111732211	0.0158005962505716	0.0897240283170912	0.00754700778106786	0.0048620611019646	0.117308065550202	0.0158005962505716	0.149655673420837	0.828717394697461	0.700931884910058	0.00922195272221601	0.138333698394492	0.0479117261299755	0.0048620611019646	0.00054214422483387	0.0897240283170912	0.00222003122591684	0.533400561272595	0.000343612197763281	1.0635035875251e-62	0.416445039747764	0.380103544304675	0.0318824398791883	0.648577605544963	0.26585729269886	0.0110044178595763	0.0206028235613592	0.058591389079912	0.183261255969966	0.28042971527951	0.296278007588038	0.0175417875145346	0.0102764117493146	0.0361640352154969
Bosea	0.000204472406148833	0.0111434467996942	0.445838341542751	0.00609992331369691	0.0984011766696351	0.000112034506393977	0.00222003122591684	0.0330412225454377	0.445838341542751	0.36546831043867	0.0599721424772553	0.0330412225454377	0.0897240283170912	0.0815528147726023	0.127552869703234	0.0158005962505716	0.0330412225454377	0.00222003122591684	0.0897240283170912	0.0111434467996942	0.173938597165066	0.214492332532808	0.0185731550894602	0.31037609170568	0.328226511471368	0.214492332532808	0.138333698394492	0.244282294086627	0.173938597165066	0.0330412225454377	0.0599721424772553	0.0216659233675324	0.346593507087334	0.488776304519243	0.0815528147726023	0.676065175997854	0.0599721424772553	0.200422686711942	0.0216659233675324	0.173938597165066	0.161522928017456	0.31037609170568	0.293050075292822	1.0635035875251e-62	0.222566176383523	0.170744280129452	0.312099710594098	0.147388319581596	0.802768197431411	0.251181298175152	0.28042971527951	0.667533678134568	0.251181298175152	0.629332547501594	0.158666395402357	0.115924125437746	0.183261255969966
Altererythrobacter	0.0216659233675324	0.01333014631544	0.161522928017456	0.0250966758822518	0.066688	0.0330412225454377	0.0216659233675324	0.066688	0.229112840982819	0.404701671270157	0.200422686711942	0.0330412225454377	0.066688	0.0984011766696351	0.0599721424772553	0.0250966758822518	0.0815528147726023	0.107593187782415	0.0479117261299755	0.346593507087334	0.138333698394492	0.0984011766696351	0.0375883775714094	0.127552869703234	0.107593187782415	0.173938597165066	0.066688	0.0425401276844894	0.066688	0.00922195272221601	0.0537177672171674	0.0375883775714094	0.173938597165066	0.138333698394492	0.0158005962505716	0.0815528147726023	0.107593187782415	0.0984011766696351	0.0216659233675324	0.138333698394492	0.107593187782415	0.200422686711942	0.259997766834888	0.127552869703234	1.0635035875251e-62	0.236545911011024	0.28042971527951	0.209252225035496	0.353142688935554	0.312099710594098	0.236545911011024	0.0725760500612489	0.058591389079912	0.115924125437746	0.183261255969966	0.147388319581596	0.170744280129452
Aquabacterium	0.0185731550894602	0.00117353818015547	0.000204472406148833	0.0815528147726023	5.4840529985137e-05	0.00754700778106786	0.00222003122591684	0.000204472406148833	0.00754700778106786	0.488776304519243	0.828717394697461	0.000112034506393977	7.3209748095298e-06	0.000813862111732211	2.27985492064171e-05	0.00054214422483387	2.27985492064171e-05	0.0425401276844894	0.000204472406148833	0.0375883775714094	1.46754618740424e-06	0.0185731550894602	0.000204472406148833	0.00381492008255072	0.000112034506393977	0.0599721424772553	5.4840529985137e-05	0.000112034506393977	0.00754700778106786	0.00922195272221601	0.073877706888658	0.700931884910058	0.960240418128624	0.00294022702327952	0.0479117261299755	0.0288827975067328	9.3074599889559e-08	5.4840529985137e-05	0.00117353818015547	1.46754618740424e-06	0.259997766834888	0.000112034506393977	0.00922195272221601	0.0897240283170912	0.138333698394492	1.0635035875251e-62	0.915229047183658	0.47230668546973	0.0132557510382421	3.53407950301478e-05	0.0123941024872159	0.0361640352154969	0.0412383748220047	0.530427816153323	0.000218229553423261	0.000537689887687722	0.000537689887687722
g__Edenia	0.214492332532808	0.533400561272595	0.854813088248743	0.0897240283170912	0.881036181161853	0.31037609170568	0.425038154892145	0.603217610029209	0.651477342796243	0.0425401276844894	0.0216659233675324	0.77699846344389	0.881036181161853	0.700931884910058	0.828717394697461	0.579584	0.907363817812816	0.533400561272595	0.828717394697461	0.986742911194989	0.802771731207162	0.854813088248743	0.802771731207162	0.46708905438634	0.986742911194989	0.77699846344389	0.933772958094147	0.960240418128624	0.828717394697461	0.603217610029209	0.726057014762789	0.0250966758822518	0.0897240283170912	0.603217610029209	0.161522928017456	0.986742911194989	0.802771731207162	0.676065175997854	0.676065175997854	0.802771731207162	0.328226511471368	0.651477342796243	0.533400561272595	0.200422686711942	0.173938597165066	0.881036181161853	1.0635035875251e-62	0.589922162114236	0.629332547501594	0.802768197431411	0.908189124053835	0.764548403426359	0.687588819068256	0.510958181051274	0.987809039672843	0.950743472548098	0.896844531854545
Curtobacterium	0.173938597165066	0.0537177672171674	0.488776304519243	0.0250966758822518	0.346593507087334	0.127552869703234	0.0599721424772553	0.173938597165066	0.0984011766696351	0.293050075292822	0.0815528147726023	0.073877706888658	0.229112840982819	0.127552869703234	0.276255333385436	0.066688	0.259997766834888	0.161522928017456	0.117308065550202	0.384841230261283	0.259997766834888	0.0537177672171674	0.073877706888658	0.214492332532808	0.55630577510293	0.0048620611019646	0.138333698394492	0.425038154892145	0.0537177672171674	0.0185731550894602	0.00117353818015547	0.0479117261299755	0.00222003122591684	0.346593507087334	0.0479117261299755	0.77699846344389	0.229112840982819	0.229112840982819	0.0599721424772553	0.259997766834888	0.0599721424772553	0.36546831043867	0.161522928017456	0.073877706888658	0.117308065550202	0.346593507087334	0.46708905438634	1.0635035875251e-62	0.640193296453112	0.416445039747764	0.136619943872778	0.453537722917589	0.147388319581596	0.312099710594098	0.510958181051274	0.380103544304675	0.609294756836666
g__Metacordyceps	0.308798634268001	0.058980962369037	6.71887325840297e-05	0.403203872632913	0.00179113003019505	0.266477921200522	0.121027394083801	0.0244709907571504	0.000491873019082001	0.555075995998558	0.675124331789683	0.0180477483544942	0.00317971408601042	0.0128997310068978	0.000746860837227494	0.0392043863325568	0.0128997310068978	0.291468271298959	0.0052114617667064	0.283003365005708	0.000307322880588941	0.0417054510828041	0.0392043863325568	0.00129381476051045	0.000491873019082001	0.0844118612625703	0.00208579650533431	0.000237143637005064	0.0443115143214362	0.0622548817089307	0.235061976632694	0.789234532582542	1	0.000609665957324319	0.142517917676253	0.00978703990340832	0.00362170563836657	0.000132952658160091	0.0622548817089307	0.000307322880588941	0.444399141468837	1.78826747529002e-05	0.00179113003019505	0.725250139656936	0.235061976632694	0.00241398836881561	0.509561409261831	0.520791533025804	0	0.00696480933272788	0.0296064107338311	0.0187200432174319	0.136619943872778	0.319724463026534	0.0146767652280985	0.0187200432174319	0.0206028235613592
Dactylosporangium	0.0479117261299755	0.00294022702327952	0.000112034506393977	0.107593187782415	0.000204472406148833	0.0216659233675324	0.00609992331369691	0.00054214422483387	0.00222003122591684	0.46708905438634	0.960240418128624	0.000204472406148833	2.27985492064171e-05	0.00117353818015547	5.4840529985137e-05	0.00117353818015547	0.000204472406148833	0.0815528147726023	0.000343612197763281	0.066688	9.3074599889559e-08	0.0158005962505716	0.00054214422483387	0.00294022702327952	0.000204472406148833	0.0330412225454377	2.27985492064171e-05	0.000204472406148833	0.00609992331369691	0.01333014631544	0.066688	0.802771731207162	0.881036181161853	0.00222003122591684	0.0537177672171674	0.0375883775714094	1.46754618740424e-06	2.27985492064171e-05	0.00222003122591684	9.3074599889559e-08	0.229112840982819	2.27985492064171e-05	0.0048620611019646	0.149655673420837	0.200422686711942	9.3074599889559e-08	0.726057014762789	0.293050075292822	0.000746860837227494	1.0635035875251e-62	0.00760170763427457	0.0318824398791883	0.0466066320161955	0.491274571645978	0.000940440154764705	0.00149785529177092	0.00231865228439081
g__Bipolaris	0.0885368480246986	0.00152783983733756	0.00208579650533431	0.0498460995096796	0.00724548640305255	0.0558226334022219	0.0052114617667064	0.000905325828257939	0.000609665957324319	0.687556711541183	0.789234532582542	0.000237143637005064	0.000491873019082001	0.0046352809644627	0.00129381476051045	0.00108698503512782	0.0088795368296157	0.142517917676253	0.000746860837227494	0.136941966416064	0.000609665957324319	9.59608405688684e-05	0.000609665957324319	0.00410613152183106	0.00410613152183106	0.000391673595629485	0.000391673595629485	0.0046352809644627	0.000491873019082001	0.00317971408601042	0.00651422358724081	0.687556711541183	0.423567783826546	0.00208579650533431	0.0180477483544942	0.172455036093989	0.00129381476051045	0.000491873019082001	0.000905325828257939	0.000609665957324319	0.22017919518736	0.00317971408601042	0.0210909259855488	0.172455036093989	0.136941966416064	0.00208579650533431	0.867510997658895	0.0656459921362531	0.00812486431553996	0.000905325828257939	0	0.0175417875145346	0.000609665957324319	0.444399141468837	0.0292898904750344	0.00583699730293219	0.0412383748220047
Haliangium	0.161522928017456	0.01333014631544	0.000813862111732211	0.0815528147726023	0.0185731550894602	0.149655673420837	0.0375883775714094	0.00609992331369691	0.00922195272221601	0.802771731207162	0.986742911194989	0.0048620611019646	0.00222003122591684	0.066688	0.00609992331369691	0.00922195272221601	0.0537177672171674	0.46708905438634	0.0158005962505716	0.603217610029209	0.00381492008255072	0.00922195272221601	0.0158005962505716	0.0375883775714094	0.00117353818015547	0.0185731550894602	0.00117353818015547	0.00117353818015547	0.00609992331369691	0.0250966758822518	0.0984011766696351	0.651477342796243	0.46708905438634	0.00754700778106786	0.00754700778106786	0.0479117261299755	0.0185731550894602	0.0048620611019646	0.0111434467996942	0.00381492008255072	0.173938597165066	0.00754700778106786	0.0984011766696351	0.55630577510293	0.0288827975067328	0.0111434467996942	0.676065175997854	0.328226511471368	0.00410613152183106	0.00922195272221601	0.00362170563836657	1.0635035875251e-62	0.00222003122591684	0.149655673420837	0.0158005962505716	0.0250966758822518	0.01333014631544
g__Didymella	0.066688	0.00117353818015547	0.0111434467996942	0.0375883775714094	0.0375883775714094	0.0375883775714094	0.00381492008255072	0.0048620611019646	0.0330412225454377	0.700931884910058	0.384841230261283	0.00117353818015547	0.0048620611019646	0.0111434467996942	0.01333014631544	0.00294022702327952	0.0216659233675324	0.173938597165066	0.00294022702327952	0.186904810349332	0.01333014631544	5.4840529985137e-05	0.00054214422483387	0.0250966758822518	0.00922195272221601	0.0048620611019646	0.0048620611019646	0.0185731550894602	7.3209748095298e-06	0.00222003122591684	0.00163680331598672	0.425038154892145	0.229112840982819	0.00609992331369691	0.01333014631544	0.0984011766696351	0.0111434467996942	0.0158005962505716	0.000204472406148833	0.01333014631544	0.186904810349332	0.0537177672171674	0.173938597165066	0.149655673420837	0.0216659233675324	0.01333014631544	0.579584	0.073877706888658	0.0656459921362531	0.0158005962505716	0.00607899541057237	0.0123941024872159	1.0635035875251e-62	0.55630577510293	0.0800526049602328	0.0288827975067328	0.0652399829506255
