TAD1	TAD2	TAD3	TAD4	TAD5	TAD6	TAD7	TAD8	TAD9	TAD10	TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH9	TAH10	TABS1	TABS2	TABS3	TABS4	TABS5	TAE0BS1	TAE0BS2	TAE0BS3	TAE0BS4	TAE0BS5	TAE0D1	TAE0D4	TAE0D5	TAE0D7	TAE0D9	TAE0H6	TAE0H7	TAE0H8	TAE0H9	TAE0H10
OTU_169	6	1	4	2	5	0	0	26	44	0	3	1	0	0	2	0	1	1	0	4	177	81	116	47	72	193	93	161	44	84	4	5	2	4	26	0	1	2	0	9
OTU_26	6	4	16	41	1	0	2	4	6	2	27	11	0	0	0	36	9	0	0	14	1712	432	2343	383	533	1867	454	2675	409	630	20	66	8	3	6	45	13	1	0	13
OTU_266	6	9	0	2	15	1	0	0	3	2	0	0	0	0	0	0	2	1	0	3	16	20	9	40	16	11	11	5	29	37	16	0	22	1	8	0	0	1	0	6
OTU_305	6	1	0	9	0	1	4	9	2	2	0	0	0	0	0	0	0	0	0	1	14	7	14	14	24	13	14	22	15	13	4	6	1	6	10	0	2	0	0	0
OTU_24	5	2	3	7	38	299	12	4	1	19	375	2489	1	11	9	8	69	3161	19	149	36	17	89	11	13	19	19	133	12	13	40	8	75	4	2	22	117	3491	33	183
OTU_110	5	13	0	2	0	0	1	7	4	13	5	15	361	36	39	278	19	24	61	28	11	0	10	0	1	18	2	12	0	6	12	0	1	2	6	441	27	41	151	31
OTU_810	5	2	0	1	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0	3	7	6	3	0	1	12	1	11	2	0	0	0	1	0	0
OTU_418	5	2	9	31	0	1	8	0	8	0	7	5	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	1	1	10	40	0	24	21	0	0	0	0	0
OTU_330	5	0	0	4	1	0	0	0	0	1	1	2	0	0	3	0	2	1	3	4	18	5	6	2	12	27	5	1	1	8	17	0	7	0	0	1	2	4	8	1
OTU_23	4	7	3	28	11	0	25	23	1	0	50	7	1	10	10	10	10	17	1	76	264	2727	1255	707	847	236	2986	1477	832	1003	14	47	29	32	6	23	14	25	1	115
OTU_44	4	6	0	13	12	0	3	3	11	2	24	8	0	6	3	26	2	4	8	26	604	480	629	884	332	665	565	828	1126	395	8	30	31	7	16	51	7	0	12	36
OTU_93	4	0	0	2	0	0	2	16	1	0	17	16	0	0	0	0	2	0	0	13	78	457	328	31	42	67	480	425	33	78	0	1	6	3	1	0	6	0	0	12
OTU_33	4	13	0	0	0	1	2	1	1	0	2	1	0	0	0	0	1	1	0	11	10	3396	8	28	97	11	3703	26	37	164	0	0	0	1	3	0	0	0	0	11
OTU_206	4	0	0	0	3	0	0	2	1	0	0	2	0	0	1	10	0	2	0	7	88	21	72	32	77	115	24	79	47	76	7	2	0	1	0	19	7	0	1	8
OTU_125	4	3	7	1	3	3	1	0	1	4	4	31	2	0	2	14	23	19	9	23	16	262	23	42	26	10	295	36	37	16	28	0	4	0	1	40	47	12	19	33
OTU_362	4	5	0	0	1	0	1	3	1	0	22	17	2	0	0	1	43	3	0	19	1	0	0	0	0	0	1	0	0	0	1	1	4	0	0	5	79	0	0	23
OTU_443	4	5	0	6	4	0	4	1	3	0	22	11	0	1	0	0	11	2	0	7	2	2	8	5	7	4	3	10	4	7	1	3	0	5	1	2	7	5	1	9
OTU_678	3	14	6	4	2	3	2	8	3	9	77	29	0	1	0	4	89	16	0	436	559	340	177	211	303	629	374	275	229	332	7	10	3	0	5	6	138	17	3	608
OTU_179	3	0	1	2	0	7	2	0	0	2	5	25	0	9	10	5	8	141	28	30	19	6	29	85	17	28	9	36	97	17	0	0	0	1	1	5	13	158	24	56
OTU_555	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	6	3	8	2	19	8	2	5	2	19	7	0	0	0	0	1	0	0	0	0
OTU_146	3	734	24	0	0	30	4	0	34	6	0	0	0	0	0	0	0	0	0	0	10	6	0	9	0	13	2	1	6	2	16	0	2	11	57	0	0	0	0	0
OTU_652	3	0	0	0	0	0	0	0	0	0	4	18	0	3	0	0	0	18	0	0	0	3	6	0	0	0	1	0	0	0	14	0	0	0	0	0	2	20	2	4
OTU_1206	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_755	3	2	0	1	0	5	0	4	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0	3	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	3
OTU_1171	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	10	1	2	0	0	0	0	0	0	0
OTU_18	2	968	0	1	1	2	1008	1163	2013	0	0	3	1	4	20	0	29	12	0	5	1130	34	5	3	23	1259	55	3	5	14	6	0	3	1027	2452	0	50	7	8	9
OTU_32	2	16	7	41	6	2	10	100	9	15	31	466	13	28	423	911	1	2136	248	69	63	39	60	85	55	60	54	94	98	59	0	40	23	22	16	1706	2	2572	684	74
OTU_467	2	12	0	16	0	1	7	4	10	3	5	2	0	4	7	5	2	3	0	16	68	44	141	725	65	88	53	166	825	78	2	10	0	2	19	11	3	1	3	22
OTU_92	2	2	27	13	4	7	3	24	11	27	7	4	24	29	30	43	10	2	11	7	351	54	67	258	109	402	68	72	276	127	6	15	0	0	29	70	5	0	27	9
OTU_122	2	9	1	0	0	0	1	0	9	0	2	0	0	0	45	2	0	14	0	0	49	117	96	46	90	52	140	153	33	103	0	0	0	0	7	1	0	15	4	9
OTU_134	2	24	2	19	0	4	39	20	18	10	202	83	6	2	0	4	71	6	0	45	112	59	12	11	12	93	46	7	8	4	11	8	6	37	21	2	103	5	0	76
OTU_164	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	0	1	27	19	84	66	85	27	23	95	84	121	0	0	0	0	0	0	0	6	0	2
OTU_56	2	34	108	14	25	0	6	3	2	8	114	15	1	3	0	0	17	2	1	11	132	95	49	28	2556	160	130	67	25	3094	22	13	35	7	10	6	32	2	0	19
OTU_43	2	12	68	65	78	21	8	11	143	101	15	43	9	5	152	117	7	27	268	35	327	598	715	392	87	403	657	960	479	139	18	110	141	12	161	159	12	33	706	44
OTU_386	2	0	0	2	0	0	0	4	3	0	3	5	7	2	0	7	0	5	0	9	1	0	2	1	21	1	1	0	3	17	1	0	0	1	3	0	0	9	0	10
OTU_126	2	0	0	0	0	0	1	0	0	0	0	18	1	19	53	182	0	40	2	297	0	0	1	0	0	0	0	2	1	0	11	0	0	0	0	292	0	31	4	378
OTU_181	2	2	2	3	0	0	6	117	4	6	43	63	42	42	11	3	2	61	7	38	2	7	13	20	30	6	4	11	25	29	18	1	7	4	16	34	4	96	4	67
OTU_167	2	9	371	1	0	0	1	3	3	14	4	1	0	0	0	0	0	1	0	7	10	6	14	1	14	7	16	22	1	27	14	0	5	2	5	0	0	0	0	0
OTU_931	2	0	0	1	7	1	9	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	2	0	0	0	0	1
OTU_957	2	0	0	2	0	1	5	1	0	0	1	2	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	7	0	0	3	0	0	0	0	0	2
OTU_262	2	1	1	11	0	0	6	5	3	4	23	11	1	0	0	0	15	0	0	17	20	24	4	4	7	20	12	0	3	12	7	13	2	4	1	0	22	0	0	14
OTU_686	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	3	1	3	4	1	0	4	5	4	8	0	2	3	0	0	1	0	0	1
OTU_886	2	0	0	2	0	0	1	0	0	0	26	1	0	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	2	0	0	1
OTU_961	2	1	1	1	1	0	1	0	1	5	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	8	7	1	0	0	1	0	0	0	2
OTU_677	2	12	0	0	0	1	7	2	1	0	0	0	3	0	6	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU_133	1	1	1	0	3	8	4	176	5	296	1	1	0	12	1	9	0	1	0	3	301	6	67	27	94	333	10	58	13	163	0	0	2	6	9	13	0	0	6	13
OTU_53	1	605	429	194	145	755	122	105	112	153	183	95	11	13	1	23	11	77	0	527	0	4	10	9	23	6	5	12	8	14	7	222	276	165	135	29	7	91	0	709
OTU_50	1	6	2	11	2	0	7	1	1	1	84	12	1	15	5	0	8	25	0	202	124	1439	289	359	626	176	1564	325	345	747	11	10	5	5	2	1	10	30	4	203
OTU_396	1	32	0	4	3	0	11	13	1	0	79	23	1	2	2	5	0	26	0	13	16	4	8	0	0	15	6	15	0	0	3	3	14	16	7	37	0	28	1	22
OTU_21	1	4	33	40	604	147	6	1	3186	1497	3	0	0	0	1	5	1	27	0	4	39	32	27	89	44	43	36	24	142	38	5	44	1018	2	3726	11	6	26	4	5
OTU_218	1	0	0	1	1	1	1	2	2	0	5	0	0	5	6	2	1	0	3	3	15	15	149	57	28	16	31	153	43	27	0	0	0	1	0	8	2	0	19	4
OTU_1129	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	3	5	9	3	2	7	2	6	0	0	0	0	1	0	0	0	0	1
OTU_300	1	2	0	7	0	12	0	0	0	0	5	2	0	0	0	0	48	0	0	9	3	7	0	0	1	1	5	3	0	0	9	1	0	1	1	0	116	0	0	24
OTU_147	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	19	55	100	127	16	23	82	104	180	13	3	2	0	0	0	0	1	0	0	1
OTU_141	1	1	0	0	0	0	1	1	0	22	204	165	0	0	0	4	221	6	0	92	18	10	40	47	74	18	16	50	56	75	4	0	0	0	0	11	356	6	0	160
OTU_255	1	0	0	1	5	0	0	0	0	0	0	2	0	0	10	5	3	2	13	6	22	20	2	26	26	35	24	7	16	35	2	0	7	1	0	2	1	1	14	10
OTU_537	1	5	1	2	2	0	3	2	5	1	12	4	0	5	1	13	3	3	1	13	5	12	5	2	0	2	4	7	1	0	9	1	6	5	0	12	0	0	10	9
OTU_236	1	0	0	0	8	3	0	0	0	1	21	3	0	3	3	5	7	5	2	36	5	7	14	2	8	2	6	23	2	12	0	0	10	1	0	13	22	4	0	69
OTU_789	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	1	0	8	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU_1161	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	8	0	0	4	1	4	0	0	0	0	1	0	3	1	0	2
OTU_687	1	0	3	2	0	0	5	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	12	0	2	0	0	0	2
OTU_319	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	9	11	19	9	18	16	19	30	11	0	0	0	0	0	1	0	0	0	2
OTU_25	0	3	58	0	0	22	0	0	1	890	21	743	0	0	0	1	4447	0	1	283	7	0	0	0	0	12	0	1	0	0	0	0	0	0	0	3	6103	0	0	378
OTU_248	0	0	0	0	0	0	0	0	0	1	0	29	0	1	25	30	0	6	174	22	7	3	5	1	2	10	7	11	1	1	0	0	0	6	1	56	0	9	351	24
OTU_47	0	60	1	4	3	0	151	0	0	12	2263	0	0	0	0	0	0	6	0	14	140	0	0	2802	1	177	0	0	3121	0	0	2	0	168	0	0	0	2	0	21
OTU_41	0	108	80	9	0	3	405	613	7	19	255	111	2631	70	10	378	7	68	5	342	6	17	29	17	30	15	13	40	18	35	0	6	2	460	3	723	29	99	16	469
OTU_162	0	2	1	3	3	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	45	50	99	103	281	58	60	134	139	341	4	2	18	1	3	0	0	1	0	1
OTU_67	0	0	0	0	0	1	0	0	9	0	67	3573	3	98	7	12	14	68	2	21	6	6	22	28	24	14	4	22	37	29	0	0	0	0	6	15	24	71	9	20
OTU_1184	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	3	1	0	0	2
OTU_55	0	2	0	19	13	0	1	1	6	5	12	53	0	0	2	15	285	6	2	45	401	498	371	513	502	455	559	477	533	657	0	33	13	3	8	32	364	7	9	55
OTU_68	0	0	0	0	0	0	0	0	0	0	17	345	0	0	0	0	928	0	0	0	2732	0	4	0	3	2966	1	0	0	0	0	0	0	0	3	0	1409	2	0	0
OTU_13	0	0	18	0	0	0	0	0	0	0	3	78	9423	1630	870	6194	0	713	300	1277	0	0	0	0	22	0	1	0	0	32	0	2	0	0	0	9757	0	852	543	1583
OTU_62	0	426	54	190	61	417	198	350	215	0	15	50	22	17	154	388	7	126	374	114	2	0	0	1	0	6	0	0	0	0	17	229	97	235	267	650	19	110	789	142
OTU_64	0	7	0	0	1	0	0	0	1351	0	1	80	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	3	0	0	1	0	0	1619	0	0	2	0	0
OTU_46	0	9	14	7	13	19	1	5	11	2	20	51	22	7	13	232	23	2	8	195	777	443	387	938	1984	956	531	533	1097	2497	0	19	24	0	13	312	27	5	12	217
OTU_138	0	29	0	0	0	0	0	0	0	0	1	10	180	27	39	14	0	2	345	8	0	0	26	0	5	0	1	54	0	4	0	0	0	0	0	39	0	4	734	10
OTU_301	0	0	0	1	0	0	0	5	0	0	1	1	0	0	0	0	6	0	0	2	10	6	18	37	11	6	18	21	31	12	0	1	0	0	0	0	9	0	0	1
OTU_78	0	6	7	8	0	20	21	7	9	0	14	14	0	0	0	15	5	8	4	22	945	223	729	311	640	967	242	1000	360	770	3	9	1	21	5	15	8	7	0	13
OTU_648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	11	1	2	4	3	9	1	6	0	0	0	0	0	1	0	0	0	1
OTU_30	0	16	98	10	0	0	4	13	64	46	591	7	11	3	967	269	14	15	194	1031	330	124	422	1439	177	338	140	613	1590	254	0	13	5	1	76	406	27	17	300	1185
OTU_63	0	0	0	0	2	0	0	0	0	0	9	140	822	274	2189	68	3	472	357	134	23	19	8	13	4	36	28	8	13	0	0	0	3	0	0	119	7	494	698	188
OTU_61	0	0	128	0	0	1	1	1	5	3989	662	0	0	0	0	0	0	0	5	895	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1073
OTU_690	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	10	0	0	0	3	0	4	11	0	3	0	13	14	0	0	0	0	0	0	0	12	0	0	0
OTU_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2536	0	950	0	0	2739	1	1270	0	0	0	0	0	0	0	0	0	0	0
OTU_502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	40	4	0	0	0	49	0	0	0	0	0	0	0	0	0	0
OTU_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	23	12	32	2	43	33	19	30	0	0	0	0	0	0	0	0	0	0
OTU_292	0	23	0	0	0	0	0	0	0	0	4	18	1318	1998	1896	28	0	17	6296	75	1	6	0	0	5	2	3	3	0	4	0	0	0	0	0	35	1	19	11122	71
OTU_152	0	0	2	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	129	21	4	101	54	174	41	7	87	64	0	6	0	0	0	0	1	1	0	0
OTU_407	0	0	0	2	1	0	2	2	15	0	26	0	0	0	0	0	2	0	9	0	15	1	0	0	0	22	0	2	0	1	0	0	5	3	24	0	6	0	28	1
OTU_86	0	1	22	94	4	0	0	0	0	0	195	4	0	0	0	0	512	1	0	6	61	3	96	14	73	63	8	95	26	94	0	106	3	0	3	0	654	0	0	2
OTU_42	0	0	9	0	0	0	17	0	0	0	58	31	19	183	962	3137	39	17	9	661	39	63	184	123	87	49	70	254	132	105	0	0	1	20	0	4731	57	17	4	809
OTU_60	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	1	4	0	0	7	1774	1	0	0	4	2139	0	0	0	0	0	0	1	0	0	0
OTU_51	0	1	6	2	0	0	0	0	0	2	8	427	86	135	493	24	3	7	133	24	499	641	299	194	531	598	782	450	213	637	0	1	0	0	0	21	1	5	230	36
OTU_163	0	2	0	0	0	0	3	1	1	0	8	152	0	0	0	5	22	0	0	12	108	37	35	19	71	101	44	62	20	79	2	1	0	0	0	0	21	1	0	4
OTU_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1663	0	0	0	0	1738	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_49	0	0	0	0	0	0	0	0	0	0	0	2	12	7324	3	12	0	0	0	5	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	8	0	2	0	3
OTU_82	0	0	11	0	0	0	0	1	0	0	8	7	1	2	48	108	5	219	163	9	55	60	334	75	17	61	66	391	83	24	0	0	0	0	0	135	6	240	310	16
OTU_76	0	4	0	10	2	0	1	6	120	0	7	22	0	0	0	0	44	0	0	10	387	56	176	297	220	329	63	213	357	337	1	19	1	1	141	3	84	0	1	13
