Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	g__Podospora	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	g__Cladosporium	Chondromyces	Rudaibacter	g__Mycosphaerella	Steroidobacter	g__Nigrospora	Stenotrophomonas	Pantoea	g__Mortierella	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	g__Edenia	Curtobacterium	g__Metacordyceps	Dactylosporangium
Stenotrophomonas	0.648484848484848	0.454545454545455	-0.0666666666666667	0.721212121212121	0.175757575757576	0.624242424242424	0.515151515151515	0.309090909090909	0.0303030303030303	0.745454545454545	0.587878787878788	0.36969696969697	0.2	0.151515151515151	0.151515151515151	0.442424242424242	0.224242424242424	0.43030303030303	0.175757575757576	0.260606060606061	0.103030303030303	0.115151515151515	0.36969696969697	0.00606060606060606	-0.0181818181818182	0.333333333333333	0.236363636363636	0.139393939393939	0.236363636363636	0.418181818181818	0.478787878787879	1	0.660606060606061	-0.103030303030303	0.551515151515151	-0.00606060606060606	0.187878787878788	0.103030303030303	0.442424242424242	0.103030303030303	0.757575757575757	0.0303030303030303	0.0787878787878788	0.709090909090909	0.660606060606061	0.139393939393939	0.696969696969697	0.636363636363636	-0.0972648869888103	0.0909090909090909
Pantoea	0.212121212121212	0.333333333333333	0.0424242424242424	0.563636363636364	-0.0181818181818182	0.248484848484848	0.321212121212121	0.187878787878788	0.272727272727273	0.503030303030303	0.672727272727273	0.284848484848485	0.127272727272727	0.151515151515151	0.0303030303030303	0.309090909090909	0.0303030303030303	0.151515151515151	0.175757575757576	-0.0666666666666667	0.0909090909090909	0.393939393939394	0.272727272727273	0.0666666666666667	0.00606060606060606	0.612121212121212	0.248484848484848	0.0181818181818182	0.442424242424242	0.442424242424242	0.636363636363636	0.660606060606061	1	0.0666666666666667	0.551515151515151	0.0303030303030303	0.0545454545454545	0.0666666666666667	0.333333333333333	0.0909090909090909	0.6	0.0181818181818182	0.139393939393939	0.333333333333333	0.466666666666667	0.0181818181818182	0.563636363636364	0.842424242424242	0	0.0545454545454545
g__Mortierella	0.418181818181818	0.709090909090909	0.915151515151515	0.309090909090909	0.83030303030303	0.466666666666667	0.624242424242424	0.709090909090909	0.83030303030303	-0.321212121212121	0.0787878787878788	0.757575757575757	0.818181818181818	0.890909090909091	0.878787878787879	0.684848484848485	0.818181818181818	0.515151515151515	0.915151515151515	0.563636363636364	0.854545454545454	0.854545454545454	0.76969696969697	0.951515151515151	0.903030303030303	0.6	0.793939393939394	0.854545454545454	0.806060606060606	0.745454545454545	0.624242424242424	-0.103030303030303	0.0666666666666667	1	0.466666666666667	0.818181818181818	0.842424242424242	0.890909090909091	0.721212121212121	0.854545454545454	0.139393939393939	0.842424242424242	0.76969696969697	0.248484848484848	0.503030303030303	0.83030303030303	-0.187878787878788	0.333333333333333	0.887542093772894	0.842424242424242
Ideonella	0.733333333333333	0.854545454545454	0.636363636363636	0.939393939393939	0.636363636363636	0.709090909090909	0.83030303030303	0.854545454545454	0.672727272727273	0.224242424242424	0.393939393939394	0.83030303030303	0.793939393939394	0.490909090909091	0.672727272727273	0.878787878787879	0.563636363636364	0.490909090909091	0.636363636363636	0.187878787878788	0.696969696969697	0.684848484848485	0.733333333333333	0.43030303030303	0.648484848484848	0.781818181818182	0.818181818181818	0.696969696969697	0.672727272727273	0.818181818181818	0.612121212121212	0.551515151515151	0.551515151515151	0.466666666666667	1	0.309090909090909	0.624242424242424	0.660606060606061	0.757575757575757	0.696969696969697	0.575757575757576	0.624242424242424	0.503030303030303	0.575757575757576	0.733333333333333	0.636363636363636	0.478787878787879	0.636363636363636	0.498482545817653	0.624242424242424
Rhodanobacter	0.36969696969697	0.515151515151515	0.76969696969697	0.151515151515151	0.721212121212121	0.406060606060606	0.442424242424242	0.478787878787879	0.551515151515151	-0.236363636363636	0.187878787878788	0.539393939393939	0.624242424242424	0.745454545454545	0.709090909090909	0.478787878787879	0.721212121212121	0.466666666666667	0.733333333333333	0.454545454545455	0.672727272727273	0.515151515151515	0.563636363636364	0.76969696969697	0.793939393939394	0.212121212121212	0.612121212121212	0.757575757575757	0.575757575757576	0.563636363636364	0.36969696969697	-0.00606060606060606	0.0303030303030303	0.818181818181818	0.309090909090909	1	0.672727272727273	0.684848484848485	0.515151515151515	0.672727272727273	0.127272727272727	0.684848484848485	0.636363636363636	0.151515151515151	0.575757575757576	0.684848484848485	-0.00606060606060606	0.103030303030303	0.765960985036881	0.660606060606061
Bradyrhizobium	0.745454545454545	0.890909090909091	0.878787878787879	0.587878787878788	0.951515151515151	0.806060606060606	0.866666666666667	0.903030303030303	0.793939393939394	-0.212121212121212	0.115151515151515	0.939393939393939	0.951515151515151	0.927272727272727	0.963636363636364	0.903030303030303	0.975757575757576	0.709090909090909	0.951515151515151	0.721212121212121	0.963636363636364	0.745454545454545	0.939393939393939	0.866666666666667	0.890909090909091	0.636363636363636	0.927272727272727	0.915151515151515	0.793939393939394	0.818181818181818	0.660606060606061	0.187878787878788	0.0545454545454545	0.842424242424242	0.624242424242424	0.672727272727273	1	0.951515151515151	0.890909090909091	0.963636363636364	0.406060606060606	0.915151515151515	0.806060606060606	0.612121212121212	0.539393939393939	0.987878787878788	-0.0909090909090909	0.418181818181818	0.820672483968087	0.975757575757576
Phycicoccus	0.636363636363636	0.842424242424242	0.927272727272727	0.551515151515151	0.963636363636364	0.660606060606061	0.781818181818182	0.878787878787879	0.915151515151515	-0.163636363636364	0.0181818181818182	0.903030303030303	0.951515151515151	0.878787878787879	0.987878787878788	0.866666666666667	0.903030303030303	0.624242424242424	0.939393939393939	0.575757575757576	0.975757575757576	0.76969696969697	0.854545454545454	0.915151515151515	0.915151515151515	0.684848484848485	0.939393939393939	0.963636363636364	0.745454545454545	0.818181818181818	0.6	0.103030303030303	0.0666666666666667	0.890909090909091	0.660606060606061	0.684848484848485	0.951515151515151	1	0.806060606060606	0.975757575757576	0.345454545454545	0.975757575757576	0.890909090909091	0.442424242424242	0.551515151515151	0.939393939393939	-0.151515151515151	0.418181818181818	0.924016426393698	0.951515151515151
Chryseobacterium	0.793939393939394	0.951515151515151	0.733333333333333	0.757575757575757	0.781818181818182	0.866666666666667	0.939393939393939	0.890909090909091	0.660606060606061	-0.0787878787878788	0.272727272727273	0.963636363636364	0.878787878787879	0.83030303030303	0.83030303030303	0.939393939393939	0.854545454545454	0.624242424242424	0.878787878787879	0.624242424242424	0.83030303030303	0.818181818181818	0.987878787878788	0.709090909090909	0.757575757575757	0.76969696969697	0.878787878787879	0.781818181818182	0.915151515151515	0.866666666666667	0.854545454545454	0.442424242424242	0.333333333333333	0.721212121212121	0.757575757575757	0.515151515151515	0.890909090909091	0.806060606060606	1	0.83030303030303	0.612121212121212	0.709090909090909	0.563636363636364	0.709090909090909	0.709090909090909	0.866666666666667	0.151515151515151	0.612121212121212	0.607905543680065	0.842424242424242
Agromyces	0.648484848484848	0.854545454545454	0.951515151515151	0.587878787878788	0.939393939393939	0.696969696969697	0.806060606060606	0.915151515151515	0.890909090909091	-0.224242424242424	0.0424242424242424	0.927272727272727	0.975757575757576	0.854545454545454	0.963636363636364	0.890909090909091	0.903030303030303	0.587878787878788	0.915151515151515	0.539393939393939	1	0.757575757575757	0.878787878787879	0.842424242424242	0.939393939393939	0.696969696969697	0.975757575757576	0.951515151515151	0.781818181818182	0.793939393939394	0.587878787878788	0.103030303030303	0.0909090909090909	0.854545454545454	0.696969696969697	0.672727272727273	0.963636363636364	0.975757575757576	0.83030303030303	1	0.393939393939394	0.975757575757576	0.842424242424242	0.466666666666667	0.503030303030303	0.975757575757576	-0.0909090909090909	0.393939393939394	0.905779260083296	0.987878787878788
Microbacterium	0.466666666666667	0.490909090909091	0.236363636363636	0.612121212121212	0.284848484848485	0.539393939393939	0.503030303030303	0.43030303030303	0.309090909090909	0.43030303030303	0.151515151515151	0.551515151515151	0.393939393939394	0.272727272727273	0.321212121212121	0.539393939393939	0.321212121212121	0.139393939393939	0.309090909090909	0.151515151515151	0.393939393939394	0.260606060606061	0.527272727272727	0.175757575757576	0.212121212121212	0.6	0.515151515151515	0.345454545454545	0.515151515151515	0.381818181818182	0.587878787878788	0.757575757575757	0.6	0.139393939393939	0.575757575757576	0.127272727272727	0.406060606060606	0.345454545454545	0.612121212121212	0.393939393939394	1	0.321212121212121	0.224242424242424	0.478787878787879	0.539393939393939	0.393939393939394	0.345454545454545	0.612121212121212	0.273557494656029	0.418181818181818
Solirubrobacter	0.563636363636364	0.757575757575757	0.939393939393939	0.490909090909091	0.939393939393939	0.587878787878788	0.696969696969697	0.842424242424242	0.915151515151515	-0.175757575757576	-0.0424242424242424	0.842424242424242	0.927272727272727	0.806060606060606	0.951515151515151	0.806060606060606	0.854545454545454	0.551515151515151	0.866666666666667	0.490909090909091	0.975757575757576	0.672727272727273	0.76969696969697	0.854545454545454	0.915151515151515	0.624242424242424	0.927272727272727	0.951515151515151	0.660606060606061	0.721212121212121	0.466666666666667	0.0303030303030303	0.0181818181818182	0.842424242424242	0.624242424242424	0.684848484848485	0.915151515151515	0.975757575757576	0.709090909090909	0.975757575757576	0.321212121212121	1	0.903030303030303	0.357575757575757	0.442424242424242	0.927272727272727	-0.163636363636364	0.321212121212121	0.954411703577701	0.951515151515151
Mycobacterium	0.490909090909091	0.660606060606061	0.76969696969697	0.418181818181818	0.866666666666667	0.503030303030303	0.6	0.672727272727273	0.903030303030303	-0.0424242424242424	0.127272727272727	0.709090909090909	0.76969696969697	0.818181818181818	0.854545454545454	0.684848484848485	0.793939393939394	0.660606060606061	0.83030303030303	0.527272727272727	0.842424242424242	0.6	0.648484848484848	0.878787878787879	0.733333333333333	0.563636363636364	0.781818181818182	0.806060606060606	0.527272727272727	0.733333333333333	0.490909090909091	0.0787878787878788	0.139393939393939	0.76969696969697	0.503030303030303	0.636363636363636	0.806060606060606	0.890909090909091	0.563636363636364	0.842424242424242	0.224242424242424	0.903030303030303	1	0.36969696969697	0.393939393939394	0.76969696969697	-0.224242424242424	0.478787878787879	0.85106776115209	0.806060606060606
Bosea	0.915151515151515	0.757575757575757	0.272727272727273	0.793939393939394	0.551515151515151	0.927272727272727	0.842424242424242	0.672727272727273	0.272727272727273	0.321212121212121	0.612121212121212	0.672727272727273	0.563636363636364	0.575757575757576	0.515151515151515	0.733333333333333	0.672727272727273	0.842424242424242	0.563636363636364	0.757575757575757	0.466666666666667	0.43030303030303	0.721212121212121	0.357575757575757	0.345454545454545	0.43030303030303	0.503030303030303	0.406060606060606	0.466666666666667	0.672727272727273	0.612121212121212	0.709090909090909	0.333333333333333	0.248484848484848	0.575757575757576	0.151515151515151	0.612121212121212	0.442424242424242	0.709090909090909	0.466666666666667	0.478787878787879	0.357575757575757	0.36969696969697	1	0.515151515151515	0.563636363636364	0.442424242424242	0.587878787878788	0.127660164172814	0.490909090909091
Altererythrobacter	0.709090909090909	0.745454545454545	0.478787878787879	0.696969696969697	0.6	0.672727272727273	0.709090909090909	0.6	0.418181818181818	0.296969696969697	0.442424242424242	0.672727272727273	0.6	0.551515151515151	0.612121212121212	0.696969696969697	0.575757575757576	0.539393939393939	0.636363636363636	0.333333333333333	0.503030303030303	0.551515151515151	0.660606060606061	0.515151515151515	0.539393939393939	0.466666666666667	0.6	0.648484848484848	0.6	0.76969696969697	0.624242424242424	0.660606060606061	0.466666666666667	0.503030303030303	0.733333333333333	0.575757575757576	0.539393939393939	0.551515151515151	0.709090909090909	0.503030303030303	0.539393939393939	0.442424242424242	0.393939393939394	0.515151515151515	1	0.503030303030303	0.466666666666667	0.527272727272727	0.413375769702444	0.442424242424242
Aquabacterium	0.721212121212121	0.866666666666667	0.915151515151515	0.575757575757576	0.939393939393939	0.781818181818182	0.842424242424242	0.915151515151515	0.781818181818182	-0.248484848484848	0.0787878787878788	0.927272727272727	0.963636363636364	0.878787878787879	0.951515151515151	0.890909090909091	0.951515151515151	0.648484848484848	0.915151515151515	0.660606060606061	0.975757575757576	0.721212121212121	0.915151515151515	0.818181818181818	0.927272727272727	0.612121212121212	0.939393939393939	0.927272727272727	0.781818181818182	0.76969696969697	0.587878787878788	0.139393939393939	0.0181818181818182	0.83030303030303	0.636363636363636	0.684848484848485	0.987878787878788	0.939393939393939	0.866666666666667	0.975757575757576	0.393939393939394	0.927272727272727	0.76969696969697	0.563636363636364	0.503030303030303	1	-0.0545454545454545	0.333333333333333	0.838909650278489	0.987878787878788
g__Edenia	0.43030303030303	0.224242424242424	-0.0666666666666667	0.563636363636364	-0.0545454545454545	0.357575757575757	0.284848484848485	0.187878787878788	-0.163636363636364	0.648484848484848	0.709090909090909	0.103030303030303	0.0545454545454545	-0.139393939393939	-0.0787878787878788	0.2	-0.0424242424242424	0.224242424242424	-0.0787878787878788	0.00606060606060606	-0.0909090909090909	0.0666666666666667	0.0909090909090909	-0.260606060606061	0.00606060606060606	0.103030303030303	0.0303030303030303	-0.0181818181818182	0.0787878787878788	0.187878787878788	0.127272727272727	0.696969696969697	0.563636363636364	-0.187878787878788	0.478787878787879	-0.00606060606060606	-0.0909090909090909	-0.151515151515151	0.151515151515151	-0.0909090909090909	0.345454545454545	-0.163636363636364	-0.224242424242424	0.442424242424242	0.466666666666667	-0.0545454545454545	1	0.260606060606061	-0.237083162035225	-0.127272727272727
Curtobacterium	0.466666666666667	0.624242424242424	0.248484848484848	0.696969696969697	0.333333333333333	0.515151515151515	0.612121212121212	0.466666666666667	0.551515151515151	0.36969696969697	0.575757575757576	0.587878787878788	0.418181818181818	0.515151515151515	0.381818181818182	0.6	0.393939393939394	0.478787878787879	0.527272727272727	0.309090909090909	0.393939393939394	0.624242424242424	0.587878787878788	0.43030303030303	0.212121212121212	0.806060606060606	0.503030303030303	0.284848484848485	0.624242424242424	0.721212121212121	0.866666666666667	0.636363636363636	0.842424242424242	0.333333333333333	0.636363636363636	0.103030303030303	0.418181818181818	0.418181818181818	0.612121212121212	0.393939393939394	0.612121212121212	0.321212121212121	0.478787878787879	0.587878787878788	0.527272727272727	0.333333333333333	0.260606060606061	1	0.231004106598425	0.36969696969697
g__Metacordyceps	0.358664270771238	0.613984599116865	0.936174537267299	0.297873716403232	0.85106776115209	0.389059547955241	0.522798767564856	0.699091375232074	0.893621149209695	-0.212766940288023	-0.151976385920016	0.723407596979277	0.826751539404888	0.747723818726479	0.881463038336094	0.65653798717447	0.747723818726479	0.370822381644839	0.802435317657685	0.37690143708164	0.905779260083296	0.650458931737669	0.65653798717447	0.863225872025692	0.893621149209695	0.571431211059261	0.84498870571529	0.911858315520097	0.644379876300868	0.607905543680065	0.413375769702444	-0.0972648869888103	0	0.887542093772894	0.498482545817653	0.765960985036881	0.820672483968087	0.924016426393698	0.607905543680065	0.905779260083296	0.273557494656029	0.954411703577701	0.85106776115209	0.127660164172814	0.413375769702444	0.838909650278489	-0.237083162035225	0.231004106598425	1	0.881463038336094
Dactylosporangium	0.636363636363636	0.83030303030303	0.927272727272727	0.539393939393939	0.915151515151515	0.709090909090909	0.793939393939394	0.890909090909091	0.842424242424242	-0.260606060606061	0.0181818181818182	0.915151515151515	0.951515151515151	0.866666666666667	0.939393939393939	0.866666666666667	0.915151515151515	0.575757575757576	0.903030303030303	0.6	0.987878787878788	0.733333333333333	0.890909090909091	0.83030303030303	0.915151515151515	0.672727272727273	0.951515151515151	0.915151515151515	0.793939393939394	0.745454545454545	0.6	0.0909090909090909	0.0545454545454545	0.842424242424242	0.624242424242424	0.660606060606061	0.975757575757576	0.951515151515151	0.842424242424242	0.987878787878788	0.418181818181818	0.951515151515151	0.806060606060606	0.490909090909091	0.442424242424242	0.987878787878788	-0.127272727272727	0.36969696969697	0.881463038336094	1
