Promicromonospora	Flavobacterium	Rhizobium	Sphingomonas	Chryseobacterium	g__Acremonium	Mycobacterium	Microbacterium	g__Ophiosphaerella	g__Gibberella	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Amycolatopsis	Sphingobium	Luteimonas	Achromobacter	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga	g__Pseudogymnoascus	Hyphomicrobium	Iamia	Pseudorhodoferax	Dissulfuribacter	Nocardia	Methylophilus	Reyranella	Afipia	Rhizocola	Nonomuraea	g__Didymella	Haloactinopolyspora	Panacagrimonas	Povalibacter	Pedomicrobium	Variibacter	Pedobacter	Chelativorans	Chelatococcus
Nonomuraea	0.00700191174589832	0.263070048685542	0.0553430640214907	0.0278275907465553	0.0267067335111415	3.20582901326938e-05	0.119446962194256	0.00996462950473477	0.00414104632001341	0.00147306690775039	0.0402520545011082	0.0184800946675902	0.144845045598752	0.0196619729093161	0.0175477575577849	0.0636700133231582	0.0453175214115659	0.0173258016783089	0.109201861900958	0.0251690854378627	0.175201686026404	0.008222927164667	0.0457538039344489	0.0566924380692618	0.09623461917092	0.0316170693100201	0.0636700133231582	0.0267067335111415	0.00251093273377094	0.0931300365239436	0.0805099799225393	0.260919922897663	0.0344062186598428	8.03458066078199e-119	0.223421562103485	0.0529059222693326	0.0488744347961554	0.0773141199509494	0.00304816131758438	0.120420047423888	0.0470853583001902	0.0875223290104217	0.218273725922268
g__Didymella	0.0196774469308977	0.000618785006736784	0.00184888810855302	0.0049797309247699	0.00148502748267143	0.14110858525264	0.0519448790519983	0.138591659817987	0.0196774469308977	0.203932318820263	0.0027509990979022	0.136077614081377	0.0835592218012768	0.0597976715819041	0.0325154764454017	0.115204901928527	0.00589947917816691	0.0670951932047528	0.0168133184087857	0.0362513285769308	0.000618785006736784	0.00457949951254156	0.0266955078474376	0.0493805607467188	0.020292529477274	0.00382907231003841	0.00724983323021421	0.108572903985957	0.0906855533011522	0.0237648001622949	0.0114681925285307	0.00565606878059174	0.0187107590366353	0.223421562103485	0	0.127439782508007	0.053248000640912	0.0124843521544191	0.131370902583534	0.0267067335111415	0.016458158113994	0.0259428445729783	0.0139380394727265
Haloactinopolyspora	0.000535710019872797	0.0365884182378881	0.00399961041098405	0.0084469620526587	0.0233347382370754	0.0756780349668657	0.00159450292481118	0.053744779445213	0.0072244762663	0.0306693232950721	0.0184800946675902	0.133709438147859	0.000535710019872797	0.00199173301627724	0.00677143960331921	0.0092713057296182	0.00528145875404649	0.0092713057296182	0.0049797309247699	0.00134504461755217	0.0262491687027596	0.00667007118738677	0.00687834134801877	0.00465038952364104	0.00796674587347331	0.0116230348316563	0.209707425901979	0.00104083834621246	0.0369908578158499	0.00505304025866932	0.000889606509657845	0.0173258016783089	0.00748472078248761	0.0529059222693326	0.127439782508007	0	0.0013141714068705	0.0135705245084028	0.0230148217900146	0.0179047169369581	0.0261155105036886	0.00418685670911299	0.00738847021573036
Panacagrimonas	6.39025448309949e-05	0.00251093273377094	7.24149009623784e-05	3.10669011206555e-05	0.00104083834621246	0.0168133184087857	0.000156769178068079	0.00541924856404425	0.00111040401386504	0.0693780585852597	0.00037452115514758	0.0870588590957592	0.000406947220049863	0.000435078716498605	0.000535710019872797	0.0132543576489425	0.000239953979766976	0.000660611392263069	0.000660611392263069	0.000319897157499864	0.00251093273377094	0.00216828711429609	0.00110940605733269	0.000221672610367529	0.000187874169920726	0.00017172120944226	0.0435244491824382	0.000500366108482196	0.00418685670911299	6.39025448309949e-05	5.10851071794644e-05	0.00124310931168237	0.000347779184025321	0.0488744347961554	0.053248000640912	0.0013141714068705	0	0.000813990936641598	0.0022720341333066	0.000761820738647834	0.00174513797782845	0.000660611392263069	0.000859151292608393
Povalibacter	0.000535710019872797	0.00748687032300665	0.0005563638148802	0.000210988615276312	0.00414104632001341	0.0184800946675902	0.00524243118990335	0.0286567090284918	0.000465645609735888	0.0703608799059783	0.000500366108482196	0.140980616617265	0.0013141714068705	8.93866252894554e-05	0.00395013132704839	0.0338886623584576	0.00195365133651856	0.00251093273377094	0.000660611392263069	0.00259812622376631	0.00594303605679664	0.00336181939136292	0.00107797364127477	0.0138759481161885	0.000406947220049863	0.00031962614132326	0.0267067335111415	0.000813990936641598	0.0244648427497504	0.000709570694760257	0.000535710019872797	0.000639158587854422	3.04768307906124e-05	0.0773141199509494	0.0124843521544191	0.0135705245084028	0.000813990936641598	8.03458066078199e-119	0.0367128545779391	0.000841384367222468	0.00310103818885265	0.00299547685791228	0.000982200498394705
Pedomicrobium	0.00124310931168237	0.0392147767492437	0.00457949951254156	0.000761820738647834	0.00205764520921946	0.000118231333908105	0.0244648427497504	9.95227980548239e-05	0.00724983323021421	0.0103894316909803	0.00367882558066406	0.00478248547614094	0.0209433223795031	0.0216174646625424	0.00565606878059174	0.00418685670911299	0.00111040401386504	0.000982200498394705	0.0259428445729783	0.000264609329083089	0.020292529477274	0.00205764520921946	0.00457949951254156	0.000142692908583169	0.0132543576489425	0.00589947917816691	0.0168133184087857	0.0141769013084548	5.51052037556601e-06	0.00438826312027971	0.00724983323021421	0.020292529477274	0.0111853852591673	0.00304816131758438	0.131370902583534	0.0230148217900146	0.0022720341333066	0.0367128545779391	0	0.028282654750661	0.0082584099361117	0.0237648001622949	0.0251409970827086
Variibacter	0.00382907231003841	0.00318615599050587	0.00478248547614094	0.00251093273377094	0.00880123407167532	0.0519448790519983	0.00037452115514758	0.110784629139701	0.00418685670911299	0.142777674908855	0.000264609329083089	0.39895982811894	0.000660611392263069	0.000347779184025321	0.000239953979766976	0.0853037902367692	0.00667007118738677	0.00724983323021421	0.000239953979766976	0.00418685670911299	0.00037452115514758	0.00565606878059174	0.00113253329955595	0.00251093273377094	4.75264565380302e-06	0.00216828711429609	0.162551016303804	0.000435078716498605	0.0209257682854868	0.00457949951254156	0.00037452115514758	0.00262951141274441	1.86138314480935e-05	0.120420047423888	0.0267067335111415	0.0179047169369581	0.000761820738647834	0.000841384367222468	0.028282654750661	0	0.0016920242747119	3.5786027973048e-05	0.000170841510907253
Pedobacter	0.000177545486056652	0.00165384375944881	0.000781106418901833	0.000552012908173346	0.00104083834621246	0.0193104582208691	0.000870583719852118	0.010397009435638	0.00100133116590656	0.0860732961652768	0.00100133116590656	0.152868117432629	0.00892454144518109	0.000726741168094007	0.00367882558066406	0.0618415441614408	0.00615030733949511	0.00323781754750221	0.00289713230060788	0.00117253728017774	0.000290763415262796	0.0085971076695937	0.00303805473225217	0.00589947917816691	0.00382907231003841	4.04259444016751e-05	0.101213057773003	0.00615030733949511	0.00694313217480643	0.000500366108482196	0.000633495370387909	0.00139631465217796	0.00276920892142369	0.0470853583001902	0.016458158113994	0.0261155105036886	0.00174513797782845	0.00310103818885265	0.0082584099361117	0.0016920242747119	0	0.00667007118738677	0.0148193647583263
Chelativorans	0.00174513797782845	0.00457949951254156	0.00303805473225217	0.00382907231003841	0.0118962920175195	0.0627382140675164	0.000925992216032467	0.154382537180264	0.0035175827756176	0.079272876417294	0.000406947220049863	0.303017508253253	0.000142692908583169	0.000535710019872797	0.000239953979766976	0.0718086547910918	0.00195365133651856	0.0146358741532333	0.000982200498394705	0.0049797309247699	0.00139912477464872	0.00289713230060788	0.000465645609735888	0.0013141714068705	4.75264565380302e-06	0.0049797309247699	0.143688857854164	5.10851071794644e-05	0.0328958653303111	0.00457949951254156	9.95227980548239e-05	0.00289713230060788	9.95227980548239e-05	0.0875223290104217	0.0259428445729783	0.00418685670911299	0.000660611392263069	0.00299547685791228	0.0237648001622949	3.5786027973048e-05	0.00667007118738677	0	0.000175836054516822
Chelatococcus	0.00541924856404425	0.0082039525795176	0.00113017343533255	0.000937068251795648	0.00746476712375758	0.0730980166204943	0.000406947220049863	0.0985006770551291	0.00727290535321433	0.114924158271826	0.000302029194789214	0.18358510927274	3.10669011206555e-05	0.00263687898050627	0.000580187228758013	0.0244648427497504	0.000347779184025321	0.00418685670911299	9.27206663822613e-06	0.0032081627721808	0.000879253971105937	0.0015179925445281	0.000103142970933943	0.000435078716498605	0.000109919208492258	0.00251093273377094	0.10894753896577	0.00306253869986013	0.0209040287689187	0.00205764520921946	2.78963481476785e-05	7.8762015460858e-05	7.8762015460858e-05	0.218273725922268	0.0139380394727265	0.00738847021573036	0.000859151292608393	0.000982200498394705	0.0251409970827086	0.000170841510907253	0.0148193647583263	0.000175836054516822	0
